cooperative_id,province,district,subdistrict,latitude,longitude,h3,k_any_road,k_non_track,km_any_road,km_non_track,road_band,track_only,m_to_any_road,m_to_made_road,km_to_made_road
14955,KALIMANTAN UTARA,KAB. MALINAU,Kayan Hilir,1.89174577,115.8848498,623338075821080575,,,,,> ~5 km / none found,False,41109.54249073749,58569.00429674726,58.57
90267,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.35078564,140.02979924,623516964345184255,,,,,> ~5 km / none found,False,58488.15897126275,58488.15897126275,58.49
89361,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Eipumek,-4.39067585,140.05033879,623516963775250431,,,,,> ~5 km / none found,False,57744.29507578461,57744.29507578461,57.74
86967,PAPUA,KAB. SARMI,Bonggo,-3.16232058,139.3969444,623511721815212031,,,,,> ~5 km / none found,False,57729.14489606845,57729.14489606845,57.73
89263,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.33448182,140.04368069,623516964534583295,,,,,> ~5 km / none found,False,57686.771033056255,57686.771033056255,57.69
89358,PAPUA,KAB. MAMBERAMO RAYA,Mamberamo Hulu,-2.89192188,139.05808259,623511711747964927,,,,,> ~5 km / none found,False,48501.92426617032,57638.55551337432,57.64
91783,SULAWESI BARAT,KAB. MAMUJU,Kepulauan Bala Balakang,-2.94106133,117.5570204,624120596120600575,,,,,> ~5 km / none found,False,57516.98294090172,57516.98294090172,57.52
88594,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.33425727,139.992938,623516964395614207,,,,,> ~5 km / none found,False,56553.635851376144,56553.635851376144,56.55
27872,PAPUA,KAB. KEPULAUAN YAPEN,Pulau Yerui,-1.49980649,135.29758327,623511436855148543,,,,,> ~5 km / none found,False,56417.26400874914,56417.26400874914,56.42
57975,JAWA TIMUR,KAB. SUMENEP,Masalembu,-5.06970605,114.6008933,623987428310745087,,,,,> ~5 km / none found,False,55469.26381794368,55469.26381794368,55.47
90074,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Eipumek,-4.42136263,140.05640157,623516964253630463,,,,,> ~5 km / none found,False,54936.94616703681,54936.94616703681,54.94
89117,PAPUA,KAB. MAMBERAMO RAYA,Mamberamo Hilir,-1.48649173,137.88701256,623514014968840191,,,,,> ~5 km / none found,False,35616.950984197145,54810.40814491942,54.81
88851,PAPUA PEGUNUNGAN,KAB. YAHUKIMO,Puldama,-4.28920136,139.92027399,623516968089190399,,,,,> ~5 km / none found,False,54716.19366661891,54716.19366661891,54.72
89357,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Eipumek,-4.3680031,140.11423312,623516965680480255,,,,,> ~5 km / none found,False,54712.55745031098,54712.55745031098,54.71
61527,SULAWESI SELATAN,KAB. PANGKAJENE KEPULAUAN,Liukang Kalmas,-5.38195984,117.9369333,624121533573529599,,,,,> ~5 km / none found,False,54100.15208342993,54228.92787568795,54.23
89844,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.4140908,140.02516735,623516963795304447,,,,,> ~5 km / none found,False,53926.17830400895,53926.17830400895,53.93
89327,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.37891908,139.99863011,623516964583964671,,,,,> ~5 km / none found,False,53845.38960822556,53845.38960822556,53.85
89702,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Eipumek,-4.43999512,140.04397373,623516964231184383,,,,,> ~5 km / none found,False,53730.93385716033,53730.93385716033,53.73
93262,PAPUA PEGUNUNGAN,KAB. YAHUKIMO,Puldama,-4.26713353,139.87336671,623516968917794815,,,,,> ~5 km / none found,False,53646.44392109246,53646.44392109246,53.65
92079,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.36157585,139.9741914,623516964648091647,,,,,> ~5 km / none found,False,52986.68984799534,52986.68984799534,52.99
90597,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Pamek,-4.39989734,140.00392145,623516963860021247,,,,,> ~5 km / none found,False,52923.48928694459,52923.48928694459,52.92
93987,PAPUA SELATAN,KAB. MERAUKE,Kontuar,-8.03773232,138.30573254,624255314049695743,,,,,> ~5 km / none found,False,52908.44613137121,52908.44613137121,52.91
93107,PAPUA BARAT DAYA,KAB. RAJA AMPAT,Misool (Misool Utara),-4.40595595,140.0032084,623516964118790143,,,,,> ~5 km / none found,False,52470.832615057305,52470.832615057305,52.47
92159,PAPUA PEGUNUNGAN,KAB. YAHUKIMO,Kona,-4.24687965,139.88457932,623516968872869887,,,,,> ~5 km / none found,False,52211.52549938841,52211.52549938841,52.21
47664,PAPUA,KAB. KEPULAUAN YAPEN,Pulau Yerui,-1.50191729,135.23426667,623511436216401919,,,,,> ~5 km / none found,False,52051.8591936811,52051.8591936811,52.05
88834,PAPUA PEGUNUNGAN,KAB. PEGUNUNGAN BINTANG,Eipumek,-4.4674865,140.04358361,623516964190650367,,,,,> ~5 km / none found,False,51856.68916277964,51856.68916277964,51.86
