province_id,province,district_id,district,cooperatives,accounts_count,npwp_count,nib_count,rat_count,transaction_volume,transaction_value,simpanan_pokok_amount,simpanan_pokok_members,simpanan_pokok_tx,simpanan_wajib_amount,simpanan_wajib_members,simpanan_wajib_tx,savings_total_amount
1,ACEH,5,KAB. ACEH BARAT,321,310,321,264,0,0,0,26100000,200,202,5045010,74,258,31145010
1,ACEH,12,KAB. ACEH BARAT DAYA,152,152,152,72,0,0,0,13000000,140,140,1325000,138,138,14325000
1,ACEH,6,KAB. ACEH BESAR,603,603,603,381,0,26679,48614080,50675000,927,927,19625000,541,1753,70300000
1,ACEH,14,KAB. ACEH JAYA,172,172,172,87,0,0,0,50000,1,1,0,0,0,50000
1,ACEH,1,KAB. ACEH SELATAN,261,261,261,242,0,0,0,7375000,134,134,640000,50,75,8015000
1,ACEH,8,KAB. ACEH SINGKIL,116,113,116,98,0,0,0,9000000,125,125,3580000,94,358,12580000
1,ACEH,16,KAB. ACEH TAMIANG,216,216,216,198,0,0,0,4950000,101,101,5980000,97,603,10930000
1,ACEH,4,KAB. ACEH TENGAH,298,284,298,248,0,0,0,9345000,167,167,1420000,124,184,10765000
1,ACEH,2,KAB. ACEH TENGGARA,386,379,386,102,0,850,2125000,5250000,63,63,340000,20,20,5590000
1,ACEH,3,KAB. ACEH TIMUR,521,506,517,364,0,20,5400000,11700000,234,234,3395030,160,344,15095030
1,ACEH,10,KAB. ACEH UTARA,852,834,852,570,0,3,53000,70057000,554,554,8055000,266,1194,78112000
1,ACEH,17,KAB. BENER MERIAH,233,221,233,107,0,0,0,5170000,116,116,10870000,95,1087,16040000
1,ACEH,11,KAB. BIREUEN,610,607,610,541,0,153180,279052960,21350000,208,208,4080000,142,700,25430000
1,ACEH,13,KAB. GAYO LUES,136,129,136,102,0,0,0,100000,1,1,0,0,0,100000
1,ACEH,15,KAB. NAGAN RAYA,222,214,222,149,0,0,0,3950000,58,58,1760000,48,150,5710000
1,ACEH,9,KAB. PIDIE,751,728,750,348,0,0,0,15322200,349,349,4935020,166,793,20257220
1,ACEH,18,KAB. PIDIE JAYA,222,222,222,196,0,0,0,50000,1,1,0,0,0,50000
1,ACEH,7,KAB. SIMEULUE,138,138,138,113,0,0,0,14975000,130,130,1220000,82,96,16195000
1,ACEH,19,KOTA BANDA ACEH,90,86,90,52,0,155,815045,16100000,183,183,4020000,144,322,20120000
1,ACEH,22,KOTA LANGSA,66,66,66,66,0,3102,174283000,21225000,419,419,5715000,268,537,26940000
1,ACEH,21,KOTA LHOKSEUMAWE,68,68,68,54,0,0,0,480000,20,20,825000,19,165,1305000
1,ACEH,20,KOTA SABANG,18,18,18,18,0,0,0,18200000,364,364,12505000,333,769,30705000
1,ACEH,23,KOTA SUBULUSSALAM,82,77,82,77,0,0,0,8330000,141,141,4160000,107,382,12490000
17,BALI,269,KAB. BADUNG,64,63,63,39,0,57941,106731500,27350000,124,124,3430000,98,191,30780000
17,BALI,272,KAB. BANGLI,72,72,72,37,0,0,0,201230000,1816,1816,51410000,1803,3806,252640000
17,BALI,274,KAB. BULELENG,148,148,147,96,0,437,7909000,84715000,1350,1351,42800000,1076,4497,127515000
17,BALI,270,KAB. GIANYAR,70,70,70,19,0,0,0,29820000,202,202,2070000,154,414,31890000
17,BALI,267,KAB. JEMBRANA,51,51,51,50,0,86500,165370000,15600000,312,312,3955000,101,731,19555000
17,BALI,273,KAB. KARANGASEM,78,78,78,50,0,0,0,137610000,583,583,24555000,392,1682,162165000
17,BALI,271,KAB. KLUNGKUNG,59,59,59,40,0,48,90000,15755000,228,228,14700000,223,1430,30455000
17,BALI,268,KAB. TABANAN,133,133,133,123,0,125542,576951040,124585000,1954,1954,71036000,1584,8867,195621000
17,BALI,275,KOTA DENPASAR,43,43,43,43,0,24233,470012022,309700000,1601,1601,107445000,1256,5722,417145000
16,BANTEN,260,KAB. LEBAK,345,344,344,306,0,29437,436488600,61880000,1664,1664,36830000,1394,3011,98710000
16,BANTEN,259,KAB. PANDEGLANG,339,336,339,216,0,7241,105566600,2146632700,2381,2381,71876320,2129,5387,2218509020
16,BANTEN,262,KAB. SERANG,326,320,326,284,0,138797,1991752100,58465000,2773,2823,32325000,1779,3967,90790000
16,BANTEN,261,KAB. TANGERANG,275,274,275,270,0,193096,2770099528,300700000,5524,5525,170670000,4332,9870,471370000
16,BANTEN,264,KOTA CILEGON,43,43,43,42,0,32661,473324900,21890000,266,267,10880000,230,506,32770000
16,BANTEN,265,KOTA SERANG,67,67,67,67,0,95080,1393435600,36315000,1119,1119,28695000,910,3010,65010000
16,BANTEN,263,KOTA TANGERANG,104,104,104,102,0,19891,307645000,30950000,382,382,39000000,302,1554,69950000
16,BANTEN,266,KOTA TANGERANG SELATAN,54,54,54,54,0,2144,35498984,23570000,398,398,14150000,329,806,37720000
7,BENGKULU,115,KAB. BENGKULU SELATAN,155,155,155,146,0,0,0,31155000,460,460,10260580,479,1210,41415580
7,BENGKULU,123,KAB. BENGKULU TENGAH,144,144,144,43,0,0,0,5400000,67,67,2525000,61,227,7925000
7,BENGKULU,117,KAB. BENGKULU UTARA,219,219,219,160,0,48900,89138000,3975000,44,44,1330000,38,38,5305000
7,BENGKULU,118,KAB. KAUR,196,194,196,113,0,0,0,5600000,112,112,3605000,105,481,9205000
7,BENGKULU,122,KAB. KEPAHIANG,117,117,116,88,0,0,0,800000,8,8,130000,2,13,930000
7,BENGKULU,121,KAB. LEBONG,104,103,104,45,0,0,0,10300000,195,195,9130000,101,573,19430000
7,BENGKULU,120,KAB. MUKOMUKO,150,150,149,105,0,119335,217570880,4750000,63,63,1410000,54,108,6160000
7,BENGKULU,116,KAB. REJANG LEBONG,156,156,156,66,0,0,0,27351400,199,199,2185705,135,248,29537105
7,BENGKULU,119,KAB. SELUMA,200,200,200,169,0,0,0,33005000,763,763,21565000,697,2904,54570000
7,BENGKULU,124,KOTA BENGKULU,67,67,67,67,0,0,0,24850000,297,297,5395000,171,481,30245000
14,DAERAH ISTIMEWA YOGYAKARTA,217,KAB. BANTUL,75,75,75,73,0,38330,86070380,207300000,2069,2069,63945000,1461,7106,271245000
14,DAERAH ISTIMEWA YOGYAKARTA,218,KAB. GUNUNG KIDUL,144,144,144,141,0,126,3620000,78575000,1404,1404,39205000,1186,4473,117780000
14,DAERAH ISTIMEWA YOGYAKARTA,216,KAB. KULON PROGO,88,88,88,66,0,251270,459576440,50650000,801,801,27565000,716,3302,78215000
14,DAERAH ISTIMEWA YOGYAKARTA,219,KAB. SLEMAN,86,86,86,78,0,274368,525984120,53090000,542,548,17961000,500,1474,71051000
14,DAERAH ISTIMEWA YOGYAKARTA,220,KOTA YOGYAKARTA,45,45,45,45,0,1035,12247500,8300000,148,148,3615000,85,492,11915000
11,DKI JAKARTA,504,KAB. ADM. KEP. SERIBU,6,6,6,6,0,0,0,0,0,0,0,0,0,0
11,DKI JAKARTA,507,KOTA ADM. JAKARTA BARAT,56,56,56,56,0,57452,709862000,29500000,298,298,29110000,260,816,58610000
11,DKI JAKARTA,505,KOTA ADM. JAKARTA PUSAT,44,44,44,44,0,14329,189557900,33450000,351,351,22300000,267,1286,55750000
11,DKI JAKARTA,508,KOTA ADM. JAKARTA SELATAN,65,65,65,65,0,52903,789611459,46150000,513,513,16275000,341,1359,62425000
11,DKI JAKARTA,509,KOTA ADM. JAKARTA TIMUR,66,65,65,65,0,222165,2917662300,91200000,974,974,71470000,552,2181,162670000
11,DKI JAKARTA,506,KOTA ADM. JAKARTA UTARA,32,31,31,31,0,5004,73278000,95950000,1296,1296,85680000,846,2805,181630000
29,GORONTALO,432,KAB. BOALEMO,82,82,82,77,0,0,0,9000000,84,84,735000,84,94,9735000
29,GORONTALO,433,KAB. BONE BOLANGO,165,165,165,165,0,0,0,31900000,408,408,5290000,216,218,37190000
29,GORONTALO,431,KAB. GORONTALO,205,205,205,187,0,7,186000,54390000,604,604,9395000,352,839,63785000
29,GORONTALO,434,KAB. GORONTALO UTARA,123,123,123,67,0,0,0,43100000,416,417,5155000,165,386,48255000
29,GORONTALO,512,KAB. POHUWATO,105,104,105,92,0,0,0,0,0,0,10000,1,1,10000
29,GORONTALO,435,KOTA GORONTALO,51,50,51,49,0,2392,66021250,38475000,394,394,15530025,239,641,54005025
5,JAMBI,90,KAB. BATANG HARI,124,124,124,78,0,0,0,44701600,659,659,11745300,525,1308,56446900
5,JAMBI,94,KAB. BUNGO,154,153,154,96,0,0,0,9040000,153,153,2230000,115,125,11270000
5,JAMBI,87,KAB. KERINCI,287,287,287,226,0,0,0,93025000,1267,1267,10755080,559,940,103780080
5,JAMBI,88,KAB. MERANGIN,215,215,215,130,0,14454,27684000,74800000,760,760,24870000,606,1907,99670000
5,JAMBI,91,KAB. MUARO JAMBI,158,156,155,91,0,37,659200,41365000,792,792,20740020,612,1970,62105020
5,JAMBI,89,KAB. SAROLANGUN,158,153,157,123,0,0,0,600000,2,2,160000,3,4,760000
5,JAMBI,92,KAB. TANJUNG JABUNG BARAT,137,134,137,128,0,0,0,20560000,283,283,5760000,206,554,26320000
5,JAMBI,93,KAB. TANJUNG JABUNG TIMUR,92,92,92,34,0,1,550000,85350000,989,989,46450000,752,3632,131800000
5,JAMBI,95,KAB. TEBO,129,124,129,72,0,801,15515000,28690000,457,457,10655000,371,1090,39345000
5,JAMBI,96,KOTA JAMBI,68,67,67,43,0,0,0,37200000,576,576,26820000,435,1957,64020000
5,JAMBI,97,KOTA SUNGAI PENUH,69,68,69,38,0,0,0,10925000,398,398,8330000,299,1021,19255000
12,JAWA BARAT,157,KAB. BANDUNG,280,280,280,260,0,87021.6,829139300,333820100,9874,9874,360230000,8276,21910,694050100
12,JAWA BARAT,170,KAB. BANDUNG BARAT,165,165,165,130,0,30607,429876500,112080000,2429,2429,88560000,1769,5386,200640000
12,JAWA BARAT,169,KAB. BEKASI,187,187,187,173,0,46184,718945400,77650000,734,734,63400000,674,2888,141050000
12,JAWA BARAT,154,KAB. BOGOR,436,431,435,330,0,179650,1913011000,324890000,4569,4570,183945000,3206,8304,508835000
12,JAWA BARAT,160,KAB. CIAMIS,265,265,265,260,0,176761,367990360,158950000,4305,4305,113088000,3514,15064,272038000
12,JAWA BARAT,156,KAB. CIANJUR,362,361,361,321,0,276332,3263759900,320840000,7100,7100,158655000,4855,12697,479495000
12,JAWA BARAT,162,KAB. CIREBON,426,424,426,374,0,9846,145916000,198775000,3492,3492,120737000,2841,9345,319512000
12,JAWA BARAT,158,KAB. GARUT,441,441,441,403,0,102946,708557800,422226875,11620,11620,223017840,7982,22813,645244715
12,JAWA BARAT,165,KAB. INDRAMAYU,317,314,317,276,0,132879,269442180,38200000,540,541,23520000,387,1661,61720000
12,JAWA BARAT,168,KAB. KARAWANG,309,309,309,304,0,3900,71737500,198645050,2459,3621,258260020,2085,8394,456905070
12,JAWA BARAT,161,KAB. KUNINGAN,377,376,377,340,0,59851,315442900,145805000,2880,2880,540005880,2544,10918,685810880
12,JAWA BARAT,163,KAB. MAJALENGKA,346,344,346,306,0,14960,254166700,116335000,2520,2520,96870000,2071,7790,213205000
12,JAWA BARAT,174,KAB. PANGANDARAN,93,93,93,47,0,34,230000,27280000,665,665,12360000,475,908,39640000
12,JAWA BARAT,167,KAB. PURWAKARTA,192,188,192,189,0,5789,89116000,126510050,2062,2062,135265000,1940,7322,261775050
12,JAWA BARAT,166,KAB. SUBANG,255,251,255,208,0,126844,383702140,113505000,2274,2274,61280504,1636,5473,174785504
12,JAWA BARAT,155,KAB. SUKABUMI,388,388,388,309,0,30956,364050500,242755000,3048,3052,77030000,2485,5475,319785000
12,JAWA BARAT,164,KAB. SUMEDANG,277,277,277,218,0,48280,114761966,115730000,2664,2664,91390000,2151,6636,207120000
12,JAWA BARAT,159,KAB. TASIKMALAYA,352,350,350,333,0,92451,529544300,248480010,6182,6183,177750000,4506,15480,426230010
12,JAWA BARAT,173,KOTA BANDUNG,151,150,151,149,0,142816.2,1687490003,60990000,1204,1224,54750000,1026,3130,115740000
12,JAWA BARAT,180,KOTA BANJAR,25,25,25,24,0,2,26000,17670000,370,370,8465000,278,1241,26135000
12,JAWA BARAT,176,KOTA BEKASI,56,55,55,52,0,2604,30820000,46800000,415,415,13650000,341,623,60450000
12,JAWA BARAT,171,KOTA BOGOR,68,68,67,65,0,6715,85904800,15350000,165,165,1880000,57,163,17230000
12,JAWA BARAT,178,KOTA CIMAHI,15,15,15,11,0,374,6358000,3450000,37,37,2750000,34,109,6200000
12,JAWA BARAT,175,KOTA CIREBON,22,22,22,22,0,142,2339200,20920000,372,372,13450000,332,886,34370000
12,JAWA BARAT,177,KOTA DEPOK,63,63,63,63,0,26153,314905000,62750000,511,511,16025000,396,1213,78775000
12,JAWA BARAT,172,KOTA SUKABUMI,33,33,33,32,0,261868,2972199000,7500000,321,321,9470000,302,933,16970000
12,JAWA BARAT,179,KOTA TASIKMALAYA,69,69,69,65,0,3859,75037500,17525000,366,366,15815170,293,990,33340170
13,JAWA TENGAH,184,KAB. BANJARNEGARA,278,278,278,271,0,297532,555129680,159335000,2034,2034,35855000,618,2777,195190000
13,JAWA TENGAH,182,KAB. BANYUMAS,331,331,331,318,0,65520,301899520,214015000,2988,2988,69061000,2237,7104,283076000
13,JAWA TENGAH,205,KAB. BATANG,248,248,248,193,0,7764,116008000,29600000,292,295,9630000,209,402,39230000
13,JAWA TENGAH,196,KAB. BLORA,295,295,295,290,0,31244,401167900,220570000,2364,2364,38350000,1856,3894,258920000
13,JAWA TENGAH,189,KAB. BOYOLALI,267,265,266,261,0,48223,103236640,38615000,643,643,15670020,417,1888,54285020
13,JAWA TENGAH,209,KAB. BREBES,297,297,297,264,0,170697,353746840,69700000,765,765,28725000,443,1432,98425000
13,JAWA TENGAH,181,KAB. CILACAP,284,284,284,264,0,1714,38568793,292720000,3666,3666,123285000,2496,11972,416005000
13,JAWA TENGAH,201,KAB. DEMAK,249,249,249,249,0,34797,470064000,124830000,1460,1460,62830000,1152,3812,187660000
13,JAWA TENGAH,195,KAB. GROBOGAN,280,280,280,275,0,64335,239514120,271495000,2936,2936,73340000,2327,6295,344835000
13,JAWA TENGAH,200,KAB. JEPARA,195,195,195,195,0,11857,174983200,116950000,1555,1555,60340000,1343,5294,177290000
13,JAWA TENGAH,193,KAB. KARANGANYAR,177,177,177,163,0,38959,524060094,118120000,1983,1983,42463000,1389,4404,160583000
13,JAWA TENGAH,185,KAB. KEBUMEN,460,460,460,455,0,125530,904656550,385145000,4337,4337,122189000,3424,11953,507334000
13,JAWA TENGAH,204,KAB. KENDAL,286,286,286,277,0,43293,606209500,180632000,2163,2173,68875000,1912,6250,249507000
13,JAWA TENGAH,190,KAB. KLATEN,401,401,401,378,0,337878,912758710,350552500,3725,3735,97975000,2928,9024,448527500
13,JAWA TENGAH,199,KAB. KUDUS,132,132,132,132,0,21062,306688700,262807200,2915,2920,77959730,2353,7770,340766930
13,JAWA TENGAH,188,KAB. MAGELANG,372,372,372,366,0,106006,514118260,139740000,1998,1998,47185000,1653,4973,186925000
13,JAWA TENGAH,198,KAB. PATI,406,406,406,401,0,340413,3609700760,77140000,724,735,18690000,561,1605,95830000
13,JAWA TENGAH,206,KAB. PEKALONGAN,286,286,286,275,0,10175,145487000,9100000,32,32,335000,17,28,9435000
13,JAWA TENGAH,207,KAB. PEMALANG,223,223,223,218,0,12242.2,179291500,26550000,403,403,2455000,104,258,29005000
13,JAWA TENGAH,183,KAB. PURBALINGGA,239,239,239,238,0,438341,834115280,204675000,2501,2501,35356000,1996,3852,240031000
13,JAWA TENGAH,186,KAB. PURWOREJO,454,454,454,431,0,61221,221260000,275275000,4573,4573,122015000,3989,16190,397290000
13,JAWA TENGAH,197,KAB. REMBANG,294,294,294,280,0,10314,143068500,27210000,514,514,10905000,498,1113,38115000
13,JAWA TENGAH,202,KAB. SEMARANG,235,235,235,232,0,258549,1013112400,155560000,1923,1923,58085000,1548,6315,213645000
13,JAWA TENGAH,194,KAB. SRAGEN,208,208,208,157,0,361990,1092223800,36450000,433,433,8330000,300,1010,44780000
13,JAWA TENGAH,191,KAB. SUKOHARJO,167,167,167,162,0,87050,1041313100,110807900,1533,1533,57085010,1360,6101,167892910
13,JAWA TENGAH,208,KAB. TEGAL,287,287,287,268,0,75308,1065164200,92145050,1157,1161,54765000,1048,3355,146910050
13,JAWA TENGAH,203,KAB. TEMANGGUNG,289,289,289,288,0,32544,75135800,19625000,298,298,8875000,282,918,28500000
13,JAWA TENGAH,192,KAB. WONOGIRI,294,294,294,266,0,30631,715384000,65675000,1316,1316,23591000,958,3536,89266000
13,JAWA TENGAH,187,KAB. WONOSOBO,265,265,265,265,0,234747,433668080,58635000,838,838,10345000,547,1388,68980000
13,JAWA TENGAH,210,KOTA MAGELANG,17,17,17,17,0,4,70000,16850000,214,214,7380000,182,708,24230000
13,JAWA TENGAH,214,KOTA PEKALONGAN,27,27,27,26,0,22963,335414000,6535000,233,233,2030000,163,163,8565000
13,JAWA TENGAH,212,KOTA SALATIGA,23,23,23,23,0,1656,25488363,3825000,110,110,790000,33,79,4615000
13,JAWA TENGAH,213,KOTA SEMARANG,177,177,177,177,0,310587,3782197801,196770000,2791,2799,107518000,2040,8574,304288000
13,JAWA TENGAH,211,KOTA SURAKARTA,54,54,54,51,0,53723,614950200,19300000,244,244,4975000,215,661,24275000
13,JAWA TENGAH,215,KOTA TEGAL,27,27,27,27,0,24395,278397000,0,0,0,0,0,0,0
15,JAWA TIMUR,246,KAB. BANGKALAN,281,281,281,281,0,8333,123493000,2200000,6,6,240000,5,5,2440000
15,JAWA TIMUR,230,KAB. BANYUWANGI,217,217,217,155,0,233061.68,4001736339,58550000,731,731,38140000,567,1037,96690000
15,JAWA TIMUR,225,KAB. BLITAR,248,248,248,247,0,69579,825818000,127050000,1395,1395,51117000,1159,4707,178167000
15,JAWA TIMUR,242,KAB. BOJONEGORO,430,430,430,416,0,172275,1502435911,123995250,2103,2103,47190000,1665,5741,171185250
15,JAWA TIMUR,231,KAB. BONDOWOSO,219,219,219,186,0,166424,2020924650,8950000,177,177,2135000,114,226,11085000
15,JAWA TIMUR,245,KAB. GRESIK,356,356,356,349,0,410979,3420125731,96245000,1114,1114,56587000,1028,3282,152832000
15,JAWA TIMUR,229,KAB. JEMBER,248,247,248,206,0,97844,1212997000,28265000,300,300,6790000,199,442,35055000
15,JAWA TIMUR,237,KAB. JOMBANG,305,305,305,292,0,253254,1542503000,163850000,2344,2344,64296730,1954,5974,228146730
15,JAWA TIMUR,226,KAB. KEDIRI,344,344,344,323,0,372172,1173879920,99770000,1293,1293,51455000,1096,4698,151225000
15,JAWA TIMUR,244,KAB. LAMONGAN,474,474,474,458,0,224780,1905865377,141555100,1518,1518,20280010,764,2235,161835110
15,JAWA TIMUR,228,KAB. LUMAJANG,205,205,205,187,0,173443,481399220,23775300,367,367,18210660,208,1209,41985960
15,JAWA TIMUR,239,KAB. MADIUN,206,206,206,206,0,44843,576665150,229740000,2865,2865,73093000,2440,8429,302833000
15,JAWA TIMUR,240,KAB. MAGETAN,235,235,235,232,0,124057,1479574000,379740050,8329,8329,196610000,7646,24859,576350050
15,JAWA TIMUR,227,KAB. MALANG,390,390,390,346,0,193104,710222450,209140000,2072,2072,88705000,1592,5448,297845000
15,JAWA TIMUR,236,KAB. MOJOKERTO,304,302,304,284,0,293067,561806880,79210000,1426,1426,31076000,1262,3248,110286000
15,JAWA TIMUR,238,KAB. NGANJUK,284,284,284,280,0,1618258,15194190260,100600000,1265,1265,26985000,1158,2152,127585000
15,JAWA TIMUR,241,KAB. NGAWI,217,217,217,214,0,94608,1213023900,78450000,1063,1064,24705000,871,2895,103155000
15,JAWA TIMUR,221,KAB. PACITAN,172,172,172,172,0,29390,410649500,83650000,1702,1702,31775000,1541,5531,115425000
15,JAWA TIMUR,248,KAB. PAMEKASAN,189,189,189,176,0,32209,409539100,181645000,1530,1530,73890000,1383,2908,255535000
15,JAWA TIMUR,234,KAB. PASURUAN,365,365,365,341,0,61887,744310000,45155000,1031,1031,37640000,904,4740,82795000
15,JAWA TIMUR,222,KAB. PONOROGO,308,308,308,308,0,8480,94960000,61390000,5003,5003,47195000,3527,9031,108585000
15,JAWA TIMUR,233,KAB. PROBOLINGGO,330,330,330,288,0,149490,960003400,62350000,983,983,32920000,750,1948,95270000
15,JAWA TIMUR,247,KAB. SAMPANG,186,184,186,174,0,10732,159915000,9610000,48,48,495000,47,48,10105000
15,JAWA TIMUR,235,KAB. SIDOARJO,346,346,346,332,0,177621,3363314985,148125000,1992,2016,101680000,1685,7850,249805000
15,JAWA TIMUR,232,KAB. SITUBONDO,136,136,136,125,0,23552,261155000,6550000,131,131,2150000,127,215,8700000
15,JAWA TIMUR,249,KAB. SUMENEP,334,332,334,228,0,11166,155372750,11150000,139,139,9935000,126,646,21085000
15,JAWA TIMUR,223,KAB. TRENGGALEK,157,157,157,157,0,49158,613287800,118985000,1613,1613,40305000,1270,5815,159290000
15,JAWA TIMUR,243,KAB. TUBAN,328,326,328,290,0,1571129,10973201496,284350000,1121,1121,32695000,525,3006,317045000
15,JAWA TIMUR,224,KAB. TULUNGAGUNG,271,271,271,243,0,690791,1544150100,61190000,1125,1125,37490000,832,3722,98680000
15,JAWA TIMUR,258,KOTA BATU,24,24,24,23,0,2000,22000000,10050000,86,86,3550000,73,163,13600000
15,JAWA TIMUR,251,KOTA BLITAR,21,21,21,21,0,140,2030000,0,0,0,0,0,0,0
15,JAWA TIMUR,250,KOTA KEDIRI,46,46,46,46,0,108133,1239366000,24120000,400,400,13530000,367,1276,37650000
15,JAWA TIMUR,256,KOTA MADIUN,27,27,27,27,0,107583,1329988950,17200000,171,172,4700000,269,470,21900000
15,JAWA TIMUR,252,KOTA MALANG,57,57,57,35,0,23186,295474700,24650000,247,247,11865000,214,1044,36515000
15,JAWA TIMUR,255,KOTA MOJOKERTO,18,18,18,18,0,88570,1114413500,4360000,89,89,1215000,67,123,5575000
15,JAWA TIMUR,254,KOTA PASURUAN,34,34,34,34,0,1081,18933000,2650000,49,49,1550000,41,155,4200000
15,JAWA TIMUR,253,KOTA PROBOLINGGO,29,29,29,29,0,472912,5324153500,39345000,741,741,20610000,600,2181,59955000
15,JAWA TIMUR,257,KOTA SURABAYA,153,153,153,153,0,290479,3352015816,60100000,664,664,38917000,505,2061,99017000
20,KALIMANTAN BARAT,313,KAB. BENGKAYANG,125,124,125,77,0,16000,180800000,10000000,127,127,1825000,57,324,11825000
20,KALIMANTAN BARAT,312,KAB. KAPUAS HULU,286,280,285,75,0,1,31,21155000,82,82,3880000,77,218,25035000
20,KALIMANTAN BARAT,317,KAB. KAYONG UTARA,44,44,44,17,0,22835,41616200,150000,3,3,0,0,0,150000
20,KALIMANTAN BARAT,310,KAB. KETAPANG,260,260,260,152,0,18179,259127914,78000000,1461,1461,16190000,1433,1915,94190000
20,KALIMANTAN BARAT,318,KAB. KUBU RAYA,124,123,123,113,0,149279,1903077700,58400000,585,585,23310000,368,1189,81710000
20,KALIMANTAN BARAT,314,KAB. LANDAK,156,156,156,144,0,0,0,0,0,0,150000,5,15,150000
20,KALIMANTAN BARAT,316,KAB. MELAWI,170,170,170,74,0,0,0,0,0,0,0,0,0,0
20,KALIMANTAN BARAT,308,KAB. MEMPAWAH,67,67,67,67,0,112180,822610000,7630000,61,61,650020,23,30,8280020
20,KALIMANTAN BARAT,307,KAB. SAMBAS,196,195,195,157,0,10000,18400000,30900000,525,525,13005000,344,1397,43905000
20,KALIMANTAN BARAT,309,KAB. SANGGAU,169,169,169,128,0,0,0,26940000,493,493,22570000,413,1618,49510000
20,KALIMANTAN BARAT,315,KAB. SEKADAU,94,94,94,90,0,0,0,23810000,393,393,13290000,322,1266,37100000
20,KALIMANTAN BARAT,311,KAB. SINTANG,410,406,408,259,0,7171,88504500,26900000,146,146,9130000,128,599,36030000
20,KALIMANTAN BARAT,319,KOTA PONTIANAK,29,29,29,27,0,116552,1394230750,4520000,47,47,2870000,47,195,7390000
20,KALIMANTAN BARAT,320,KOTA SINGKAWANG,26,26,26,26,0,55922,646570000,8100050,137,137,2800000,133,279,10900050
22,KALIMANTAN SELATAN,345,KAB. BALANGAN,156,156,156,109,0,1,20000,19110000,457,457,8985000,363,739,28095000
22,KALIMANTAN SELATAN,337,KAB. BANJAR,290,290,290,237,0,30022,94697100,2294530000,3208,3219,59335000,2193,5976,2353865000
22,KALIMANTAN SELATAN,338,KAB. BARITO KUALA,201,200,201,128,0,375700,684640000,30815000,792,792,34645000,650,4396,65460000
