province_id,province,district_id,district,cooperatives,accounts_count,npwp_count,nib_count,rat_count,transaction_volume,transaction_value,simpanan_pokok_amount,simpanan_pokok_members,simpanan_pokok_tx,simpanan_wajib_amount,simpanan_wajib_members,simpanan_wajib_tx,savings_total_amount
26,SULAWESI TENGAH,384,KAB. MOROWALI,133,133,133,115,0,0,0,27000000,145,145,6630000,113,395,33630000
26,SULAWESI TENGAH,389,KAB. MOROWALI UTARA,125,125,125,30,0,0,0,21425000,219,220,9040000,186,421,30465000
26,SULAWESI TENGAH,385,KAB. PARIGI MOUTONG,284,282,283,86,0,0,0,16585000,79,79,1425000,59,59,18010000
26,SULAWESI TENGAH,380,KAB. POSO,170,170,170,105,0,0,0,0,0,0,0,0,0,0
26,SULAWESI TENGAH,387,KAB. SIGI,164,164,164,42,0,26,710000,4250000,81,81,570000,37,57,4820000
26,SULAWESI TENGAH,386,KAB. TOJO UNA UNA,122,122,122,56,0,0,0,1800000,35,35,780000,35,78,2580000
26,SULAWESI TENGAH,382,KAB. TOLI-TOLI,109,109,109,103,0,0,0,10500000,192,192,2730000,168,185,13230000
26,SULAWESI TENGAH,390,KOTA PALU,46,46,46,35,0,0,0,100000,2,2,0,0,0,100000
28,SULAWESI TENGGARA,419,KAB. BOMBANA,144,144,144,130,0,0,0,15650000,115,115,9120000,117,397,24770000
28,SULAWESI TENGGARA,417,KAB. BUTON,94,94,94,70,0,0,0,44200000,433,433,24640000,418,2208,68840000
28,SULAWESI TENGGARA,428,KAB. BUTON SELATAN,70,67,69,27,0,0,0,2950000,59,59,2935000,41,136,5885000
28,SULAWESI TENGGARA,427,KAB. BUTON TENGAH,77,77,77,62,0,0,0,26500000,265,265,13210010,324,1322,39710010
28,SULAWESI TENGGARA,423,KAB. BUTON UTARA,90,90,90,90,0,0,0,4655000,48,48,150000,17,20,4805000
28,SULAWESI TENGGARA,414,KAB. KOLAKA,135,135,135,70,0,0,0,7300000,48,48,2075000,37,82,9375000
28,SULAWESI TENGGARA,424,KAB. KOLAKA TIMUR,133,133,132,75,0,0,0,32200000,86,86,1380000,63,89,33580000
28,SULAWESI TENGGARA,421,KAB. KOLAKA UTARA,133,133,133,121,0,0,0,15480000,259,259,3330000,182,260,18810000
28,SULAWESI TENGGARA,415,KAB. KONAWE,348,348,348,257,0,0,0,40950000,396,396,12630000,253,684,53580000
28,SULAWESI TENGGARA,425,KAB. KONAWE KEPULAUAN,89,87,89,40,0,0,0,405550,15,15,220070,10,28,625620
28,SULAWESI TENGGARA,418,KAB. KONAWE SELATAN,344,344,343,174,0,0,0,91050000,1066,1066,16770000,630,1602,107820000
28,SULAWESI TENGGARA,422,KAB. KONAWE UTARA,170,170,170,103,0,0,0,70603400,175,175,3525000,26,26,74128400
28,SULAWESI TENGGARA,416,KAB. MUNA,150,150,150,113,0,2,50000,153100000,496,496,54690000,331,1093,207790000
28,SULAWESI TENGGARA,426,KAB. MUNA BARAT,88,87,88,53,0,0,0,44300100,153,153,3930000,90,131,48230100
28,SULAWESI TENGGARA,420,KAB. WAKATOBI,100,100,100,66,0,0,0,350000,4,4,120000,4,6,470000
28,SULAWESI TENGGARA,430,KOTA BAU BAU,43,43,43,42,0,0,0,37150000,241,241,14505000,225,737,51655000
28,SULAWESI TENGGARA,429,KOTA KENDARI,65,65,65,63,0,1053,25170100,36320000,368,368,2570000,235,316,38890000
25,SULAWESI UTARA,363,KAB. BOLAANG MONGONDOW,206,199,206,109,0,0,0,15850000,190,190,3205000,156,172,19055000
25,SULAWESI UTARA,373,KAB. BOLAANG MONGONDOW SELATAN,82,81,82,56,0,0,0,38075000,329,329,3045000,184,184,41120000
25,SULAWESI UTARA,372,KAB. BOLAANG MONGONDOW TIMUR,80,77,80,29,0,0,0,2450000,49,49,5000,1,1,2455000
25,SULAWESI UTARA,370,KAB. BOLAANG MONGONDOW UTARA,107,107,107,47,0,0,0,18200000,178,178,1115000,69,131,19315000
25,SULAWESI UTARA,371,KAB. KEP. SIAU TAGULANDANG BIARO,93,93,93,51,0,0,0,42050000,409,409,12260000,400,2003,54310000
25,SULAWESI UTARA,365,KAB. KEPULAUAN SANGIHE,161,146,161,49,0,0,0,12000000,120,120,11640000,105,773,23640000
25,SULAWESI UTARA,366,KAB. KEPULAUAN TALAUD,153,150,153,115,0,1000,12000000,18850000,287,287,11400000,243,651,30250000
25,SULAWESI UTARA,364,KAB. MINAHASA,271,270,270,195,0,18774,34127200,89600000,959,959,19350000,678,1706,108950000
25,SULAWESI UTARA,367,KAB. MINAHASA SELATAN,177,174,177,137,0,2277,36634900,48200900,459,459,6295440,383,457,54496340
25,SULAWESI UTARA,369,KAB. MINAHASA TENGGARA,144,144,144,78,0,0,0,17750000,176,176,1930000,115,126,19680000
25,SULAWESI UTARA,368,KAB. MINAHASA UTARA,131,131,131,119,0,2,31400,40925050,605,606,10570400,605,1084,51495450
25,SULAWESI UTARA,375,KOTA BITUNG,69,69,69,57,0,0,0,3700000,37,37,0,0,0,3700000
25,SULAWESI UTARA,377,KOTA KOTAMOBAGU,33,31,33,18,0,7,406000,7700000,36,36,2600000,35,60,10300000
25,SULAWESI UTARA,374,KOTA MANADO,88,87,88,52,0,0,0,22450000,227,227,670000,47,66,23120000
25,SULAWESI UTARA,376,KOTA TOMOHON,44,43,44,33,0,2390,149667500,23100000,220,220,21530000,148,799,44630000
3,SUMATERA BARAT,62,KAB. AGAM,95,93,95,78,0,17595,255197500,80260000,860,860,29660000,657,2643,109920000
3,SUMATERA BARAT,65,KAB. DHARMASRAYA,52,52,52,39,0,188516,482802800,7550000,232,232,820000,82,82,8370000
3,SUMATERA BARAT,57,KAB. KEPULAUAN MENTAWAI,43,43,43,37,0,16150,28382560,0,0,0,0,0,0,0
3,SUMATERA BARAT,63,KAB. LIMA PULUH KOTA,79,79,79,77,0,0,0,88800000,774,774,22560000,590,1739,111360000
3,SUMATERA BARAT,61,KAB. PADANG PARIAMAN,103,103,103,97,0,152554,278133200,40680000,511,511,14765000,311,1028,55445000
3,SUMATERA BARAT,64,KAB. PASAMAN,62,62,62,47,0,20776,301846000,34412100,611,611,21400000,461,1501,55812100
3,SUMATERA BARAT,67,KAB. PASAMAN BARAT,90,90,90,76,0,2625,38892500,24450000,353,353,5070000,239,507,29520000
3,SUMATERA BARAT,56,KAB. PESISIR SELATAN,182,182,182,159,0,1439,11801200,61400000,784,784,27058000,683,2260,88458000
3,SUMATERA BARAT,59,KAB. SIJUNJUNG,62,62,62,61,0,34350,492980000,3750000,65,65,2660000,55,133,6410000
3,SUMATERA BARAT,58,KAB. SOLOK,74,74,74,62,0,91640,234490500,9250000,136,136,6150000,121,336,15400000
3,SUMATERA BARAT,66,KAB. SOLOK SELATAN,41,40,41,35,0,0,0,12175000,199,199,3550000,125,314,15725000
3,SUMATERA BARAT,60,KAB. TANAH DATAR,75,75,75,73,0,55214,791694000,44460000,588,588,22240000,386,1947,66700000
3,SUMATERA BARAT,72,KOTA BUKITTINGGI,24,24,24,24,0,468,7215600,3000000,48,48,2380000,47,223,5380000
3,SUMATERA BARAT,68,KOTA PADANG,104,104,104,104,0,27545,548564500,34440000,399,399,15900000,332,1526,50340000
3,SUMATERA BARAT,71,KOTA PADANG PANJANG,16,16,16,15,0,0,0,11100000,90,90,4100000,68,194,15200000
3,SUMATERA BARAT,74,KOTA PARIAMAN,71,71,71,71,0,0,0,25200000,254,254,12865000,216,696,38065000
3,SUMATERA BARAT,73,KOTA PAYAKUMBUH,47,47,47,45,0,0,0,18500000,218,218,9630000,158,923,28130000
3,SUMATERA BARAT,70,KOTA SAWAHLUNTO,37,37,37,37,0,0,0,0,0,0,0,0,0,0
3,SUMATERA BARAT,69,KOTA SOLOK,13,13,13,12,0,2500,36997500,0,0,0,0,0,0,0
6,SUMATERA SELATAN,104,KAB. BANYUASIN,315,312,315,239,0,39274,499921000,88725000,1329,1329,39205000,965,2676,127930000
6,SUMATERA SELATAN,108,KAB. EMPAT LAWANG,156,156,156,142,0,0,0,2341650,65,65,595000,28,28,2936650
6,SUMATERA SELATAN,101,KAB. LAHAT,377,377,377,334,0,114898,1360165100,123706800,3642,3642,47547720,3258,4706,171254520
6,SUMATERA SELATAN,100,KAB. MUARA ENIM,256,256,255,176,0,0,0,41930050,814,814,14760400,550,943,56690450
6,SUMATERA SELATAN,103,KAB. MUSI BANYUASIN,242,242,242,235,0,0,0,97430000,535,535,29620000,424,2373,127050000
6,SUMATERA SELATAN,102,KAB. MUSI RAWAS,199,199,199,166,0,43500,79210000,36970000,422,422,5420000,405,440,42390000
6,SUMATERA SELATAN,110,KAB. MUSI RAWAS UTARA,89,89,89,77,0,3500,38500000,34420000,126,126,1375000,91,138,35795000
6,SUMATERA SELATAN,107,KAB. OGAN ILIR,243,241,241,209,0,226476,516456000,30830000,620,620,8585000,218,599,39415000
6,SUMATERA SELATAN,99,KAB. OGAN KOMERING ILIR,327,327,327,266,0,0,0,46070009,518,518,22760000,409,1618,68830009
6,SUMATERA SELATAN,98,KAB. OGAN KOMERING ULU,157,155,157,96,0,0,0,23800050,439,439,8410000,421,699,32210050
6,SUMATERA SELATAN,106,KAB. OKU SELATAN,259,259,259,205,0,215700,392596000,23150000,350,350,4685000,272,571,27835000
6,SUMATERA SELATAN,105,KAB. OKU TIMUR,312,312,312,192,0,371951,677795000,65345000,1044,1045,21075000,728,1673,86420000
6,SUMATERA SELATAN,109,KAB. PENUKAL ABAB LEMATANG ILIR,72,72,72,70,0,0,0,2200000,43,43,0,0,0,2200000
6,SUMATERA SELATAN,113,KOTA LUBUK LINGGAU,72,72,72,66,0,109557,1261428000,26200000,374,374,16490000,380,1278,42690000
6,SUMATERA SELATAN,112,KOTA PAGAR ALAM,36,35,36,30,0,0,0,24400000,244,244,4060000,160,205,28460000
6,SUMATERA SELATAN,111,KOTA PALEMBANG,108,107,108,107,0,530444,6044820800,111570000,1691,1691,131215000,1409,6123,242785000
6,SUMATERA SELATAN,114,KOTA PRABUMULIH,45,45,45,45,0,500,10500000,40740000,867,867,21305000,537,1490,62045000
2,SUMATERA UTARA,30,KAB. ASAHAN,204,201,204,177,0,38991,183122320,20570000,349,349,12100000,359,1108,32670000
2,SUMATERA UTARA,42,KAB. BATU BARA,151,149,151,103,0,0,0,150000,3,3,60000,3,3,210000
2,SUMATERA UTARA,32,KAB. DAIRI,169,169,166,151,0,2,10000,4551900,118,118,1620370,90,196,6172270
2,SUMATERA UTARA,36,KAB. DELI SERDANG,394,394,391,257,0,123266,601977720,98560000,905,905,24900000,468,1314,123460000
2,SUMATERA UTARA,39,KAB. HUMBANG HASUNDUTAN,154,154,154,138,0,0,0,420000,9,9,70000,4,4,490000
2,SUMATERA UTARA,35,KAB. KARO,269,266,266,60,0,7245,82628000,17280000,289,289,29350000,290,1508,46630000
2,SUMATERA UTARA,31,KAB. LABUHANBATU,98,96,98,86,0,151115,1814720000,1405000,16,16,290000,14,33,1695000
2,SUMATERA UTARA,45,KAB. LABUHANBATU SELATAN,54,52,54,48,0,0,0,100000,2,2,0,0,0,100000
2,SUMATERA UTARA,46,KAB. LABUHANBATU UTARA,90,90,90,61,0,4865,57745000,9605000,46,46,4180000,40,101,13785000
2,SUMATERA UTARA,34,KAB. LANGKAT,277,277,277,276,0,0,0,65595000,696,696,7230000,194,411,72825000
2,SUMATERA UTARA,26,KAB. MANDAILING NATAL,404,394,404,312,0,42504,257735960,59670000,816,816,1430000,193,256,61100000
2,SUMATERA UTARA,25,KAB. NIAS,170,170,170,170,0,0,0,5735000,203,203,2390000,202,315,8125000
2,SUMATERA UTARA,48,KAB. NIAS BARAT,106,105,101,36,0,0,0,6900000,81,81,1595000,67,136,8495000
2,SUMATERA UTARA,37,KAB. NIAS SELATAN,462,385,439,321,0,0,0,10480000,41,41,960000,36,43,11440000
2,SUMATERA UTARA,47,KAB. NIAS UTARA,113,110,110,78,0,0,0,13550000,174,174,2195000,73,132,15745000
2,SUMATERA UTARA,44,KAB. PADANG LAWAS,304,303,304,275,0,0,0,5900000,162,162,4020000,100,411,9920000
2,SUMATERA UTARA,43,KAB. PADANG LAWAS UTARA,387,385,387,368,0,0,0,17980000,219,219,4150000,198,415,22130000
2,SUMATERA UTARA,38,KAB. PAKPAK BHARAT,52,52,52,43,0,0,0,22621200,179,181,10850000,114,395,33471200
2,SUMATERA UTARA,40,KAB. SAMOSIR,134,134,134,48,0,0,0,2170000,33,33,430000,23,28,2600000
2,SUMATERA UTARA,41,KAB. SERDANG BEDAGAI,236,236,235,187,0,1789,11419600,35201625,405,405,19155000,271,827,54356625
2,SUMATERA UTARA,29,KAB. SIMALUNGUN,413,413,413,394,0,48238,283950800,19260000,348,348,8740000,255,552,28000000
2,SUMATERA UTARA,24,KAB. TAPANULI SELATAN,248,242,248,229,0,40326,520192500,21103250,409,409,3435000,193,213,24538250
2,SUMATERA UTARA,27,KAB. TAPANULI TENGAH,215,211,211,139,0,2010,29148000,250000,5,5,0,0,0,250000
2,SUMATERA UTARA,28,KAB. TAPANULI UTARA,251,236,251,235,0,50,565000,5400000,108,108,7460000,102,516,12860000
2,SUMATERA UTARA,33,KAB. TOBA,243,242,243,212,0,0,0,61380000,1198,1198,21650030,925,2451,83030030
2,SUMATERA UTARA,53,KOTA BINJAI,37,37,37,37,0,0,0,3450000,69,69,2570000,61,142,6020000
2,SUMATERA UTARA,55,KOTA GUNUNGSITOLI,101,101,98,51,0,10600,121700000,600000,9,9,40000,4,4,640000
2,SUMATERA UTARA,49,KOTA MEDAN,151,151,151,151,0,27340,343290000,2585000,99,99,2025000,94,312,4610000
2,SUMATERA UTARA,503,KOTA PADANG SIDEMPUAN,79,79,79,58,0,368230,4480546000,140000,14,14,700000,14,14,840000
2,SUMATERA UTARA,50,KOTA PEMATANGSIANTAR,53,53,53,50,0,32760,417480000,4600000,46,46,140000,6,7,4740000
2,SUMATERA UTARA,51,KOTA SIBOLGA,17,17,17,11,0,0,0,150000,3,3,10000,2,2,160000
2,SUMATERA UTARA,52,KOTA TANJUNG BALAI,31,31,31,23,0,41020,527565000,50000,2,2,100000,2,2,150000
2,SUMATERA UTARA,54,KOTA TEBING TINGGI,35,35,35,33,0,0,0,1550000,31,31,140000,7,7,1690000
