cooperative_id,name,province,district,subdistrict,latitude,longitude
84,KOPERASI DESA MERAH PUTIH SUMBERKOLAK,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-6.20000000,106.80000000
5579,KOPERASI DESA MERAH PUTIH ALASMALANG KECAMATAN PANARUKAN,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.68790078,113.99061950
6284,KOPERASI DESA MERAH PUTIH DUWET KECAMATAN PANARUKAN,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.64925000,113.98451500
6712,KOPERASI DESA MERAH PUTIH KILENSARI,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.70340700,113.94512500
12829,KOPERASI DESA MERAH PUTIH WRINGINANOM PANARUKAN,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.69800869,113.96625500
13089,KOPERASI DESA MERAH PUTIH PELEYAN,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.68114321,113.96557600
48177,KOPERASI DESA MERAH PUTIH GELUNG,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.64501373,113.99969530
57894,KOPERASI DESA MERAH PUTIH PAOWAN,JAWA TIMUR,KAB. SITUBONDO,Panarukan,-7.71957720,113.96108980
94,KOPERASI DESA MERAH PUTIH CURAH COTTOK KECAMATAN KAPONGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.72182001,114.06360970
10016,KOPERASI DESA MERAH PUTIH KAPONGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.69394236,114.07124050
16895,KOPERASI DESA MERAH PUTIH GEBANGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.67860014,114.06024580
19092,KOPERASI DESA MERAH PUTIH POKAAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.66429550,114.06042740
19873,KOPERASI DESA MERAH PUTIH PELEYAN KECAMATAN KAPONGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.71412201,114.07453190
25115,KOPERASI DESA MERAH PUTIH KESAMBIRAMPAK,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.68924037,114.05745150
28722,KOPERASI DESA MERAH PUTIH KANDANG KECAMATAN KAPONGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.74239137,114.07794950
31638,KOPERASI DESA MERAH PUTIH SELETRENG,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.71579442,114.10176370
40173,KOPERASI DESA MERAH PUTIH LANDANGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.68164193,114.07906560
40405,KOPERASI DESA MERAH PUTIH WONOKOYO KECAMATAN KAPONGAN,JAWA TIMUR,KAB. SITUBONDO,Kapongan,-7.71358950,114.08022810
523,KOPERASI DESA MERAH PUTIH KALIMAS KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.73847101,113.70063740
1588,KOPERASI DESA MERAH PUTIH DEMUNG,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.72569362,113.70682740
1746,KOPERASI DESA MERAH PUTIH WIDOROPAYUNG,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.77771503,113.71023840
3730,KOPERASI DESA MERAH PUTIH PESISIR KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.72743045,113.68701460
3771,KOPERASI DESA MERAH PUTIH BLIMBING KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.76196048,113.69722410
3886,KOPERASI DESA MERAH PUTIH JETIS KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.75764238,113.70904380
4139,KOPERASI DESA MERAH PUTIH BESUKI KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.73296948,113.69325020
14941,KOPERASI DESA MERAH PUTIH BLORO,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.75701412,113.68342500
16959,KOPERASI DESA MERAH PUTIH SUMBEREJO KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.78256134,113.72199130
22369,KOPERASI DESA MERAH PUTIH LANGKAP KECAMATAN BESUKI,JAWA TIMUR,KAB. SITUBONDO,Besuki,-7.74572800,113.69101200
920,KOPERASI KELURAHAN MERAH PUTIH MIMBAAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.70790508,114.02597050
4103,KOPERASI KELURAHAN MERAH PUTIH ARDIREJO PANJI SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.72299200,114.01783100
6601,KOPERASI DESA MERAH PUTIH TENGGIR,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.67376600,114.02673700
9284,KOPERASI DESA MERAH PUTIH PANJI KIDUL,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.71932746,114.04285320
9292,KOPERASI DESA MERAH PUTIH KAYUPUTIH KECAMATAN PANJI,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.66058200,114.02413300
20755,KOPERASI DESA MERAH PUTIH JUGLANGAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.71527744,114.05765680
22030,KOPERASI DESA MERAH PUTIH CURAH JERU,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.69339400,114.03289100
34109,KOPERASI DESA MERAH PUTIH SLIWUNG,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.74903848,114.02008030
37687,KOPERASI DESA MERAH PUTIH KLAMPOKAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.74333960,114.05085790
41212,KOPERASI DESA MERAH PUTIH BATTAL,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.74626871,114.03695720
47991,KOPERASI DESA MERAH PUTIH TOKELAN,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.68579877,114.04002700
63520,KOPERASI DESA MERAH PUTIH PANJI LOR KECAMATAN PANJI,JAWA TIMUR,KAB. SITUBONDO,Panji,-7.69948697,114.04806160
1503,KOPERASI DESA MERAH PUTIH TEPOS,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.77882965,113.60978130
16983,KOPERASI DESA MERAH PUTIH BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.73128974,113.61076150
18980,KOPERASI DESA MERAH PUTIH TELEMPONG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.75182744,113.62468000
19044,KOPERASI DESA MERAH PUTIH SELOBANTENG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.75118950,113.59278040
19836,KOPERASI DESA MERAH PUTIH KALIANGET KECAMATAN BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.73570300,113.67969590
25057,KOPERASI DESA MERAH PUTIH KALISARI KECAMATAN BANYUGLUGUR,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.77185987,113.62939790
63530,KOPERASI DESA MERAH PUTIH LUBAWANG,JAWA TIMUR,KAB. SITUBONDO,Banyuglugur,-7.76534308,113.67034420
2501,KOPERASI DESA MERAH PUTIH KALIREJO SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.86385667,113.71210630
3497,KOPERASI DESA MERAH PUTIH PLALANGAN KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.81337840,113.70484320
4442,KOPERASI DESA MERAH PUTIH TAMANSARI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.83693043,113.72399350
5188,KOPERASI DESA MERAH PUTIH TAMANKURSI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.93890510,113.63465760
6627,KOPERASI DESA MERAH PUTIH TLOGOSARI SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.84839483,113.70555760
13802,KOPERASI DESA MERAH PUTIH BADERAN,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.91694349,113.63930240
14688,KOPERASI DESA MERAH PUTIH ALASTENGAH,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.88456468,113.65760760
19100,KOPERASI DESA MERAH PUTIH TAMAN KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.83898441,113.69399330
22524,KOPERASI DESA MERAH PUTIH SUMBERARGO KECAMATAN SUMBERMALANG,JAWA TIMUR,KAB. SITUBONDO,Sumbermalang,-7.87675766,113.71246050
3366,KOPERASI DESA MERAH PUTIH SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.75577740,113.72798010
3966,KOPERASI DESA MERAH PUTIH KETAH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.73252098,113.71804310
4071,KOPERASI DESA MERAH PUTIH BUDUAN,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.73647140,113.72659030
4774,KOPERASI DESA MERAH PUTIH GUNUNG PUTRI KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.77898483,113.74496440
4835,KOPERASI DESA MERAH PUTIH GUNUNG MALANG KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.77693340,113.73165870
14566,KOPERASI DESA MERAH PUTIH MOJODUNGKOL,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.80265751,113.73213210
14748,KOPERASI DESA MERAH PUTIH DAWUAN,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.75900181,113.72206720
22497,KOPERASI DESA MERAH PUTIH CEMARA KECAMATAN SUBOH,JAWA TIMUR,KAB. SITUBONDO,Suboh,-7.80921870,113.72356460
5202,KOPERASI DESA MERAH PUTIH BLETOK,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.73798925,113.79328160
9931,KOPERASI DESA MERAH PUTIH PASIR PUTIH KECAMATAN BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.70792918,113.83714540
11824,KOPERASI DESA MERAH PUTIH SUMBER TENGAH,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.75779400,113.82751600
12107,KOPERASI DESA MERAH PUTIH SELOWOGO,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.76362656,113.80754160
13115,KOPERASI DESA MERAH PUTIH MLANDINGAN WETAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.74695115,113.78633170
64251,KOPERASI DESA MERAH PUTIH BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.73800710,113.79730180
66623,KOPERASI DESA MERAH PUTIH PATEMON KECAMATAN BUNGATAN,JAWA TIMUR,KAB. SITUBONDO,Bungatan,-7.75675340,113.84827180
7706,KOPERASI DESA MERAH PUTIH TANJUNG PECINAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.62603824,114.03762400
9195,KOPERASI DESA MERAH PUTIH TREBUNGAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.65796700,114.02116300
10457,KOPERASI DESA MERAH PUTIH SEMIRING,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.63675400,114.02574600
12087,KOPERASI DESA MERAH PUTIH MANGARAN KECAMATAN MANGARAN,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.66302216,114.03963890
27182,KOPERASI DESA MERAH PUTIH TANJUNG GLUGUR,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.64019240,114.05223720
55062,KOPERASI DESA MERAH PUTIH TANJUNG KAMAL,JAWA TIMUR,KAB. SITUBONDO,Mangaran,-7.66234900,114.05330500
12195,KOPERASI DESA MERAH PUTIH WRINGINANOM KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80058949,113.65763760
15178,KOPERASI DESA MERAH PUTIH PATEGALAN KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.83901337,113.67774960
27194,KOPERASI DESA MERAH PUTIH PATEMON BISA,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.83226787,113.63166390
28546,KOPERASI DESA MERAH PUTIH CURAHSURI KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80540813,113.61393070
48557,KOPERASI DESA MERAH PUTIH KEMBANGSARI KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.85303638,113.65105880
53186,KOPERASI DESA MERAH PUTIH JATIBANTENG KECAMATAN JATIBANTENG KABUPATEN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.78723218,113.68308770
70872,KOPERASI DESA MERAH PUTIH SEMAMBUNG KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.80798748,113.70045160
77477,KOPERASI DESA MERAH PUTIH SUMBERANYAR KECAMATAN JATIBANTENG,JAWA TIMUR,KAB. SITUBONDO,Jatibanteng,-7.79450123,113.69421110
12344,KOPERASI DESA MERAH PUTIH BAYEMAN KECAMATAN ARJASA,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.83894751,114.12243520
24046,KOPERASI DESA MERAH PUTIH LAMONGAN,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.72206900,114.13203310
25236,KOPERASI DESA MERAH PUTIH CURAH TATAL,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.86970695,114.10352620
29449,KOPERASI DESA MERAH PUTIH JATISARI KECAMATAN ARJASA,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.80725327,114.10997570
30975,KOPERASI DESA MERAH PUTIH KEDUNGDOWO,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.75186950,114.14821180
31529,KOPERASI DESA MERAH PUTIH ARJASA KECAMATAN ARJASA KABUPATEN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.72748285,114.12218290
65619,KOPERASI DESA MERAH PUTIH KAYUMAS,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.90581632,114.14824120
66175,KOPERASI DESA MERAH PUTIH KETOWAN,JAWA TIMUR,KAB. SITUBONDO,Arjasa,-7.76475209,114.13271740
12448,KOPERASI DESA MERAH PUTIH WONOREJO KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.92221590,114.39359330
14743,KOPERASI DESA MERAH PUTIH SUMBERANYAR BANYUPUTIH SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.79553933,114.28251680
18649,KOPERASI DESA MERAH PUTIH SUMBERWARU KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.79933275,114.35861780
25049,KOPERASI DESA MERAH PUTIH BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.75839187,114.24823250
40737,KOPERASI DESA MERAH PUTIH SUMBEREJO KECAMATAN BANYUPUTIH,JAWA TIMUR,KAB. SITUBONDO,Banyuputih,-7.80511700,114.25897200
14175,KOPERASI DESA MERAH PUTIH KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.73985660,113.93588920
36316,KOPERASI DESA MERAH PUTIH KLATAKAN KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.70854151,113.89580630
50158,KOPERASI DESA MERAH PUTIH BUGEMAN,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.74490111,113.96058200
53076,KOPERASI DESA MERAH PUTIH KUKUSAN,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.73544900,113.87433400
73761,KOPERASI DESA MERAH PUTIH TAMBAK UKIR,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.77351306,113.92074830
79856,KOPERASI DESA MERAH PUTIH DESA RAJEKWESI,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.77749125,113.87668280
81135,KOPERASI DESA MERAH PUTIH BALUNG KECAMATAN KENDIT,JAWA TIMUR,KAB. SITUBONDO,Kendit,-7.73805300,113.92146900
17631,KOPERASI DESA MERAH PUTIH BANTAL,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.89684169,114.23130340
17833,KOPERASI DESA MERAH PUTIH KEDUNGLO,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.88658294,114.19525600
17888,KOPERASI DESA MERAH PUTIH KERTOSARI KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.86714463,114.17540500
18054,KOPERASI DESA MERAH PUTIH PERANTE,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.77024120,114.21342880
18106,KOPERASI DESA MERAH PUTIH MOJOSARI KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.77641793,114.19164410
21737,KOPERASI DESA MERAH PUTIH TRIGONCO,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.75300433,114.23059380
21967,KOPERASI DESA MERAH PUTIH AWAR AWAR,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.76782234,114.22655660
27165,KOPERASI DESA MERAH PUTIH WRINGIN ANOM,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.72577077,114.24634040
28713,KOPERASI DESA MERAH PUTIH ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.75044080,114.20815160
65334,KOPERASI DESA MERAH PUTIH GUDANG KECAMATAN ASEMBAGUS,JAWA TIMUR,KAB. SITUBONDO,Asembagus,-7.74278005,114.22564870
25154,KOPERASI DESA MERAH PUTIH SELOMUKTI,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.75709956,113.75421820
39292,KOPERASI DESA MERAH PUTIH SUMBER PINANG MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.77948186,113.77222810
68509,KOPERASI DESA MERAH PUTIH MLANDINGAN KULON,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.74071705,113.76676784
69170,KOPERASI DESA MERAH PUTIH TREBUNGAN MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.76364853,113.78791570
83661,KOPERASI DESA MERAH PUTIH ALAS BAYUR,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.79906160,113.80525330
83732,KOPERASI DESA MERAH PUTIH CAMPOAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.79128980,113.83297440
83796,KOPERASI DESA MERAH PUTIH SUMBERANYAR KECAMATAN MLANDINGAN,JAWA TIMUR,KAB. SITUBONDO,Mlandingan,-7.77886529,113.78902950
36458,KOPERASI DESA MERAH PUTIH KUMBANGSARI,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72294334,114.18817190
38711,KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72758602,114.19790210
42146,KOPERASI DESA MERAH PUTIH CURAH KALAK KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.75571417,114.18115170
43148,KOPERASI DESA MERAH PUTIH SOPET,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.80038656,114.15664030
61070,KOPERASI DESA MERAH PUTIH PESANGGRAHAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.74031556,114.16549110
62788,KOPERASI DESA MERAH PUTIH JANGKAR KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.73474660,114.21057600
65254,KOPERASI DESA MERAH PUTIH AGEL,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.72298583,114.16900190
68258,KOPERASI DESA MERAH PUTIH PALANGAN KECAMATAN JANGKAR,JAWA TIMUR,KAB. SITUBONDO,Jangkar,-7.74179846,114.19461600
40791,KOPERASI KELURAHAN MERAH PUTIH PATOKAN ANGGREK SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.70226575,113.99250130
41217,KOPERASI DESA MERAH PUTIH KALIBAGOR,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.77039393,113.99211650
55969,KOPERASI DESA MERAH PUTIH KOTAKAN,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.74130731,114.00483810
68946,KOPERASI KELURAHAN MERAH PUTIH DAWUHAN KECAMATAN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.70185768,114.00565590
75471,KOPERASI DESA MERAH PUTIH TALKANDANG KECAMATAN SITUBONDO,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.68316777,114.00307520
83998,KOPERASI DESA MERAH PUTIH OLEAN,JAWA TIMUR,KAB. SITUBONDO,Situbondo,-7.66787800,114.00532000
98,KOPERASI KELURAHAN MERAH PUTIH KALIJUDAN,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.25044500,112.76884500
28354,KOPERASI KELURAHAN MERAH PUTIH KALISARI KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.26369447,112.81311260
40114,KOPERASI KELURAHAN MERAH PUTIH MANYAR SABRANGAN KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.27981547,112.77415170
43166,KOPERASI KELURAHAN MERAH PUTIH KEJAWAN PUTIH TAMBAK,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.28391060,112.79955470
43998,KOPERASI KELURAHAN MERAH PUTIH DUKUH SUTOREJO KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.25947800,112.77290620
51003,KOPERASI KELURAHAN MERAH PUTIH MULYOREJO KECAMATAN MULYOREJO,JAWA TIMUR,KOTA SURABAYA,Mulyorejo,-7.27062000,112.78292710
6102,KOPERASI KELURAHAN MERAH PUTIH TAMBAKREJO KECAMATAN SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.24537621,112.75724280
14817,KOPERASI KELURAHAN MERAH PUTIH SIDODADI KECAMATAN SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23699792,112.74736360
28347,KOPERASI KELURAHAN MERAH PUTIH KAPASAN,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.24208209,112.75085010
36467,KOPERASI KELURAHAN MERAH PUTIH SIMOKERTO,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23798282,112.75696870
38176,KOPERASI KELURAHAN MERAH PUTIH SIMOLAWANG,JAWA TIMUR,KOTA SURABAYA,Simokerto,-7.23356568,112.74788360
15353,KOPERASI KELURAHAN MERAH PUTIH PAKIS KECAMATAN SAWAHAN,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.28690448,112.72232060
26410,KOPERASI KELURAHAN MERAH PUTIH PUTAT JAYA,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.27730569,112.71762660
30040,KOPERASI KELURAHAN MERAH PUTIH KUPANG KRAJAN,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.26726700,112.71660150
34886,KOPERASI KELURAHAN MERAH PUTIH BANYU URIP KECAMATAN SAWAHAN,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.27236701,112.71937090
39671,KOPERASI KELURAHAN MERAH PUTIH PETEMON KECAMATAN SAWAHAN,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.26735190,112.71676120
39737,KOPERASI KELURAHAN MERAH PUTIH SAWAHAN KECAMATAN SAWAHAN KOTA SURABAYA,JAWA TIMUR,KOTA SURABAYA,Sawahan,-7.26201851,112.72837240
17828,KOPERASI KELURAHAN MERAH PUTIH KETABANG,JAWA TIMUR,KOTA SURABAYA,Genteng,-7.25783501,112.74775920
23469,KOPERASI KELURAHAN MERAH PUTIH KAPASARI,JAWA TIMUR,KOTA SURABAYA,Genteng,-7.24803681,112.74974900
28525,KOPERASI KELURAHAN MERAH PUTIH PENELEH,JAWA TIMUR,KOTA SURABAYA,Genteng,-7.25204329,112.74170620
35873,KOPERASI KELURAHAN MERAH PUTIH GENTENG KECAMATAN GENTENG,JAWA TIMUR,KOTA SURABAYA,Genteng,-7.26054670,112.74420610
50375,KOPERASI KELURAHAN MERAH PUTIH EMBONG KALIASIN,JAWA TIMUR,KOTA SURABAYA,Genteng,-7.27439950,112.74127680
18678,KOPERASI KELURAHAN MERAH PUTIH BERINGIN KECAMATAN SAMBIKEREP,JAWA TIMUR,KOTA SURABAYA,Sambikerep,-7.26402662,112.64344990
31659,KOPERASI KELURAHAN MERAH PUTIH SAMBIKEREP KECAMATAN SAMBIKEREP,JAWA TIMUR,KOTA SURABAYA,Sambikerep,-7.27698955,112.65210270
39037,KOPERASI KELURAHAN MERAH PUTIH LONTAR KECAMATAN SAMBIKEREP,JAWA TIMUR,KOTA SURABAYA,Sambikerep,-7.28009950,112.66777790
46769,KOPERASI KELURAHAN MERAH PUTIH MADE KECAMATAN SAMBIKEREP KOTA SURABAYA,JAWA TIMUR,KOTA SURABAYA,Sambikerep,-7.27698180,112.63481020
20923,KOPERASI KELURAHAN MERAH PUTIH DARMO KECAMATAN WONOKROMO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.29162910,112.73135060
34096,KOPERASI KELURAHAN MERAH PUTIH NGAGEL REJO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.29762760,112.74336870
37191,KOPERASI KELURAHAN MERAH PUTIH SAWUNGGALING KECAMATAN WONOKROMO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.29911666,112.72668500
38390,KOPERASI KELURAHAN MERAH PUTIH JAGIR KECAMATAN WONOKROMO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.30390173,112.74618650
38945,KOPERASI KELURAHAN MERAH PUTIH WONOKROMO KECAMATAN WONOKROMO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.30512718,112.73161170
41895,KOPERASI KELURAHAN MERAH PUTIH NGAGEL KECAMATAN WONOKROMO,JAWA TIMUR,KOTA SURABAYA,Wonokromo,-7.29211547,112.74426510
22535,KOPERASI KELURAHAN MERAH PUTIH GADING KECAMATAN TAMBAKSARI,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.24546288,112.77698950
27997,KOPERASI KELURAHAN MERAH PUTIH TAMBAKSARI KOTA SURABAYA,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.25336451,112.75515500
38967,KOPERASI KELURAHAN MERAH PUTIH PACARKEMBANG,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.25923908,112.76692700
39022,KOPERASI KELURAHAN MERAH PUTIH RANGKAH,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.24716002,112.76426540
40432,KOPERASI KELURAHAN MERAH PUTIH PLOSO KECAMATAN TAMBAKSARI,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.25170670,112.75931060
53126,KOPERASI KELURAHAN MERAH PUTIH DUKUH SETRO KECAMATAN TAMBAKSARI,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.23763892,112.77828230
53181,KOPERASI KELURAHAN MERAH PUTIH KAPASMADYA BARU KECAMATAN TAMBAKSARI KOTA SURABAYA,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.24037970,112.76611680
55033,KOPERASI KELURAHAN MERAH PUTIH PACARKELING,JAWA TIMUR,KOTA SURABAYA,Tambaksari,-7.26072723,112.75648100
23044,KOPERASI KELURAHAN MERAH PUTIH PAKAL,JAWA TIMUR,KOTA SURABAYA,Pakal,-7.24453275,112.61776550
24141,KOPERASI KELURAHAN MERAH PUTIH BENOWO,JAWA TIMUR,KOTA SURABAYA,Pakal,-7.23623103,112.61059460
