cooperative_id,landcover_code,landcover
63814,10,Tree cover
65832,10,Tree cover
65839,40,Cropland
65862,10,Tree cover
68760,10,Tree cover
68762,10,Tree cover
69806,10,Tree cover
71235,10,Tree cover
50078,40,Cropland
50837,10,Tree cover
50927,10,Tree cover
53434,10,Tree cover
55122,10,Tree cover
63598,30,Grassland
64553,10,Tree cover
65848,10,Tree cover
66964,30,Grassland
73123,10,Tree cover
74168,10,Tree cover
13228,30,Grassland
32935,10,Tree cover
33015,10,Tree cover
39508,30,Grassland
56799,10,Tree cover
61153,10,Tree cover
61227,30,Grassland
16008,10,Tree cover
33261,10,Tree cover
65771,10,Tree cover
69017,10,Tree cover
69355,10,Tree cover
70369,30,Grassland
76396,10,Tree cover
76956,30,Grassland
77033,10,Tree cover
77607,10,Tree cover
77811,10,Tree cover
79240,10,Tree cover
80121,10,Tree cover
80243,30,Grassland
80580,30,Grassland
81151,10,Tree cover
81968,10,Tree cover
82936,10,Tree cover
17636,10,Tree cover
40836,10,Tree cover
56789,30,Grassland
70117,10,Tree cover
73572,10,Tree cover
74484,10,Tree cover
77106,10,Tree cover
18302,50,Built-up
69982,10,Tree cover
74530,10,Tree cover
75596,10,Tree cover
75602,10,Tree cover
77485,30,Grassland
78473,10,Tree cover
81300,10,Tree cover
81974,50,Built-up
82897,30,Grassland
83672,10,Tree cover
23038,10,Tree cover
55664,30,Grassland
56810,10,Tree cover
58979,10,Tree cover
64112,10,Tree cover
77724,30,Grassland
80582,10,Tree cover
23302,10,Tree cover
32504,10,Tree cover
38008,30,Grassland
50881,10,Tree cover
53421,30,Grassland
53431,20,Shrubland
56805,10,Tree cover
24079,10,Tree cover
39711,10,Tree cover
53410,10,Tree cover
58948,50,Built-up
81348,10,Tree cover
24149,10,Tree cover
61260,10,Tree cover
63764,10,Tree cover
64368,10,Tree cover
67845,10,Tree cover
72127,10,Tree cover
73892,10,Tree cover
81118,10,Tree cover
25697,10,Tree cover
55607,10,Tree cover
70477,10,Tree cover
77727,10,Tree cover
80894,10,Tree cover
28951,10,Tree cover
29085,30,Grassland
30361,10,Tree cover
36986,10,Tree cover
37957,10,Tree cover
38310,30,Grassland
56814,10,Tree cover
61958,30,Grassland
65735,10,Tree cover
71271,10,Tree cover
74037,10,Tree cover
79769,10,Tree cover
81854,30,Grassland
29825,10,Tree cover
41306,30,Grassland
55562,50,Built-up
55761,50,Built-up
56800,10,Tree cover
58967,50,Built-up
59030,10,Tree cover
68396,10,Tree cover
72554,10,Tree cover
78249,50,Built-up
81963,10,Tree cover
82350,50,Built-up
83730,10,Tree cover
31158,10,Tree cover
32572,10,Tree cover
32665,10,Tree cover
35394,10,Tree cover
40888,10,Tree cover
55587,30,Grassland
56809,10,Tree cover
56819,10,Tree cover
32348,10,Tree cover
60620,30,Grassland
61224,10,Tree cover
76386,10,Tree cover
77694,10,Tree cover
80161,10,Tree cover
33144,10,Tree cover
40872,10,Tree cover
49930,30,Grassland
68991,10,Tree cover
80381,10,Tree cover
81092,30,Grassland
82026,20,Shrubland
82485,30,Grassland
34220,10,Tree cover
53370,10,Tree cover
55730,10,Tree cover
56815,10,Tree cover
63564,30,Grassland
63830,10,Tree cover
65733,10,Tree cover
39378,20,Shrubland
63541,10,Tree cover
65777,30,Grassland
68675,10,Tree cover
74540,30,Grassland
78847,10,Tree cover
82370,30,Grassland
91902,30,Grassland
40851,10,Tree cover
56781,10,Tree cover
56787,10,Tree cover
58912,10,Tree cover
60024,10,Tree cover
66926,10,Tree cover
68399,10,Tree cover
81889,10,Tree cover
82358,30,Grassland
49889,10,Tree cover
53424,10,Tree cover
56796,30,Grassland
62015,10,Tree cover
64310,10,Tree cover
65765,30,Grassland
65783,10,Tree cover
77519,10,Tree cover
79953,30,Grassland
81366,10,Tree cover
81898,10,Tree cover
50915,30,Grassland
53367,10,Tree cover
55646,10,Tree cover
55676,10,Tree cover
58989,30,Grassland
59004,10,Tree cover
61175,10,Tree cover
64369,10,Tree cover
65736,10,Tree cover
72951,10,Tree cover
74533,10,Tree cover
77577,10,Tree cover
80190,10,Tree cover
53418,10,Tree cover
59021,10,Tree cover
63710,10,Tree cover
68456,10,Tree cover
76153,10,Tree cover
76349,30,Grassland
77162,10,Tree cover
79734,10,Tree cover
79915,10,Tree cover
82093,40,Cropland
55662,10,Tree cover
56797,10,Tree cover
56804,10,Tree cover
56807,10,Tree cover
56816,10,Tree cover
58945,10,Tree cover
58971,10,Tree cover
63588,10,Tree cover
63850,10,Tree cover
64108,10,Tree cover
65761,10,Tree cover
69459,10,Tree cover
56791,30,Grassland
69255,10,Tree cover
72186,10,Tree cover
79549,10,Tree cover
81108,10,Tree cover
81212,10,Tree cover
81273,10,Tree cover
83167,30,Grassland
83765,10,Tree cover
83873,10,Tree cover
56792,10,Tree cover
56817,10,Tree cover
58944,10,Tree cover
63761,30,Grassland
65780,10,Tree cover
66959,10,Tree cover
72115,10,Tree cover
80584,10,Tree cover
81837,10,Tree cover
56795,10,Tree cover
56827,30,Grassland
71303,10,Tree cover
72125,30,Grassland
72197,10,Tree cover
77206,10,Tree cover
78168,10,Tree cover
79352,30,Grassland
79618,10,Tree cover
81134,10,Tree cover
81293,30,Grassland
81382,10,Tree cover
81846,30,Grassland
56821,30,Grassland
56826,30,Grassland
65724,10,Tree cover
69172,10,Tree cover
76182,10,Tree cover
79216,10,Tree cover
80396,10,Tree cover
56824,30,Grassland
58998,10,Tree cover
65749,10,Tree cover
80961,10,Tree cover
81211,10,Tree cover
81403,30,Grassland
81412,10,Tree cover
82016,30,Grassland
83850,10,Tree cover
61249,10,Tree cover
63673,30,Grassland
69178,30,Grassland
70370,10,Tree cover
79966,10,Tree cover
81159,10,Tree cover
81284,10,Tree cover
82357,10,Tree cover
61267,30,Grassland
78404,10,Tree cover
81205,10,Tree cover
82073,20,Shrubland
82255,20,Shrubland
65767,10,Tree cover
68716,10,Tree cover
76314,10,Tree cover
77687,30,Grassland
83849,10,Tree cover
69928,30,Grassland
71370,10,Tree cover
76335,10,Tree cover
76387,10,Tree cover
81370,10,Tree cover
82857,10,Tree cover
73145,10,Tree cover
77812,30,Grassland
79546,30,Grassland
82074,20,Shrubland
83057,10,Tree cover
84286,10,Tree cover
74450,10,Tree cover
76989,30,Grassland
79275,10,Tree cover
79635,10,Tree cover
80397,10,Tree cover
81038,30,Grassland
81225,10,Tree cover
14346,10,Tree cover
34224,30,Grassland
34240,10,Tree cover
37970,30,Grassland
43042,10,Tree cover
48041,10,Tree cover
16835,30,Grassland
35162,30,Grassland
41304,40,Cropland
44208,10,Tree cover
47071,30,Grassland
47312,30,Grassland
48060,30,Grassland
79626,10,Tree cover
20363,30,Grassland
35178,30,Grassland
38222,30,Grassland
38366,30,Grassland
44656,30,Grassland
47882,30,Grassland
59879,30,Grassland
29178,10,Tree cover
31198,30,Grassland
34230,30,Grassland
35182,30,Grassland
47314,30,Grassland
48092,30,Grassland
29564,30,Grassland
29568,30,Grassland
34209,10,Tree cover
35145,10,Tree cover
37205,10,Tree cover
38672,30,Grassland
42975,10,Tree cover
44187,10,Tree cover
47555,30,Grassland
48402,30,Grassland
29608,30,Grassland
30077,10,Tree cover
30307,30,Grassland
34211,90,Herbaceous wetland
34222,30,Grassland
37223,30,Grassland
37965,30,Grassland
37969,30,Grassland
44255,30,Grassland
49409,30,Grassland
29875,30,Grassland
34233,10,Tree cover
37211,10,Tree cover
39004,30,Grassland
44147,30,Grassland
44177,30,Grassland
44206,30,Grassland
47255,30,Grassland
70877,30,Grassland
30292,10,Tree cover
34208,30,Grassland
39029,30,Grassland
41229,10,Tree cover
44153,30,Grassland
53388,30,Grassland
32800,30,Grassland
32850,50,Built-up
35154,30,Grassland
37968,30,Grassland
44614,30,Grassland
47575,50,Built-up
48064,50,Built-up
34210,30,Grassland
35166,10,Tree cover
35176,30,Grassland
37986,10,Tree cover
37997,10,Tree cover
38359,30,Grassland
47242,30,Grassland
51100,30,Grassland
34212,10,Tree cover
37227,30,Grassland
38334,30,Grassland
44197,30,Grassland
47187,30,Grassland
58952,10,Tree cover
91824,30,Grassland
34213,10,Tree cover
36188,30,Grassland
37964,30,Grassland
39013,30,Grassland
61181,10,Tree cover
67934,10,Tree cover
34236,10,Tree cover
35163,30,Grassland
37974,10,Tree cover
42962,40,Cropland
47083,10,Tree cover
49067,30,Grassland
51764,10,Tree cover
34238,10,Tree cover
38233,30,Grassland
42959,10,Tree cover
49071,10,Tree cover
49702,30,Grassland
53364,30,Grassland
57405,30,Grassland
91823,30,Grassland
34239,10,Tree cover
35150,10,Tree cover
37213,10,Tree cover
37958,10,Tree cover
50933,10,Tree cover
35148,50,Built-up
37220,10,Tree cover
37983,10,Tree cover
37998,30,Grassland
38349,30,Grassland
39042,30,Grassland
44513,30,Grassland
46851,10,Tree cover
35180,10,Tree cover
38858,10,Tree cover
44167,10,Tree cover
47263,30,Grassland
47303,30,Grassland
51062,30,Grassland
36174,30,Grassland
37603,10,Tree cover
38501,10,Tree cover
43066,10,Tree cover
43193,10,Tree cover
36493,30,Grassland
36602,10,Tree cover
42985,10,Tree cover
43022,30,Grassland
44184,30,Grassland
47864,30,Grassland
49416,30,Grassland
69438,30,Grassland
37955,10,Tree cover
38374,10,Tree cover
38871,30,Grassland
47251,30,Grassland
48090,10,Tree cover
50102,10,Tree cover
38277,10,Tree cover
38307,10,Tree cover
38442,10,Tree cover
43023,30,Grassland
44148,30,Grassland
44192,30,Grassland
47271,10,Tree cover
38997,90,Herbaceous wetland
39036,50,Built-up
39039,10,Tree cover
44152,10,Tree cover
44182,10,Tree cover
44216,10,Tree cover
47305,10,Tree cover
15590,10,Tree cover
40826,10,Tree cover
41315,10,Tree cover
44282,10,Tree cover
44368,10,Tree cover
47558,10,Tree cover
47890,10,Tree cover
48061,30,Grassland
49682,10,Tree cover
50963,10,Tree cover
59980,30,Grassland
60010,10,Tree cover
63538,10,Tree cover
63818,10,Tree cover
65751,40,Cropland
65790,10,Tree cover
20305,10,Tree cover
35153,30,Grassland
35159,10,Tree cover
44171,10,Tree cover
47311,10,Tree cover
47923,30,Grassland
49953,30,Grassland
50887,10,Tree cover
50909,10,Tree cover
51041,30,Grassland
51104,10,Tree cover
20547,10,Tree cover
73990,30,Grassland
74510,10,Tree cover
77904,30,Grassland
79243,10,Tree cover
79268,10,Tree cover
79330,30,Grassland
79337,30,Grassland
79417,10,Tree cover
79588,50,Built-up
79648,10,Tree cover
79665,10,Tree cover
80390,10,Tree cover
30191,10,Tree cover
36185,10,Tree cover
40856,50,Built-up
40876,30,Grassland
40885,50,Built-up
41328,10,Tree cover
47872,10,Tree cover
47905,50,Built-up
48058,10,Tree cover
48069,10,Tree cover
49054,10,Tree cover
49681,10,Tree cover
49875,50,Built-up
50890,10,Tree cover
50944,10,Tree cover
50953,10,Tree cover
52015,30,Grassland
53371,10,Tree cover
53397,10,Tree cover
53426,10,Tree cover
53427,10,Tree cover
57553,10,Tree cover
59971,50,Built-up
60603,30,Grassland
63621,30,Grassland
63734,10,Tree cover
63844,10,Tree cover
65789,50,Built-up
31462,10,Tree cover
34221,10,Tree cover
44209,10,Tree cover
47307,10,Tree cover
47912,10,Tree cover
49051,10,Tree cover
49069,10,Tree cover
49440,10,Tree cover
49933,10,Tree cover
53360,10,Tree cover
53365,10,Tree cover
53398,10,Tree cover
58942,10,Tree cover
32280,40,Cropland
32562,30,Grassland
32728,30,Grassland
41324,10,Tree cover
49708,10,Tree cover
50905,10,Tree cover
53400,10,Tree cover
53401,30,Grassland
53430,10,Tree cover
57344,10,Tree cover
63774,30,Grassland
65732,10,Tree cover
32502,10,Tree cover
40799,10,Tree cover
47573,30,Grassland
47863,10,Tree cover
55594,30,Grassland
65741,10,Tree cover
68724,10,Tree cover
68782,10,Tree cover
69413,30,Grassland
71145,10,Tree cover
73376,10,Tree cover
74118,30,Grassland
78368,30,Grassland
79201,10,Tree cover
79224,10,Tree cover
79577,10,Tree cover
79680,10,Tree cover
79828,30,Grassland
80339,30,Grassland
35447,10,Tree cover
35475,10,Tree cover
41316,10,Tree cover
48072,30,Grassland
49108,10,Tree cover
50943,10,Tree cover
51033,10,Tree cover
53399,10,Tree cover
53419,30,Grassland
53420,30,Grassland
53423,10,Tree cover
55614,30,Grassland
58895,30,Grassland
58910,10,Tree cover
61325,40,Cropland
63645,10,Tree cover
64059,10,Tree cover
65755,10,Tree cover
71140,10,Tree cover
74509,40,Cropland
77589,10,Tree cover
79259,10,Tree cover
79344,10,Tree cover
79345,10,Tree cover
79415,10,Tree cover
79421,30,Grassland
79784,10,Tree cover
79872,10,Tree cover
80191,10,Tree cover
38434,30,Grassland
73958,10,Tree cover
74464,10,Tree cover
74534,10,Tree cover
76953,10,Tree cover
77174,10,Tree cover
77521,30,Grassland
78742,10,Tree cover
79291,10,Tree cover
79335,10,Tree cover
79396,30,Grassland
79407,10,Tree cover
79456,10,Tree cover
79496,10,Tree cover
79584,10,Tree cover
79673,10,Tree cover
79697,10,Tree cover
79728,30,Grassland
79801,10,Tree cover
80064,10,Tree cover
80068,30,Grassland
80109,10,Tree cover
38995,10,Tree cover
39011,10,Tree cover
39015,10,Tree cover
41322,10,Tree cover
44699,10,Tree cover
48075,10,Tree cover
49752,10,Tree cover
50945,10,Tree cover
50950,10,Tree cover
51026,10,Tree cover
53377,10,Tree cover
53406,10,Tree cover
58904,10,Tree cover
58925,10,Tree cover
47980,10,Tree cover
49023,10,Tree cover
49436,10,Tree cover
49903,10,Tree cover
49925,10,Tree cover
50948,10,Tree cover
53407,10,Tree cover
53435,10,Tree cover
58943,10,Tree cover
58955,10,Tree cover
58968,10,Tree cover
49946,10,Tree cover
68920,10,Tree cover
79202,10,Tree cover
79238,10,Tree cover
79267,10,Tree cover
79295,10,Tree cover
79297,10,Tree cover
79331,10,Tree cover
79372,10,Tree cover
79408,10,Tree cover
79554,30,Grassland
79676,10,Tree cover
79698,10,Tree cover
79905,10,Tree cover
79927,10,Tree cover
79964,10,Tree cover
80188,10,Tree cover
80238,10,Tree cover
15600,30,Grassland
16854,10,Tree cover
21044,10,Tree cover
21216,10,Tree cover
31161,10,Tree cover
32351,10,Tree cover
35551,10,Tree cover
38405,10,Tree cover
40450,10,Tree cover
47867,10,Tree cover
48095,10,Tree cover
55556,10,Tree cover
64333,10,Tree cover
67620,10,Tree cover
15740,10,Tree cover
22969,10,Tree cover
25866,10,Tree cover
38418,10,Tree cover
40515,30,Grassland
41334,10,Tree cover
44950,50,Built-up
47888,30,Grassland
55570,10,Tree cover
55571,10,Tree cover
55604,60,Bare / sparse
59550,30,Grassland
65792,10,Tree cover
76160,10,Tree cover
76394,30,Grassland
77053,10,Tree cover
82341,10,Tree cover
20897,10,Tree cover
21204,10,Tree cover
36651,10,Tree cover
38517,10,Tree cover
38524,10,Tree cover
40508,10,Tree cover
41329,10,Tree cover
63759,10,Tree cover
20979,30,Grassland
35473,10,Tree cover
36173,10,Tree cover
36191,10,Tree cover
36198,10,Tree cover
40848,10,Tree cover
42194,30,Grassland
51313,30,Grassland
55001,10,Tree cover
55599,10,Tree cover
55608,10,Tree cover
55679,10,Tree cover
56818,10,Tree cover
59529,10,Tree cover
68917,10,Tree cover
68932,10,Tree cover
74467,30,Grassland
76100,10,Tree cover
78474,10,Tree cover
84127,10,Tree cover
87204,10,Tree cover
87904,10,Tree cover
21047,10,Tree cover
21877,30,Grassland
23070,10,Tree cover
32598,10,Tree cover
33182,10,Tree cover
35538,10,Tree cover
35547,30,Grassland
38498,10,Tree cover
40500,10,Tree cover
40506,10,Tree cover
41325,10,Tree cover
41361,10,Tree cover
55616,10,Tree cover
63525,10,Tree cover
65723,30,Grassland
65775,10,Tree cover
21143,10,Tree cover
21177,10,Tree cover
21882,10,Tree cover
35562,10,Tree cover
38207,10,Tree cover
38379,10,Tree cover
38500,10,Tree cover
21868,10,Tree cover
21875,10,Tree cover
33123,10,Tree cover
35543,30,Grassland
38515,10,Tree cover
40668,10,Tree cover
55565,30,Grassland
55573,10,Tree cover
55579,30,Grassland
63800,10,Tree cover
71468,10,Tree cover
71793,10,Tree cover
77564,10,Tree cover
86607,10,Tree cover
89517,30,Grassland
24851,10,Tree cover
26889,10,Tree cover
34234,10,Tree cover
35147,10,Tree cover
37984,10,Tree cover
38005,10,Tree cover
40158,10,Tree cover
55148,10,Tree cover
55595,10,Tree cover
55610,10,Tree cover
64237,10,Tree cover
70716,10,Tree cover
25914,10,Tree cover
35144,10,Tree cover
35151,10,Tree cover
35784,10,Tree cover
66969,10,Tree cover
69089,10,Tree cover
78139,50,Built-up
81858,10,Tree cover
83863,50,Built-up
84128,10,Tree cover
85625,10,Tree cover
85803,10,Tree cover
86586,10,Tree cover
86988,10,Tree cover
87139,10,Tree cover
87148,30,Grassland
87153,50,Built-up
87164,10,Tree cover
87457,10,Tree cover
87819,10,Tree cover
25917,10,Tree cover
31091,10,Tree cover
35179,10,Tree cover
36951,10,Tree cover
38533,10,Tree cover
40211,10,Tree cover
40503,10,Tree cover
40676,10,Tree cover
55567,10,Tree cover
65766,10,Tree cover
65791,10,Tree cover
69394,50,Built-up
76395,10,Tree cover
81964,30,Grassland
82791,10,Tree cover
82821,10,Tree cover
32619,30,Grassland
41320,30,Grassland
58962,30,Grassland
59555,10,Tree cover
64098,10,Tree cover
65776,10,Tree cover
68931,10,Tree cover
32627,50,Built-up
32670,10,Tree cover
35549,10,Tree cover
36192,10,Tree cover
55597,10,Tree cover
57668,10,Tree cover
59536,10,Tree cover
65763,10,Tree cover
71798,10,Tree cover
77289,10,Tree cover
78341,10,Tree cover
35357,10,Tree cover
35558,10,Tree cover
36286,10,Tree cover
37991,10,Tree cover
38508,10,Tree cover
39456,10,Tree cover
53415,10,Tree cover
55566,10,Tree cover
61274,10,Tree cover
61586,10,Tree cover
64202,10,Tree cover
65756,10,Tree cover
65770,10,Tree cover
65786,10,Tree cover
68342,10,Tree cover
72453,10,Tree cover
76165,10,Tree cover
79020,10,Tree cover
36179,10,Tree cover
36181,10,Tree cover
38526,10,Tree cover
38671,10,Tree cover
40159,10,Tree cover
40663,10,Tree cover
40711,10,Tree cover
38670,30,Grassland
41333,50,Built-up
44281,10,Tree cover
49101,30,Grassland
55560,10,Tree cover
61240,10,Tree cover
64067,10,Tree cover
68905,10,Tree cover
73797,10,Tree cover
76161,30,Grassland
76185,10,Tree cover
78283,10,Tree cover
78558,10,Tree cover
79026,30,Grassland
80131,10,Tree cover
81631,10,Tree cover
82058,10,Tree cover
82263,10,Tree cover
83142,50,Built-up
83734,10,Tree cover
87162,10,Tree cover
40279,10,Tree cover
61287,10,Tree cover
64167,10,Tree cover
75595,10,Tree cover
76174,10,Tree cover
76180,10,Tree cover
76316,10,Tree cover
77810,10,Tree cover
79021,10,Tree cover
79023,10,Tree cover
79028,10,Tree cover
81886,50,Built-up
40478,10,Tree cover
40699,10,Tree cover
55656,30,Grassland
55659,10,Tree cover
55663,10,Tree cover
55672,10,Tree cover
58985,30,Grassland
76281,30,Grassland
41327,10,Tree cover
55576,10,Tree cover
65781,10,Tree cover
69726,10,Tree cover
76278,10,Tree cover
77041,10,Tree cover
77510,10,Tree cover
81836,10,Tree cover
81916,10,Tree cover
81923,10,Tree cover
82487,10,Tree cover
82820,10,Tree cover
84148,10,Tree cover
64066,10,Tree cover
65746,10,Tree cover
69000,10,Tree cover
69180,10,Tree cover
76112,10,Tree cover
76242,10,Tree cover
77669,10,Tree cover
38172,10,Tree cover
55559,10,Tree cover
55674,10,Tree cover
63782,30,Grassland
69366,10,Tree cover
69473,50,Built-up
72090,10,Tree cover
76081,10,Tree cover
77097,10,Tree cover
77924,30,Grassland
81618,30,Grassland
86305,10,Tree cover
86328,30,Grassland
87190,30,Grassland
87437,10,Tree cover
87441,10,Tree cover
87446,50,Built-up
87455,10,Tree cover
49070,10,Tree cover
77728,30,Grassland
78371,30,Grassland
83421,10,Tree cover
86269,10,Tree cover
86295,30,Grassland
86769,30,Grassland
87202,10,Tree cover
90805,10,Tree cover
56811,10,Tree cover
71780,10,Tree cover
77025,10,Tree cover
77800,10,Tree cover
78232,10,Tree cover
78562,30,Grassland
79696,10,Tree cover
79965,10,Tree cover
81897,10,Tree cover
82339,10,Tree cover
82603,10,Tree cover
82613,10,Tree cover
84435,10,Tree cover
85042,30,Grassland
86960,10,Tree cover
87147,30,Grassland
87217,30,Grassland
58961,10,Tree cover
61198,10,Tree cover
70309,10,Tree cover
71306,10,Tree cover
72091,10,Tree cover
73369,10,Tree cover
82393,10,Tree cover
82563,30,Grassland
82597,10,Tree cover
83004,10,Tree cover
83040,10,Tree cover
83169,10,Tree cover
83433,10,Tree cover
85033,10,Tree cover
85067,30,Grassland
85620,10,Tree cover
86274,10,Tree cover
86596,10,Tree cover
86792,10,Tree cover
86795,30,Grassland
87141,30,Grassland
87181,10,Tree cover
59018,30,Grassland
66921,50,Built-up
77988,10,Tree cover
78138,10,Tree cover
78231,10,Tree cover
79019,10,Tree cover
79967,50,Built-up
80080,10,Tree cover
82578,10,Tree cover
83389,10,Tree cover
85081,10,Tree cover
85910,10,Tree cover
86268,10,Tree cover
86276,10,Tree cover
86812,10,Tree cover
86889,10,Tree cover
87165,10,Tree cover
87567,10,Tree cover
63846,10,Tree cover
67072,10,Tree cover
74446,10,Tree cover
82595,10,Tree cover
83007,10,Tree cover
83060,50,Built-up
83418,30,Grassland
86310,10,Tree cover
86517,10,Tree cover
86580,10,Tree cover
86859,10,Tree cover
86908,10,Tree cover
86911,10,Tree cover
87163,10,Tree cover
87218,10,Tree cover
65772,10,Tree cover
75927,10,Tree cover
79114,10,Tree cover
79537,10,Tree cover
79707,10,Tree cover
79975,10,Tree cover
82600,10,Tree cover
83071,50,Built-up
83405,10,Tree cover
86033,10,Tree cover
86873,10,Tree cover
87173,10,Tree cover
87182,10,Tree cover
87183,10,Tree cover
87197,30,Grassland
69695,30,Grassland
72076,10,Tree cover
72122,30,Grassland
73241,50,Built-up
73906,10,Tree cover
74475,50,Built-up
78017,30,Grassland
81885,30,Grassland
83406,10,Tree cover
86321,30,Grassland
86919,10,Tree cover
87143,10,Tree cover
87154,10,Tree cover
87174,30,Grassland
87179,50,Built-up
87184,30,Grassland
87186,10,Tree cover
87219,10,Tree cover
87427,10,Tree cover
87574,10,Tree cover
72071,95,Mangrove
72106,10,Tree cover
73160,10,Tree cover
77626,30,Grassland
77944,10,Tree cover
78210,10,Tree cover
79397,30,Grassland
80290,10,Tree cover
82574,30,Grassland
82576,30,Grassland
82580,30,Grassland
86300,30,Grassland
86584,10,Tree cover
86768,10,Tree cover
86905,10,Tree cover
87149,10,Tree cover
87151,10,Tree cover
61307,10,Tree cover
63655,10,Tree cover
69344,10,Tree cover
69922,30,Grassland
75003,10,Tree cover
76862,10,Tree cover
77656,10,Tree cover
77657,10,Tree cover
77799,10,Tree cover
77990,10,Tree cover
79265,30,Grassland
80189,10,Tree cover
80647,10,Tree cover
80794,10,Tree cover
81068,10,Tree cover
81129,30,Grassland
81145,10,Tree cover
81490,10,Tree cover
81866,10,Tree cover
64228,10,Tree cover
69389,10,Tree cover
71197,10,Tree cover
71198,10,Tree cover
71237,10,Tree cover
71255,10,Tree cover
71560,10,Tree cover
71685,10,Tree cover
71722,10,Tree cover
71766,10,Tree cover
76728,10,Tree cover
78841,10,Tree cover
80329,10,Tree cover
80642,10,Tree cover
81572,10,Tree cover
81625,10,Tree cover
65834,30,Grassland
65840,30,Grassland
67904,30,Grassland
68930,10,Tree cover
71363,10,Tree cover
73233,30,Grassland
73323,30,Grassland
74093,10,Tree cover
74190,30,Grassland
74996,30,Grassland
75575,10,Tree cover
77495,30,Grassland
77742,10,Tree cover
78535,30,Grassland
78716,10,Tree cover
78722,10,Tree cover
80280,10,Tree cover
81226,10,Tree cover
65863,10,Tree cover
71298,10,Tree cover
71438,30,Grassland
79234,10,Tree cover
80077,10,Tree cover
68729,10,Tree cover
71473,10,Tree cover
77680,10,Tree cover
77710,10,Tree cover
78046,10,Tree cover
78116,10,Tree cover
78576,10,Tree cover
78902,10,Tree cover
79017,10,Tree cover
79625,10,Tree cover
79776,10,Tree cover
80145,10,Tree cover
80651,10,Tree cover
80778,10,Tree cover
81140,10,Tree cover
81231,10,Tree cover
81265,10,Tree cover
81266,10,Tree cover
81285,10,Tree cover
81343,10,Tree cover
81381,10,Tree cover
68781,10,Tree cover
68786,10,Tree cover
69466,10,Tree cover
69509,50,Built-up
69933,10,Tree cover
70587,10,Tree cover
71432,10,Tree cover
72982,10,Tree cover
73122,30,Grassland
74122,10,Tree cover
74141,10,Tree cover
74160,30,Grassland
74964,10,Tree cover
75007,30,Grassland
75804,10,Tree cover
76091,10,Tree cover
77059,30,Grassland
78352,10,Tree cover
78596,10,Tree cover
78704,10,Tree cover
78755,10,Tree cover
79239,10,Tree cover
79450,10,Tree cover
79483,10,Tree cover
79731,10,Tree cover
80123,30,Grassland
80202,10,Tree cover
74191,30,Grassland
74215,10,Tree cover
74997,30,Grassland
77191,30,Grassland
78747,10,Tree cover
78750,10,Tree cover
79799,10,Tree cover
610,30,Grassland
7910,10,Tree cover
9793,10,Tree cover
10054,50,Built-up
36781,10,Tree cover
869,10,Tree cover
9352,30,Grassland
9797,10,Tree cover
9798,10,Tree cover
9799,10,Tree cover
9822,10,Tree cover
9324,30,Grassland
9333,10,Tree cover
9933,10,Tree cover
10059,20,Shrubland
10250,10,Tree cover
45622,30,Grassland
9349,10,Tree cover
9792,10,Tree cover
9803,10,Tree cover
9899,10,Tree cover
9945,10,Tree cover
10032,10,Tree cover
10077,10,Tree cover
10015,10,Tree cover
10037,10,Tree cover
10060,10,Tree cover
10092,10,Tree cover
10115,10,Tree cover
10314,10,Tree cover
10330,30,Grassland
1663,30,Grassland
18961,10,Tree cover
49663,10,Tree cover
49914,10,Tree cover
51024,10,Tree cover
53493,10,Tree cover
53502,30,Grassland
55218,30,Grassland
55224,30,Grassland
55426,10,Tree cover
4146,10,Tree cover
4405,10,Tree cover
4429,10,Tree cover
5699,10,Tree cover
5708,10,Tree cover
7299,10,Tree cover
7385,10,Tree cover
7915,10,Tree cover
8040,10,Tree cover
22448,10,Tree cover
52025,10,Tree cover
71731,10,Tree cover
71854,10,Tree cover
74252,10,Tree cover
74295,10,Tree cover
4892,30,Grassland
5603,20,Shrubland
8158,20,Shrubland
8530,10,Tree cover
15160,10,Tree cover
40862,10,Tree cover
47869,30,Grassland
59137,20,Shrubland
76040,30,Grassland
80378,10,Tree cover
86744,10,Tree cover
10431,10,Tree cover
11436,10,Tree cover
11597,10,Tree cover
12764,10,Tree cover
14475,10,Tree cover
14585,10,Tree cover
15102,10,Tree cover
16594,10,Tree cover
18521,10,Tree cover
18696,10,Tree cover
20455,10,Tree cover
22146,10,Tree cover
22566,10,Tree cover
26905,10,Tree cover
41342,10,Tree cover
54285,10,Tree cover
75612,10,Tree cover
76157,10,Tree cover
12290,20,Shrubland
45578,10,Tree cover
46689,50,Built-up
46721,20,Shrubland
46723,10,Tree cover
46809,10,Tree cover
46832,10,Tree cover
17119,10,Tree cover
41548,10,Tree cover
46605,30,Grassland
46623,10,Tree cover
46751,10,Tree cover
51427,10,Tree cover
51429,10,Tree cover
53871,10,Tree cover
53921,10,Tree cover
63864,30,Grassland
66953,10,Tree cover
18033,20,Shrubland
18399,30,Grassland
18999,10,Tree cover
19097,10,Tree cover
22190,10,Tree cover
30691,10,Tree cover
18541,10,Tree cover
22405,10,Tree cover
22483,10,Tree cover
35300,10,Tree cover
46900,10,Tree cover
47701,10,Tree cover
54300,10,Tree cover
55806,10,Tree cover
56834,10,Tree cover
57629,10,Tree cover
59096,10,Tree cover
59634,10,Tree cover
59875,10,Tree cover
61534,10,Tree cover
62759,10,Tree cover
84183,10,Tree cover
