as_of,outlet,published_idr,ours_idr,difference_idr,pct_difference,url
2026-08-09,Liputan6,179720000000,179794906444,74906444,0.042,https://www.liputan6.com/bisnis/read/8265525/transaksi-koperasi-merah-putih-tembus-rp-179-miliar-beras-terlaris
