cooperative_id,name,province,district,subdistrict,latitude,longitude,type,n_at_coord
251,KOPERASI DESA MERAH PUTIH BIS AGATS,PAPUA SELATAN,KAB. ASMAT,Agats,-5.54689528,138.1492912,exact_duplicate_coordinate,2
492,KOPERASI KELURAHAN MERAH PUTIH PALABUHANRATU,JAWA BARAT,KAB. SUKABUMI,Palabuhanratu,-6.99593313,106.5546373,exact_duplicate_coordinate,2
600,KOPERASI DESA MERAH PUTIH PANGKALAN BENTENG KECAMATAN TALANG KELAPA,SUMATERA SELATAN,KAB. BANYUASIN,Talang Kelapa,-2.86407887,104.6676797,exact_duplicate_coordinate,2
1130,KOPERASI DESA MERAH PUTIH CANDI BUMI AYU,SUMATERA SELATAN,KAB. PENUKAL ABAB LEMATANG ILIR,Tanah Abang,-3.3496533,104.0862369,exact_duplicate_coordinate,2
1364,KOPERASI DESA MERAH PUTIH SINUNUKAN I,SUMATERA UTARA,KAB. MANDAILING NATAL,Sinunukan,0.51875604,99.20912034,exact_duplicate_coordinate,2
1366,KOPERASI DESA MERAH PUTIH SINUNUKAN I CENTRAL,SUMATERA UTARA,KAB. MANDAILING NATAL,Sinunukan,0.51875604,99.20912034,exact_duplicate_coordinate,2
1548,KOPERASI DESA MERAH PUTIH POPAYA,GORONTALO,KAB. POHUWATO,Dengilo,0.53762415,122.0632157,exact_duplicate_coordinate,2
2337,KOPERASI DESA MERAH PUTIH SAMBUEJA,SULAWESI SELATAN,KAB. MAROS,Simbang,-5.04275744,119.6500671,exact_duplicate_coordinate,2
2503,KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN PANGURAGAN,JAWA BARAT,KAB. CIREBON,Panguragan,-6.60704594,108.471633,exact_duplicate_coordinate,2
2515,KOPERASI DESA MERAH PUTIH PILANGSARI KECAMATAN KEDAWUNG,JAWA BARAT,KAB. CIREBON,Kedawung,-6.6987979,108.5369097,exact_duplicate_coordinate,2
2753,KOPERASI DESA MERAH PUTIH KAMPUNG MARTAIM,PAPUA BARAT DAYA,KAB. MAYBRAT,Aifat,-1.30149174,132.4681412,exact_duplicate_coordinate,2
3276,KOPERASI DESA MERAH PUTIH PALIPU,SULAWESI SELATAN,KAB. TANA TORAJA,Mengkendek,-3.14226818,119.864116,exact_duplicate_coordinate,2
3399,KOPERASI DESA MERAH PUTIH SIPAYO,GORONTALO,KAB. POHUWATO,Dengilo,0.53762415,122.0632157,exact_duplicate_coordinate,2
3895,KOPERASI DESA MERAH PUTIH PERKEBUNAN SEI BALAI KECAMATAN SEI BALAI,SUMATERA UTARA,KAB. BATU BARA,Sei Balai,3.12804137,99.58222915,exact_duplicate_coordinate,2
4286,KOPERASI DESA MERAH PUTIH SEI BALAI KECAMATAN SEI BALAI,SUMATERA UTARA,KAB. BATU BARA,Sei Balai,3.12804137,99.58222915,exact_duplicate_coordinate,2
5243,KOPERASI KELURAHAN MERAH PUTIH LIMA ILIR,SUMATERA SELATAN,KOTA PALEMBANG,Ilir Timur Dua,-2.9657792,104.7772728,exact_duplicate_coordinate,2
5789,KOPERASI DESA MERAH PUTIH SYARIAH MUNGKUR,ACEH,KAB. ACEH TENGAH,Linge,3.42902356,97.81916451,exact_duplicate_coordinate,2
5829,KOPERASI DESA MERAH PUTIH SUNGAI SIMBAR,RIAU,KAB. INDRAGIRI HILIR,Kateman,0.08530646,103.7228188,exact_duplicate_coordinate,2
5863,KOPERASI DESA MERAH PUTIH BOSSO TIMUR,SULAWESI SELATAN,KAB. LUWU,Walenrang Utara,-2.81561264,120.1224089,exact_duplicate_coordinate,2
5874,KOPERASI DESA MERAH PUTIH KAPUK KECAMATAN PEMULUTAN SELATAN,SUMATERA SELATAN,KAB. OGAN ILIR,Pemulutan Selatan,-3.20467922,104.7661744,exact_duplicate_coordinate,2
6025,KOPERASI DESA MERAH PUTIH SYARIAH PONDOK BARU,ACEH,KAB. BENER MERIAH,Bandar,4.75359984,96.92089304,exact_duplicate_coordinate,2
6032,KOPERASI DESA MERAH PUTIH KALIWUNGU KUDUS,JAWA TENGAH,KAB. KUDUS,Kaliwungu,-7.46441197,110.6216777,exact_duplicate_coordinate,2
6099,KOPERASI DESA MERAH PUTIH MAKMUR JAYA KECAMATAN KATEMAN,RIAU,KAB. INDRAGIRI HILIR,Kateman,0.08530646,103.7228188,exact_duplicate_coordinate,2
6834,KOPERASI DESA MERAH PUTIH NGLABAN KECAMATAN LOCERET,JAWA TIMUR,KAB. NGANJUK,Loceret,-7.62988965,111.9006931,exact_duplicate_coordinate,2
6914,KOPERASI DESA MERAH PUTIH DESA NANGA DANAU,KALIMANTAN BARAT,KAB. KAPUAS HULU,Boyan Tanjung,0.57733447,112.4997619,exact_duplicate_coordinate,2
6945,KOPERASI DESA MERAH PUTIH COKO ENAU,BENGKULU,KAB. KAUR,Kaur Utara,-4.50628713,103.2132405,exact_duplicate_coordinate,2
7589,KOPERASI DESA MERAH PUTIH MASSULOWALIE,SULAWESI SELATAN,KAB. PINRANG,Mattiro Sompe,-3.84403692,119.5618922,exact_duplicate_coordinate,2
7634,KOPERASI KELURAHAN MERAH PUTIH LANGNGA,SULAWESI SELATAN,KAB. PINRANG,Mattiro Sompe,-3.85077969,119.5299437,exact_duplicate_coordinate,2
7931,KOPERASI DESA MERAH PUTIH PERING SARI,BALI,KAB. KARANGASEM,Selat,-8.43866374,115.4796965,exact_duplicate_coordinate,2
8324,KOPERASI DESA MERAH PUTIH LAWOILA,SULAWESI TENGGARA,KAB. KONAWE SELATAN,Konda,-4.10892192,122.5181103,exact_duplicate_coordinate,2
8345,KOPERASI KELURAHAN MERAH PUTIH LILUWO,GORONTALO,KOTA GORONTALO,Kota Tengah,0.5632856,123.0565329,exact_duplicate_coordinate,2
8825,KOPERASI KELURAHAN MERAH PUTIH KELURAHAN MANARANG,SULAWESI SELATAN,KAB. PINRANG,Mattiro Bulu,-3.84359594,119.6527558,exact_duplicate_coordinate,2
8827,KOPERASI DESA MERAH PUTIH LAYWO JAYA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur,-4.92338155,122.3339959,exact_duplicate_coordinate,2
8905,KOPERASI KELURAHAN MERAH PUTIH KELURAHAN PEKKABATA,SULAWESI SELATAN,KAB. PINRANG,Duampanua,-3.69032743,119.5446928,exact_duplicate_coordinate,2
8958,KOPERASI KELURAHAN MERAH PUTIH KELURAHAN LALENG BATA,SULAWESI SELATAN,KAB. PINRANG,Paleteang,-3.78550365,119.6679922,exact_duplicate_coordinate,2
8964,KOPERASI DESA MERAH PUTIH SUKARESMI KECAMATAN SUKARESMI KABUPATEN CIANJUR,JAWA BARAT,KAB. CIANJUR,Sukaresmi,-6.72181847,107.12256918,exact_duplicate_coordinate,2
9586,KOPERASI DESA MERAH PUTIH NANGA DANAU,KALIMANTAN BARAT,KAB. KAPUAS HULU,Boyan Tanjung,0.57733447,112.4997619,exact_duplicate_coordinate,2
9592,KOPERASI DESA MERAH PUTIH GARUDA PUSAKA INDONESIA,JAWA BARAT,KAB. SUKABUMI,Palabuhanratu,-6.99593313,106.5546373,exact_duplicate_coordinate,2
9695,KOPERASI DESA MERAH PUTIH SUKOREJO KECAMATAN LOCERET,JAWA TIMUR,KAB. NGANJUK,Loceret,-7.62988965,111.9006931,exact_duplicate_coordinate,2
9718,KOPERASI DESA MERAH PUTIH MASSULOWALIE KECAMATAN MATTIRO SOMPE,SULAWESI SELATAN,KAB. PINRANG,Mattiro Sompe,-3.84403692,119.5618922,exact_duplicate_coordinate,2
9751,KOPERASI KELURAHAN MERAH PUTIH LANGNGA KECAMATAN MATTIRO SOMPE,SULAWESI SELATAN,KAB. PINRANG,Mattiro Sompe,-3.85077969,119.5299437,exact_duplicate_coordinate,2
9766,KOPERASI DESA MERAH PUTIH TUBYAL,MALUKU,KOTA TUAL,Pulau-Pulau Kur,-5.32762371,132.006986,exact_duplicate_coordinate,2
9777,KOPERASI DESA MERAH PUTIH FINUALEN,MALUKU,KOTA TUAL,Pulau-Pulau Kur,-5.32762371,132.006986,exact_duplicate_coordinate,2
9833,KOPERASI DESA MERAH PUTIH SYARIAH GEWAT KECAMATAN LINGE,ACEH,KAB. ACEH TENGAH,Linge,3.41892069,97.81514779,exact_duplicate_coordinate,2
9976,KOPERASI DESA MERAH PUTIH KAMPUNG BERU,SULAWESI SELATAN,KAB. TAKALAR,Galesong,-5.3129796,119.3671655,exact_duplicate_coordinate,2
10650,KOPERASI DESA MERAH PUTIH ATURAN MUMPO II,BENGKULU,KAB. BENGKULU TENGAH,Pematang Tiga,-3.61783906,102.2212829,exact_duplicate_coordinate,2
10661,KOPERASI DESA MERAH PUTIH SYARIAH KAMPONG JABI JABI BARAT,ACEH,KOTA SUBULUSSALAM,Sultan Daulat,2.80662056,97.87336666,exact_duplicate_coordinate,2
10882,KOPERASI DESA MERAH PUTIH PARANGINA,NUSA TENGGARA BARAT,KAB. BIMA,Sape,-6.94327692,109.6338638,exact_duplicate_coordinate,2
10887,KOPERASI DESA MERAH PUTIH PASIR PUTIH,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Barat,-4.03220792,122.9841378,exact_duplicate_coordinate,2
10891,KOPERASI DESA MERAH PUTIH SYARIAH TENGGULUN KECAMATAN TENGGULUN KABUPATEN ACEH TAMIANG,ACEH,KAB. ACEH TAMIANG,Tenggulun,3.98210063,97.97338392,exact_duplicate_coordinate,2
11646,KOPERASI DESA MERAH PUTIH POJA,JAWA TENGAH,KAB. PEKALONGAN,Kedungwuni,-6.95957,109.66502333,exact_duplicate_coordinate,2
11710,KOPERASI DESA MERAH PUTIH SIMBANG,SULAWESI SELATAN,KAB. MAROS,Simbang,-5.04275744,119.6500671,exact_duplicate_coordinate,2
11730,KOPERASI DESA MERAH PUTIH SYARIAH SUMBER MAKMUR KECAMATAN TENGGULUN,ACEH,KAB. ACEH TAMIANG,Tenggulun,3.98210063,97.97338392,exact_duplicate_coordinate,2
11792,KOPERASI DESA MERAH PUTIH GEDUNG SAKO DUA,BENGKULU,KAB. KAUR,Kaur Selatan,-4.77029381,103.3785358,exact_duplicate_coordinate,2
11868,KOPERASI DESA MERAH PUTIH WATORUMBE,SULAWESI TENGGARA,KAB. BUTON TENGAH,Mawasangka Tengah,-5.36526008,122.3601221,exact_duplicate_coordinate,2
11870,KOPERASI DESA MERAH PUTIH TUMBU TUMBU JAYA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Tengah,-4.09822132,122.9482922,exact_duplicate_coordinate,2
12666,KOPERASI KELURAHAN MERAH PUTIH PAMOYANAN KECAMATAN CIANJUR,JAWA BARAT,KAB. CIANJUR,Cianjur,-6.82008831,107.1346177,exact_duplicate_coordinate,2
13141,KOPERASI DESA MERAH PUTIH KELURAHAN CISAUK,BANTEN,KAB. TANGERANG,Cisauk,-6.33257009,106.6254715,exact_duplicate_coordinate,2
13376,KOPERASI DESA MERAH PUTIH SYARIAH TANJUNG MULIA KECAMATAN BENDAHARA,ACEH,KAB. ACEH TAMIANG,Bendahara,5.09462621,97.20627667,exact_duplicate_coordinate,2
13411,KOPERASI DESA MERAH PUTIH DESA PANGKALAN BENTENG,SUMATERA SELATAN,KAB. BANYUASIN,Talang Kelapa,-2.86407887,104.6676797,exact_duplicate_coordinate,2
13462,KOPERASI DESA MERAH PUTIH NAGARI TANJUNG ALAI KABUPATEN SOLOK,SUMATERA BARAT,KAB. SOLOK,X Koto Singkarak,-1.24554862,100.473952,exact_duplicate_coordinate,2
13492,KOPERASI DESA MERAH PUTIH SEPANYUL,JAWA TIMUR,KAB. JOMBANG,Gudo,-7.61545122,112.1773735,exact_duplicate_coordinate,2
13617,KOPERASI DESA MERAH PUTIH KEKEA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Tenggara,-4.14751262,123.19345,exact_duplicate_coordinate,2
13625,KOPERASI DESA MERAH PUTIH SYARIAH ANTARA KECAMATAN LINGE KABUPATEN ACEH TENGAH,ACEH,KAB. ACEH TENGAH,Linge,3.47136928,97.53235525,exact_duplicate_coordinate,2
13636,KOPERASI DESA MERAH PUTIH SYARIAH GUNUNG MUSARA,ACEH,KAB. BENER MERIAH,Bener Kelipah,4.77371793,96.91734684,exact_duplicate_coordinate,2
13640,KOPERASI DESA MERAH PUTIH MEDANA,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,Tanjung,-8.38351849,116.1346719,exact_duplicate_coordinate,2
13840,KOPERASI DESA MERAH PUTIH TUMBU TUMBU JAYA BAHO PUU WULU,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Tengah,-4.09822132,122.9482922,exact_duplicate_coordinate,2
14190,KOPERASI DESA MERAH PUTIH LEPPANGAN KECAMATAN PATAMPANUA,SULAWESI SELATAN,KAB. PINRANG,Patampanua,-3.72129947,119.6284045,exact_duplicate_coordinate,2
15365,KOPERASI KELURAHAN MERAH PUTIH PEKKABATA,SULAWESI SELATAN,KAB. PINRANG,Duampanua,-3.69032743,119.5446928,exact_duplicate_coordinate,2
15399,KOPERASI DESA MERAH PUTIH SYARIAH KAMPONG PENANGGALAN TIMUR,ACEH,KOTA SUBULUSSALAM,Penanggalan,2.62733413,98.01862028,exact_duplicate_coordinate,2
15427,KOPERASI DESA MERAH PUTIH BALI LOKU,NUSA TENGGARA TIMUR,KAB. SUMBA BARAT,Wanokaka,-8.41375279,124.3800828,exact_duplicate_coordinate,2
15530,KOPERASI DESA MERAH PUTIH NAGARI LUBUK GADANG SELATAN,SUMATERA BARAT,KAB. SOLOK SELATAN,Sangir,-1.63254896,101.2024111,exact_duplicate_coordinate,2
15596,KOPERASI DESA MERAH PUTIH SELAT KECAMATAN SELAT,BALI,KAB. KARANGASEM,Selat,-8.43866374,115.4796965,exact_duplicate_coordinate,2
15777,KOPERASI DESA MERAH PUTIH PLUPUH KECAMATAN PLUPUH,JAWA TENGAH,KAB. SRAGEN,Plupuh,-7.44062261,110.8893602,exact_duplicate_coordinate,2
15930,KOPERASI DESA MERAH PUTIH SYARIAH SANEHEN,ACEH,KAB. ACEH TENGAH,Silih Nara,3.30834237,97.89726981,exact_duplicate_coordinate,2
15968,KOPERASI DESA MERAH PUTIH TIK JENIAK,BENGKULU,KAB. LEBONG,Lebong Selatan,-3.24919063,102.3171954,exact_duplicate_coordinate,2
16019,KOPERASI DESA MERAH PUTIH LALOWATA,SULAWESI TENGGARA,KAB. KONAWE,Latoma,-4.03074134,122.1549885,exact_duplicate_coordinate,2
16280,KOPERASI DESA MERAH PUTIH SYARIAH BLANG CUT KECAMATAN PEUSANGAN,ACEH,KAB. BIREUEN,Peusangan Selatan,5.16849069,96.78927332,exact_duplicate_coordinate,2
16285,KOPERASI DESA MERAH PUTIH SYARIAH BLANG CUT KECAMATAN PEUSANGAN SELATAN,ACEH,KAB. BIREUEN,Peusangan Selatan,5.16849069,96.78927332,exact_duplicate_coordinate,2
16344,KOPERASI DESA MERAH PUTIH DESA BRASAU KECAMATAN TEBING TINGGI,JAMBI,KAB. TANJUNG JABUNG BARAT,Tungkal Ulu,-1.06831108,103.084054,exact_duplicate_coordinate,2
16595,KOPERASI DESA MERAH PUTIH DESA LUBUK MAYAN,JAMBI,KAB. BUNGO,Rantau Pandan,-1.61554002,101.9998165,exact_duplicate_coordinate,2
16649,KOPERASI DESA MERAH PUTIH WATORUMBE BATA,SULAWESI TENGGARA,KAB. BUTON TENGAH,Mawasangka Tengah,-5.36526008,122.3601221,exact_duplicate_coordinate,2
16669,KOPERASI DESA MERAH PUTIH KUTU KULON KECAMATAN JETIS,JAWA TIMUR,KAB. PONOROGO,Jetis,-7.96187757,111.4695986,exact_duplicate_coordinate,2
16677,KOPERASI DESA MERAH PUTIH BETON KECAMATAN SIMAN,JAWA TIMUR,KAB. PONOROGO,Siman,-7.88232884,111.4904125,exact_duplicate_coordinate,2
16691,KOPERASI DESA MERAH PUTIH NGASINAN KECAMATAN JETIS,JAWA TIMUR,KAB. PONOROGO,Jetis,-7.96187757,111.4695986,exact_duplicate_coordinate,2
16855,KOPERASI DESA MERAH PUTIH LEPPANGANG KECAMATAN PATAMPANUA,SULAWESI SELATAN,KAB. PINRANG,Patampanua,-3.72129947,119.6284045,exact_duplicate_coordinate,2
16980,KOPERASI DESA MERAH PUTIH SIMAN KECAMATAN SIMAN,JAWA TIMUR,KAB. PONOROGO,Siman,-7.88232884,111.4904125,exact_duplicate_coordinate,2
17577,KOPERASI DESA MERAH PUTIH DATENGAN,JAWA TIMUR,KAB. KEDIRI,Grogol,-7.7553085,112.0235412,exact_duplicate_coordinate,2
19125,KOPERASI DESA MERAH PUTIH SYARIAH TANJONG KECAMATAN LHOKNGA,ACEH,KAB. ACEH BESAR,Lhoknga,4.59882125,97.01300521,exact_duplicate_coordinate,2
19209,KOPERASI DESA MERAH PUTIH TENGGAYUN RAYA,RIAU,KAB. KEPULAUAN MERANTI,Rangsang Pesisir,1.1116804,102.867988,exact_duplicate_coordinate,2
19296,KOPERASI DESA MERAH PUTIH NAGARI LUBUK GADANG SELATAN SOLOK SELATAN,SUMATERA BARAT,KAB. SOLOK SELATAN,Sangir,-1.63254896,101.2024111,exact_duplicate_coordinate,2
19351,KOPERASI DESA MERAH PUTIH DESA BRASAU KECAMATAN TUNGKAL ULU,JAMBI,KAB. TANJUNG JABUNG BARAT,Tungkal Ulu,-1.06831108,103.084054,exact_duplicate_coordinate,2
19364,KOPERASI DESA MERAH PUTIH SYARIAH CALO BLANG GELE KECAMATAN BEBESEN KABUPATEN ACEH TENGAH,ACEH,KAB. ACEH TENGAH,Bebesen,4.63310874,96.79931594,exact_duplicate_coordinate,2
19382,KOPERASI DESA MERAH PUTIH HUTA BANGUN JAE,SUMATERA UTARA,KAB. MANDAILING NATAL,Bukit Malintang,0.97767343,99.56270028,exact_duplicate_coordinate,2
19549,KOPERASI DESA MERAH PUTIH GUNUNG TIGA SATU,BENGKULU,KAB. KAUR,Semidang Gumay,-4.67353266,103.2621786,exact_duplicate_coordinate,2
19776,KOPERASI KELURAHAN MERAH PUTIH CIBADUYUT WETAN,JAWA BARAT,KOTA BANDUNG,Bojongloa Kidul,-6.95326684,107.5931568,exact_duplicate_coordinate,2
19856,KOPERASI KELURAHAN MERAH PUTIH JATI BERSINAR CIPUNAGARA,JAWA BARAT,KAB. SUBANG,Cipunagara,-6.46405061,107.8343939,exact_duplicate_coordinate,2
20099,KOPERASI DESA MERAH PUTIH TILOTE KECAMATAN TILANGO,GORONTALO,KAB. GORONTALO,Tilango,0.55699379,123.0203985,exact_duplicate_coordinate,2
20419,KOPERASI DESA MERAH PUTIH MATA LANGARA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Barat,-4.03220792,122.9841378,exact_duplicate_coordinate,2
20422,KOPERASI DESA MERAH PUTIH KAMPUNG BERU KECAMATAN GALESONG,SULAWESI SELATAN,KAB. TAKALAR,Galesong,-5.3129796,119.3671655,exact_duplicate_coordinate,2
20519,KOPERASI DESA MERAH PUTIH KAMPUNG ORANSBARI,PAPUA BARAT,KAB. MANOKWARI SELATAN,Oransbari,-1.33708348,134.2587678,exact_duplicate_coordinate,2
20656,KOPERASI DESA MERAH PUTIH PLUMBON GAMBANG,JAWA TIMUR,KAB. JOMBANG,Gudo,-7.61545122,112.1773735,exact_duplicate_coordinate,2
20831,KOPERASI DESA MERAH PUTIH BONEA MAKMUR,SULAWESI SELATAN,KAB. KEPULAUAN SELAYAR,Bontomanai,-6.04732765,120.5386134,exact_duplicate_coordinate,2
20872,KOPERASI DESA MERAH PUTIH SYARIAH GARUT,ACEH,KAB. GAYO LUES,Terangun,4.07891957,97.05467944,exact_duplicate_coordinate,2
20977,KOPERASI DESA MERAH PUTIH PINANG JAWA II,BENGKULU,KAB. KAUR,Kinal,-4.59626949,103.2834502,exact_duplicate_coordinate,2
21044,KOPERASI DESA MERAH PUTIH ILE GERONG,NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,Titehena,-8.40827354,122.7898207,exact_duplicate_coordinate,2
21055,KOPERASI DESA MERAH PUTIH WELU JAYA,NUSA TENGGARA TIMUR,KAB. MANGGARAI,Cibal,-8.52031073,120.5189534,exact_duplicate_coordinate,2
21145,KOPERASI DESA MERAH PUTIH OFA PADANG MAHONDANG,SUMATERA UTARA,KAB. ASAHAN,Pulau Rakyat,2.33434084,99.06486085,exact_duplicate_coordinate,2
21566,KOPERASI DESA MERAH PUTIH AMOROME UTAMA,SULAWESI TENGGARA,KAB. KONAWE UTARA,Asera,-3.46214522,122.0628927,exact_duplicate_coordinate,2
22556,KOPERASI DESA MERAH PUTIH PUCUNGROTO KECAMATAN KAJORAN,JAWA TENGAH,KAB. MAGELANG,Kajoran,-7.4612195,110.146435,exact_duplicate_coordinate,2
22705,KOPERASI DESA MERAH PUTIH DESA NGEBRAK,JAWA TIMUR,KAB. KEDIRI,Gampengrejo,-7.7553085,112.0235412,exact_duplicate_coordinate,2
23106,KOPERASI DESA MERAH PUTIH PASIRTANJUNG CIKARANG PUSAT,JAWA BARAT,KAB. BEKASI,Cikarang Pusat,-6.16169332,107.018779,exact_duplicate_coordinate,2
23230,KOPERASI DESA MERAH PUTIH SYARIAH KAMPONG JABI JABI,ACEH,KOTA SUBULUSSALAM,Sultan Daulat,2.80662056,97.87336666,exact_duplicate_coordinate,2
23732,KOPERASI DESA MERAH PUTIH BANYU URIP KECAMATAN PRAYA BARAT,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Barat,-8.8029797,116.2374055,exact_duplicate_coordinate,2
23866,KOPERASI DESA MERAH PUTIH KATENG,NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,Praya Barat,-8.8029797,116.2374055,exact_duplicate_coordinate,2
24050,KOPERASI DESA MERAH PUTIH RANDANAN,SULAWESI SELATAN,KAB. TANA TORAJA,Mengkendek,-3.14226818,119.864116,exact_duplicate_coordinate,2
24770,KOPERASI DESA MERAH PUTIH RIGANGAN,BENGKULU,KAB. KAUR,Kelam Tengah,-4.54639715,103.1940932,exact_duplicate_coordinate,2
24818,KOPERASI KELURAHAN MERAH PUTIH PELAPIS,KALIMANTAN BARAT,KAB. KAYONG UTARA,Kepulauan Karimata,-1.2152924,109.2449573,exact_duplicate_coordinate,2
24981,KOPERASI DESA MERAH PUTIH BANJAREJO KECAMATAN KALIANGKRIK,JAWA TENGAH,KAB. MAGELANG,Kaliangkrik,-7.4612195,110.146435,exact_duplicate_coordinate,2
25121,KOPERASI DESA MERAH PUTIH AFDELING SATU,SUMATERA UTARA,KAB. LABUHANBATU,Bilah Barat,2.10833752,99.79667317,exact_duplicate_coordinate,2
25189,KOPERASI DESA MERAH PUTIH DESA MATITI II KECAMATAN DOLOKSANGGUL,SUMATERA UTARA,KAB. HUMBANG HASUNDUTAN,Dolok Sanggul,2.26354733,98.70960977,exact_duplicate_coordinate,2
25254,KOPERASI KELURAHAN MERAH PUTIH MAULAFA,NUSA TENGGARA TIMUR,KOTA KUPANG,Maulafa,-10.18769606,123.622913,exact_duplicate_coordinate,2
25459,KOPERASI DESA MERAH PUTIH SENTANGAU JAYA KECAMATAN SELUAS,KALIMANTAN BARAT,KAB. BENGKAYANG,Seluas,1.27003952,109.7906488,exact_duplicate_coordinate,2
25503,KOPERASI KELURAHAN MERAH PUTIH WATUNDEHOA,SULAWESI TENGGARA,KAB. KONAWE,Puriala,-4.03074134,122.1549885,exact_duplicate_coordinate,2
25787,KOPERASI DESA MERAH PUTIH KARUNGAN PLUPUH,JAWA TENGAH,KAB. SRAGEN,Plupuh,-7.44062261,110.8893602,exact_duplicate_coordinate,2
25862,KOPERASI DESA MERAH PUTIH DIMBA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur Laut,-4.0591368,123.2146397,exact_duplicate_coordinate,2
26038,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BLANG CUT KECAMATAN MEURAH DUA,ACEH,KAB. PIDIE JAYA,Meurah Dua,5.24164753,96.26036517,exact_duplicate_coordinate,2
26168,KOPERASI DESA MERAH PUTIH HILIMBARUZO KECAMATAN MANDREHE UTARA,SUMATERA UTARA,KAB. NIAS BARAT,Mandrehe Utara,1.12411703,97.52670708,exact_duplicate_coordinate,2
27181,KOPERASI DESA MERAH PUTIH POOM II,PAPUA,KAB. KEPULAUAN YAPEN,Poom,-1.62326241,135.5585375,exact_duplicate_coordinate,2
27295,KOPERASI DESA MERAH PUTIH MANGGANIPI,NUSA TENGGARA TIMUR,KAB. SUMBA BARAT DAYA,Kodi Utara,-9.39970332,119.1985123,exact_duplicate_coordinate,2
27333,KOPERASI DESA MERAH PUTIH BABELANKOTA BABELAN,JAWA BARAT,KAB. BEKASI,Babelan,-6.16169332,107.018779,exact_duplicate_coordinate,2
27369,KOPERASI DESA MERAH PUTIH DIMBA,SULAWESI TENGGARA,KAB. KONAWE KEPULAUAN,Wawonii Timur Laut,-4.0591368,123.2146397,exact_duplicate_coordinate,2
27692,KOPERASI DESA MERAH PUTIH BOJONG PAMEUNGPEUK,JAWA BARAT,KAB. GARUT,Pameungpeuk,-7.6586428,107.7172444,exact_duplicate_coordinate,2
28273,KOPERASI DESA MERAH PUTIH WAKUMORO KECAMATAN PARIGI,SULAWESI TENGGARA,KAB. MUNA,Parigi,-5.0750377,122.4898137,exact_duplicate_coordinate,2
28338,KOPERASI DESA MERAH PUTIH KAYU DUJUNG,KALIMANTAN BARAT,KAB. SINTANG,Ketungau Tengah,0.78906839,111.672921,exact_duplicate_coordinate,2
28689,KOPERASI DESA MERAH PUTIH MANAINI,PAPUA,KAB. KEPULAUAN YAPEN,Yapen Selatan,-1.87456752,136.2584854,exact_duplicate_coordinate,2
28752,KOPERASI DESA MERAH PUTIH KARANGSETRA KECAMATAN KORONCONG,BANTEN,KAB. PANDEGLANG,Koroncong,-6.3215021,106.1428991,exact_duplicate_coordinate,2
29039,KOPERASI DESA MERAH PUTIH SINDANGHAYU KECAMATAN BANJARSARI,JAWA BARAT,KAB. CIAMIS,Banjarsari,-7.48584986,108.5991228,exact_duplicate_coordinate,2
29092,KOPERASI DESA MERAH PUTIH KERTAWANGUN KECAMATAN SEDONG,JAWA BARAT,KAB. CIREBON,Sedong,-6.86618345,108.547422,exact_duplicate_coordinate,2
29094,KOPERASI DESA MERAH PUTIH TINELO KECAMATAN TILANGO,GORONTALO,KAB. GORONTALO,Tilango,0.55699379,123.0203985,exact_duplicate_coordinate,2
29154,KOPERASI KELURAHAN MERAH PUTIH CIBADUYUT,JAWA BARAT,KOTA BANDUNG,Bojongloa Kidul,-6.95326684,107.5931568,exact_duplicate_coordinate,2
29251,KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN SEDONG,JAWA BARAT,KAB. CIREBON,Sedong,-6.86618345,108.547422,exact_duplicate_coordinate,2
29395,KOPERASI DESA MERAH PUTIH RIGANGAN II,BENGKULU,KAB. KAUR,Kelam Tengah,-4.54639715,103.1940932,exact_duplicate_coordinate,2
29486,KOPERASI DESA MERAH PUTIH MAKMUR JAYA GAYAU,LAMPUNG,KAB. PESAWARAN,Padang Cermin,-5.64253955,105.1692523,exact_duplicate_coordinate,2
29587,KOPERASI DESA MERAH PUTIH LOMBONG TIMUR,SULAWESI BARAT,KAB. MAJENE,Malunda,-2.98417328,118.8699768,exact_duplicate_coordinate,2
29886,KOPERASI DESA MERAH PUTIH KUALA KARANG KECAMATAN TELUK PAKEDAI,KALIMANTAN BARAT,KAB. KUBU RAYA,Teluk Pakedai,-0.516972,109.132972,exact_duplicate_coordinate,2
30069,KOPERASI DESA MERAH PUTIH SELENGEN KECAMATAN KAYANGAN,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,Kayangan,-8.38837408,116.3661395,exact_duplicate_coordinate,2
