cluster_id,size,province,n_districts,centroid_lat,centroid_lon,median_m_to_nearest_other,n_linked,sum_transaction_value,n_reporting
886553c85bfffff,2,ACEH,1,5.443818815,95.389435755,437.1388661225935,2,0.0,0
8865529139fffff,2,ACEH,1,5.189397755,96.39011188,518.8859197721595,2,0.0,0
886552912bfffff,2,ACEH,1,5.19421382,96.40530625,401.09805141163747,2,0.0,0
8865529123fffff,2,ACEH,1,5.201582849999999,96.39924549,527.928625807663,2,0.0,0
8865529105fffff,2,ACEH,1,5.188705994999999,96.41070209,424.24439508315214,2,0.0,0
88655285e9fffff,2,ACEH,1,5.256476725,96.08295297999999,445.0872214934939,2,0.0,0
88655285d5fffff,2,ACEH,1,5.2446672450000005,96.05386428,446.95682546873974,2,0.0,0
88655285b9fffff,2,ACEH,2,5.26747533,96.044821465,327.1468206330964,2,0.0,0
88655285b3fffff,2,ACEH,1,5.2778662999999995,96.03267678,558.0948738632906,1,0.0,0
88655285abfffff,2,ACEH,1,5.27738821,96.057086625,494.6651858945879,2,0.0,0
886553c9b1fffff,2,ACEH,1,5.548964765,95.35502156000001,617.2188318495985,2,0.0,0
886553c9adfffff,2,ACEH,1,5.553287735,95.387771915,505.85805563507455,1,0.0,0
886553c9a7fffff,2,ACEH,1,5.561844425,95.374550355,516.0554476042753,2,0.0,0
886553c99dfffff,2,ACEH,1,5.52323701,95.35733984999999,464.7573328130794,2,0.0,0
886553c99bfffff,2,ACEH,1,5.5170278150000005,95.34789155499999,640.9063904704877,2,0.0,0
886553c995fffff,2,ACEH,1,5.53140241,95.35222963000001,292.3984655210087,2,0.0,0
886553c98dfffff,2,ACEH,1,5.53006538,95.38182299,363.3092602517543,2,0.0,0
886553caa5fffff,2,ACEH,1,5.45004975,95.37430855,438.7354133066386,2,0.0,0
886553ca61fffff,2,ACEH,1,5.42448649,95.453018735,544.2857346460454,1,0.0,0
886553ca29fffff,2,ACEH,1,5.43342821,95.439876675,542.2323312187458,2,0.0,0
886553ca27fffff,2,ACEH,1,5.4482533449999995,95.43013969,460.28956581907096,2,0.0,0
886553c9e1fffff,2,ACEH,1,5.53885972,95.39444678999999,569.9798431264263,1,0.0,0
886553c9d9fffff,2,ACEH,1,5.499687465,95.37412929999999,532.0664059988006,1,0.0,0
886553c9d3fffff,2,ACEH,1,5.5084707250000005,95.35879247,564.1944136371133,2,0.0,0
886553c9d1fffff,2,ACEH,1,5.50711893,95.36697612,515.8717876623325,1,0.0,0
886553c9cbfffff,2,ACEH,1,5.505461355,95.38542630500001,548.2556804815342,2,0.0,0
886553c9c7fffff,2,ACEH,1,5.52239169,95.38620683,671.3771563601331,2,0.0,0
886553c9c3fffff,2,ACEH,1,5.5134977,95.382388255,543.1500157657993,2,0.0,0
886553c9bdfffff,2,ACEH,1,5.547502545,95.36461454,477.1541452285761,2,0.0,0
886553c9b7fffff,2,ACEH,1,5.555129645,95.352814325,592.5167191929595,2,0.0,0
886553c9b5fffff,2,ACEH,1,5.5552734,95.3633945,471.93952550738493,2,0.0,0
8865529183fffff,2,ACEH,1,5.185582585,96.329228375,302.73404852800985,0,0.0,0
8865529181fffff,2,ACEH,1,5.1837751,96.339450175,690.4515257915433,2,0.0,0
886553db07fffff,2,ACEH,1,5.35964136,95.58105406,485.4700777389053,2,0.0,0
886553d997fffff,2,ACEH,1,5.414278125,95.46941477,212.0906880830637,2,0.0,0
886553d995fffff,2,ACEH,1,5.41533457,95.476149465,398.99475846509597,2,0.0,0
886553d993fffff,2,ACEH,1,5.4087626150000006,95.462630615,426.4415901617084,2,0.0,0
886553d98dfffff,2,ACEH,1,5.407748915,95.50021736,420.27008584599804,2,0.0,0
886553d951fffff,2,ACEH,1,5.38458313,95.549839315,619.842441152164,0,0.0,0
886553d867fffff,2,ACEH,1,5.368233555,95.53766084,658.8574167700286,1,0.0,0
886553d825fffff,2,ACEH,1,5.38604769,95.53022383999999,735.3228447312497,2,0.0,0
886553d65dfffff,2,ACEH,1,5.070631535,95.344234105,580.9222372076591,1,0.0,0
886553d655fffff,2,ACEH,1,5.075951585,95.33958355,606.3736790009299,1,0.0,0
886553d645fffff,2,ACEH,1,5.083975985,95.36262263,398.9054578733254,2,0.0,0
886553d619fffff,2,ACEH,1,5.078685835,95.32158905,464.7496077631519,2,0.0,0
886553cde5fffff,2,ACEH,1,5.4997007700000005,95.23827323500001,627.1103709213403,2,0.0,0
886553cd13fffff,2,ACEH,1,5.480234825,95.240902165,530.7500458030221,2,0.0,0
886553caadfffff,2,ACEH,1,5.4442463199999995,95.382321705,471.55833350063267,2,0.0,0
886553caa7fffff,2,ACEH,1,5.4548234,95.3676203,285.0711186356315,2,0.0,0
8865528593fffff,2,ACEH,1,5.2534976449999995,96.02453505,672.8141183858827,0,0.0,0
8865528591fffff,2,ACEH,1,5.256143965,96.035467825,477.2822379096183,2,0.0,0
886552858dfffff,2,ACEH,1,5.262225405000001,96.06519976499999,541.1920736698585,2,0.0,0
886552858bfffff,2,ACEH,2,5.25277616,96.05044004999999,424.0672354806255,2,0.0,0
8865528589fffff,2,ACEH,1,5.25216877,96.06418754,522.3015412804085,2,0.0,0
886552852dfffff,2,ACEH,1,5.27607432,96.13593353499999,748.1777542972443,2,0.0,0
8865528355fffff,2,ACEH,1,5.226180235,96.31305449999999,424.5209009597654,1,0.0,0
8865528351fffff,2,ACEH,1,5.21880863,96.304802515,841.091913541261,2,0.0,0
8865528343fffff,2,ACEH,1,5.22568004,96.320675345,606.3660274231952,1,0.0,0
8865528341fffff,2,ACEH,1,5.22525303,96.32720447,434.104196117097,1,0.0,0
886552831dfffff,2,ACEH,1,5.23384298,96.295965165,750.7389148670304,1,0.0,0
8865541b69fffff,2,ACEH,1,3.7209993199999998,96.826256855,329.1823073448422,2,0.0,0
8865541b65fffff,2,ACEH,1,3.7376307,96.83070149,489.86244533429317,1,0.0,0
8865541b63fffff,2,ACEH,1,3.729020395,96.81779239,406.9301795524781,1,0.0,0
8865541b61fffff,2,ACEH,1,3.72941256,96.82556088000001,502.609830997878,2,0.0,0
886553db3dfffff,2,ACEH,1,5.366445165,95.57734902,669.8753251231171,2,0.0,0
886554c705fffff,2,ACEH,1,3.610408035,96.926764925,575.7888364145978,2,0.0,0
886554c547fffff,2,ACEH,1,3.65038856,96.90491078,780.4897174850474,2,0.0,0
886554c2dbfffff,2,ACEH,1,3.567069085,96.97364564,772.9882985157303,2,0.0,0
886554c2d1fffff,2,ACEH,1,3.5771613650000003,96.9787059,632.4397466652058,2,0.0,0
8865546f33fffff,2,ACEH,1,4.215154515,96.30307953,488.45787221155496,2,0.0,0
8865546f31fffff,2,ACEH,1,4.21479597,96.310463065,525.3941168572942,2,0.0,0
8865546d47fffff,2,ACEH,1,4.24414719,96.31089385,574.2346920771109,2,0.0,0
8865546c65fffff,2,ACEH,1,4.21220951,96.29328959,568.4491059058507,2,0.0,0
88655468d7fffff,2,ACEH,1,4.2317380149999995,96.35407259499999,770.6582027153572,1,0.0,0
88655468b9fffff,2,ACEH,1,4.25360286,96.35174629,386.39563652988085,1,0.0,0
88655468b5fffff,2,ACEH,1,4.271400460000001,96.35297993500001,658.004255729959,2,0.0,0
88655468a5fffff,2,ACEH,1,4.275542685,96.37761652,584.547527631246,2,0.0,0
8865546893fffff,2,ACEH,1,4.241928645,96.333520835,687.2825894941907,2,0.0,0
8865546885fffff,2,ACEH,1,4.257900235,96.368565875,680.3573978187677,1,0.0,0
8865541b6dfffff,2,ACEH,1,3.728870545,96.83371345,482.77977753467457,0,0.0,0
8865528595fffff,2,ACEH,1,5.263520105,96.03830249,387.64189327982183,1,0.0,0
8865560447fffff,2,ACEH,1,4.762399065,96.74032722999999,459.6783664783208,0,0.0,0
886556040bfffff,2,ACEH,1,4.76170109,96.721682055,762.0731338599851,0,0.0,0
8865560269fffff,2,ACEH,1,4.755621595,96.941431435,578.1169286248098,1,0.0,0
8865560263fffff,2,ACEH,1,4.76275648,96.930204545,927.6320689523543,0,0.0,0
8865560253fffff,2,ACEH,1,4.736971445,96.89801755,466.4866526942226,0,0.0,0
8865560209fffff,2,ACEH,1,4.7498252149999995,96.91967292000001,692.4056098518183,0,0.0,0
886554d741fffff,2,ACEH,1,3.469512515,97.05433352,635.2602646744772,0,0.0,0
886554d721fffff,2,ACEH,1,3.50829693,97.04725999,507.2495901583336,2,0.0,0
886554d549fffff,2,ACEH,1,3.516173465,97.03375728,499.0858119285517,2,0.0,0
886554d539fffff,2,ACEH,1,3.550795665,96.996501645,482.58057016648036,1,0.0,0
886554d533fffff,2,ACEH,1,3.560060635,96.9835879,394.58557477981765,2,0.0,0
886554ccd9fffff,2,ACEH,1,3.74180171,96.83705357,421.2187803789425,1,0.0,0
886554cc97fffff,2,ACEH,1,3.777375215,96.81434628,336.13803491330697,2,0.0,0
886554c769fffff,2,ACEH,1,3.601878405,96.945561255,659.9080837476575,2,0.0,0
886554c767fffff,2,ACEH,1,3.61707411,96.938951955,398.5319286144944,2,0.0,0
886554c74dfffff,2,ACEH,2,3.584457265,96.946352695,657.0587611235853,2,0.0,0
8865561527fffff,2,ACEH,1,4.73295806,96.87964453000001,547.3890743329282,2,0.0,0
8865561515fffff,2,ACEH,1,4.70347419,96.85952923,460.8475664158353,2,0.0,0
88655614b7fffff,2,ACEH,1,4.679948345,96.75785049999999,144.6731428583444,2,0.0,0
8865561487fffff,2,ACEH,1,4.66431062,96.77636027,744.3283700408824,0,0.0,0
8865561455fffff,2,ACEH,1,4.634114535,96.84199665,553.215154817161,1,0.0,0
8865561451fffff,2,ACEH,1,4.628555475,96.837662975,597.3888432461185,1,0.0,0
886556144bfffff,2,ACEH,1,4.628142155,96.85459684,604.951096565904,1,0.0,0
8865561443fffff,2,ACEH,1,4.63659758,96.851128145,304.4162754736657,1,0.0,0
886556141dfffff,2,ACEH,1,4.64403934,96.83011203000001,417.14164357207903,1,0.0,0
886556141bfffff,2,ACEH,1,4.634255575,96.815776475,589.3337662091049,2,0.0,0
8865561407fffff,2,ACEH,1,4.66022889,96.84008886999999,732.5406991872773,2,0.0,0
886556075dfffff,2,ACEH,1,4.739280335,96.789809065,707.5044456703193,0,0.0,0
886556071dfffff,2,ACEH,1,4.75775294,96.77613743500001,471.95178033967284,0,0.0,0
8865560713fffff,2,ACEH,1,4.759645385,96.75636354,796.6927708510111,0,0.0,0
8865560669fffff,2,ACEH,1,4.70998817,96.78180354,381.26492272706446,1,0.0,0
886556062dfffff,2,ACEH,1,4.736083925000001,96.76621291500001,847.1524188156434,0,0.0,0
8865564207fffff,2,ACEH,1,5.130219485,97.16520288000001,480.4668242102264,0,0.0,0
8865564009fffff,2,ACEH,1,5.17123697,97.144201425,472.3393844057471,1,0.0,0
8865564007fffff,2,ACEH,1,5.1868770049999995,97.13730286,635.2999646335545,2,0.0,0
8865564005fffff,2,ACEH,1,5.187598725,97.1452781,535.5849912840366,2,0.0,0
8865564003fffff,2,ACEH,1,5.177752835,97.12870914499999,668.1297507800375,0,0.0,0
8865564001fffff,2,ACEH,1,5.177933355,97.14060111,566.475244369662,2,0.0,0
88655616cbfffff,2,ACEH,1,4.5712741,96.8176084,599.3355438463096,2,0.0,0
88655616c1fffff,2,ACEH,1,4.581697325,96.823368975,892.2773928353072,2,0.0,0
88655616abfffff,2,ACEH,1,4.61233922,96.809529965,378.29426792293845,1,0.0,0
8865561661fffff,2,ACEH,1,4.600891000000001,96.8933955,179.37528002794872,2,0.0,0
8865561633fffff,2,ACEH,1,4.6100688949999995,96.847212385,515.1238751576665,2,0.0,0
88655615c1fffff,2,ACEH,1,4.69282103,96.83215168,684.8217387857785,0,0.0,0
8865561599fffff,2,ACEH,1,4.694140025,96.79251107,433.65708620579176,2,0.0,0
8865561591fffff,2,ACEH,2,4.70300135,96.79106057999999,654.5888973252161,1,0.0,0
886556153dfffff,2,ACEH,1,4.718145485,96.87148124000001,490.52625758078,0,0.0,0
8865561535fffff,2,ACEH,1,4.725281245,96.86776558,266.6221813619843,0,0.0,0
886556476dfffff,2,ACEH,1,5.134795085,97.07223894,588.1358926197369,2,0.0,0
8865564761fffff,2,ACEH,1,5.137151675,97.0622163,537.7038896713285,2,0.0,0
8865564727fffff,2,ACEH,1,5.16494591,97.04234625000001,617.2134189710184,0,0.0,0
88655645a1fffff,2,ACEH,1,5.216874085000001,96.95397964,796.3166275288515,1,0.0,0
88655644a5fffff,2,ACEH,1,5.17181334,96.92386849,899.5356720407858,1,0.0,0
88655642ddfffff,2,ACEH,1,5.10182425,97.107505125,697.5280278902742,2,0.0,0
88655642b3fffff,2,ACEH,1,5.14412979,97.078465875,857.9714480899213,2,0.0,0
8865564299fffff,2,ACEH,1,5.110921945,97.083632275,254.01796545194276,2,0.0,0
8865564293fffff,2,ACEH,1,5.12182197,97.07369536,701.5965580464219,1,0.0,0
886556426dfffff,2,ACEH,1,5.1280562750000005,97.20028686,508.54757781222503,2,0.0,0
8865564269fffff,2,ACEH,1,5.117550825,97.19429954,421.4041620674966,2,0.0,0
8865564261fffff,2,ACEH,1,5.125031375,97.19019652,571.3185204334247,2,0.0,0
886556424dfffff,2,ACEH,1,5.104846674999999,97.19296574500001,479.4086156792897,2,0.0,0
8865564241fffff,2,ACEH,1,5.10274785,97.18663154000001,462.91456948017776,2,0.0,0
886556422bfffff,2,ACEH,1,5.13690917,97.1718352,576.0768479407502,2,0.0,0
886556420dfffff,2,ACEH,2,5.1211530100000004,97.17642083999999,599.1003817721819,2,0.0,0
88655282a5fffff,2,ACEH,1,5.22333128,96.22240948,447.93899829191764,2,0.0,0
886552826bfffff,2,ACEH,1,5.186563045,96.29476357499999,598.8163369023921,2,0.0,0
88655280d5fffff,2,ACEH,1,5.2359552350000005,96.18537422,687.914168081689,2,0.0,0
8865528081fffff,2,ACEH,1,5.250218925,96.18443135,413.7444889204704,0,0.0,0
8865528063fffff,2,ACEH,1,5.252675645,96.2654216,662.9031183970501,1,0.0,0
886552801dfffff,2,ACEH,1,5.239821324999999,96.23508469,621.8513621170468,2,0.0,0
886552800dfffff,2,ACEH,1,5.24753671,96.25661210999999,485.32883039500945,2,0.0,0
886552800bfffff,2,ACEH,1,5.23940525,96.24295140000001,611.5628468501794,2,0.0,0
8865528009fffff,2,ACEH,1,5.23790464,96.25139028,440.8729310885615,2,0.0,0
8865528007fffff,2,ACEH,1,5.255483314999999,96.24293194,577.9752893910519,2,0.0,0
8865528005fffff,2,ACEH,1,5.25396286,96.252880175,584.5353309111933,2,0.0,0
8865528003fffff,2,ACEH,1,5.248151135,96.24072355999999,209.73252303757312,2,0.0,0
8865528001fffff,2,ACEH,1,5.245414504999999,96.250882185,451.0119951455114,2,0.0,0
8865565001fffff,2,ACEH,1,5.0571519,97.25967758,650.4274690513166,1,0.0,0
8865564ee3fffff,2,ACEH,1,5.254121865,96.99951825,803.2094242824688,2,0.0,0
8865564ed1fffff,2,ACEH,1,5.2241154000000005,96.978357285,877.5224126050249,1,0.0,0
886556506dfffff,2,ACEH,1,5.063452795,97.29237828000001,425.95706562972197,2,0.0,0
8865565069fffff,2,ACEH,1,5.055181449999999,97.28637477999999,405.83799346679945,1,0.0,0
8865565061fffff,2,ACEH,1,5.066622755,97.28283769000001,768.0814992422266,0,0.0,0
886556505bfffff,2,ACEH,1,5.0299125,97.248423135,592.5388540748904,2,0.0,0
8865565057fffff,2,ACEH,1,5.044758,97.24937157,363.2475303285164,0,0.0,0
886556504dfffff,2,ACEH,1,5.039358205,97.283245885,527.6428267829684,2,0.0,0
8865565049fffff,2,ACEH,1,5.03683454,97.27707483,276.4130943615945,2,0.0,0
8865565047fffff,2,ACEH,1,5.050946225000001,97.27105829,722.3923654893669,1,0.0,0
8865565043fffff,2,ACEH,1,5.04246044,97.265210965,544.7809920782489,1,0.0,0
8865565037fffff,2,ACEH,1,5.084417204999999,97.24001573999999,653.8618795027166,2,0.0,0
8865565035fffff,2,ACEH,1,5.083358655,97.2506054,400.62897171974043,2,0.0,0
8865565033fffff,2,ACEH,1,5.07687627,97.23174841,450.56780430989943,2,0.0,0
8865565031fffff,2,ACEH,1,5.0751721750000005,97.24251152,756.6599105989819,1,0.0,0
8865565027fffff,2,ACEH,1,5.08980489,97.260138305,467.86742032346535,2,0.0,0
886556500bfffff,2,ACEH,1,5.048641985,97.25400966999999,485.01201538341155,2,0.0,0
8865528319fffff,2,ACEH,1,5.225680985,96.29014387,416.8438161860867,2,0.0,0
886556518dfffff,2,ACEH,1,5.118584715,97.240655175,444.6239586223155,2,0.0,0
8865565189fffff,2,ACEH,1,5.108864705,97.234892825,516.6180945981259,2,0.0,0
8865565181fffff,2,ACEH,1,5.11666056,97.23138151500001,279.80701874212406,1,0.0,0
8865565159fffff,2,ACEH,1,5.07879012,97.29179377,596.1173319383919,0,0.0,0
8865565135fffff,2,ACEH,1,5.1376507700000005,97.28151110499999,661.9389718828706,2,0.0,0
8865565105fffff,2,ACEH,1,5.118744305,97.30079743,822.8092539591206,2,0.0,0
88655650ebfffff,2,ACEH,1,5.062242475,97.21319088499999,686.0777664900243,2,0.0,0
88655650e9fffff,2,ACEH,1,5.0629739,97.222309435,633.4704998178643,1,0.0,0
88655650e3fffff,2,ACEH,1,5.071754445,97.20974223,571.6206577683165,2,0.0,0
88655650c9fffff,2,ACEH,1,5.04003784,97.21492307,640.2999982384869,2,0.0,0
88655650c7fffff,2,ACEH,1,5.055671585000001,97.206633285,425.6400962538474,1,0.0,0
88655650b5fffff,2,ACEH,1,5.090394815,97.18270726,640.817635512333,2,0.0,0
88655650a3fffff,2,ACEH,1,5.087551619999999,97.190278745,679.5179092172822,2,0.0,0
8865565089fffff,2,ACEH,1,5.056870815,97.19982808500001,569.0702686547554,2,0.0,0
8865565087fffff,2,ACEH,1,5.0718099,97.19051409,675.6547012960438,2,0.0,0
8865565083fffff,2,ACEH,1,5.064947184999999,97.185946065,679.6600796135701,2,0.0,0
88655651e7fffff,2,ACEH,1,5.12942793,97.24800769000001,260.4432349735665,2,0.0,0
88655651e5fffff,2,ACEH,1,5.131072665,97.259434715,637.5964966888905,2,0.0,0
88655651e3fffff,2,ACEH,1,5.125742175,97.247115885,466.2703043860135,2,0.0,0
88655651ddfffff,2,ACEH,1,5.09334877,97.23124343500001,560.494200651851,2,0.0,0
88655651dbfffff,2,ACEH,1,5.086027415,97.220491225,381.8037814975467,2,0.0,0
88655651d7fffff,2,ACEH,1,5.102582945,97.22116842,576.6084896139965,0,0.0,0
88655651cdfffff,2,ACEH,1,5.09771059,97.25808130499999,518.1398644516981,2,0.0,0
88655651cbfffff,2,ACEH,1,5.091297235,97.24459039999999,539.7490027720983,2,0.0,0
88655651c5fffff,2,ACEH,1,5.107688265,97.252684595,400.0281652149148,2,0.0,0
88655651bdfffff,2,ACEH,1,5.13228121,97.22480807,523.7111790376545,1,0.0,0
88655651bbfffff,2,ACEH,1,5.12365396,97.209083225,485.9860721006681,0,0.0,0
88655651b3fffff,2,ACEH,1,5.13369684,97.203219155,538.4460621419723,2,0.0,0
88655651a9fffff,2,ACEH,1,5.131850979999999,97.24176703,572.2096615638836,1,0.0,0
886556519bfffff,2,ACEH,1,5.10125129,97.202714505,509.3333654685404,1,0.0,0
8865565199fffff,2,ACEH,1,5.101285675,97.21036698500001,483.86660774540724,2,0.0,0
8865565191fffff,2,ACEH,1,5.109471494999999,97.20823640500001,569.1558926302496,1,0.0,0
88655226ddfffff,2,ACEH,1,5.557079,95.410566205,403.1164870214605,1,0.0,0
88655226dbfffff,2,ACEH,1,5.55326976,95.396899445,482.05738155894295,2,0.0,0
88655226d3fffff,2,ACEH,1,5.560999195,95.393827095,383.1668536007767,0,0.0,0
88655226b5fffff,2,ACEH,1,5.60801883,95.39766285,592.1940619688119,1,0.0,0
88655226a3fffff,2,ACEH,1,5.606544075,95.40665767499999,678.1748794179275,1,0.0,0
886552269dfffff,2,ACEH,1,5.575768545,95.39493759499999,537.3756105503891,0,0.0,0
8865522697fffff,2,ACEH,1,5.583946585,95.382880345,768.0971558324034,2,0.0,0
8865522691fffff,2,ACEH,1,5.575950915,95.38524035500001,520.3088212636637,1,0.0,0
8865522683fffff,2,ACEH,1,5.58380378,95.40229345,608.4715361451881,2,0.0,0
886550d759fffff,2,ACEH,1,4.28389314,96.20722941,764.0266031652297,2,0.0,0
886550d659fffff,2,ACEH,1,4.231706085,96.1732513,586.0015966448925,2,0.0,0
886550c703fffff,2,ACEH,1,4.43226238,96.081850875,669.4537626500207,1,0.0,0
8865565229fffff,2,ACEH,1,5.017790740000001,97.2961407,594.8216424317066,1,0.0,0
8865565225fffff,2,ACEH,1,5.03256678,97.296853545,549.8847561755997,1,0.0,0
8865565213fffff,2,ACEH,1,4.99746722,97.25670563,749.0917435115501,1,0.0,0
88655651e9fffff,2,ACEH,1,5.116828635,97.26057425,689.6086785911052,2,0.0,0
8865565317fffff,2,ACEH,1,5.0565238699999995,97.29890714999999,502.4204085120521,1,0.0,0
8865565313fffff,2,ACEH,1,5.050129705,97.29388773,367.86345297955717,1,0.0,0
8865565309fffff,2,ACEH,1,5.046347605,97.325935165,674.5536634265305,1,0.0,0
8865565303fffff,2,ACEH,1,5.05437213,97.31235685,576.8690534710379,1,0.0,0
88655652edfffff,2,ACEH,1,5.010368445,97.253159705,510.930639151829,2,0.0,0
88655652e7fffff,2,ACEH,1,5.02258303,97.24244536500001,584.6401804136082,0,0.0,0
88655652e5fffff,2,ACEH,1,5.02087199,97.250609875,589.4735523718255,2,0.0,0
88655652e3fffff,2,ACEH,1,5.0122414850000006,97.238046325,676.7345319557774,2,0.0,0
88655652ddfffff,2,ACEH,1,4.98495983,97.22729816500001,380.5541908980571,0,0.0,0
88655652c5fffff,2,ACEH,1,4.99720632,97.24530204999999,642.1246925227574,2,0.0,0
88655652c3fffff,2,ACEH,1,4.99285754,97.2314221,411.0370940907456,2,0.0,0
88655652b3fffff,2,ACEH,1,5.02358477,97.197157355,599.9372492169681,1,0.0,0
88655652adfffff,2,ACEH,1,5.029783295,97.23729052499999,707.710993414159,0,0.0,0
8865565295fffff,2,ACEH,1,5.00904533,97.20428152,769.4161575002757,2,0.0,0
8865565291fffff,2,ACEH,1,5.000889505,97.19643009,668.7716771872819,1,0.0,0
886556523dfffff,2,ACEH,1,5.02120589,97.27828976,460.6115335856828,1,0.0,0
886556602dfffff,2,ACEH,1,5.236817495,96.712440415,626.1061283869911,0,0.0,0
886556602bfffff,2,ACEH,1,5.22945505,96.696612595,485.9315907494418,2,0.0,0
886556601dfffff,2,ACEH,1,5.206899345,96.67881292999999,553.0502355817562,1,0.0,0
886556601bfffff,2,ACEH,1,5.1971903600000005,96.66733639,457.48384074390214,1,0.0,0
8865566009fffff,2,ACEH,1,5.20566024,96.70012317,368.3100097141657,2,0.0,0
8865566003fffff,2,ACEH,1,5.213770525,96.686662815,529.3649384555927,2,0.0,0
8865565ad9fffff,2,ACEH,1,5.1389984900000005,97.262861865,531.2166570043738,2,0.0,0
886556535dfffff,2,ACEH,1,5.03068897,97.32633253,590.0104978289714,1,0.0,0
8865565359fffff,2,ACEH,1,5.022976959999999,97.31904660000001,671.6500790911479,0,0.0,0
8865565353fffff,2,ACEH,1,5.032236405,97.306780465,710.708313161618,1,0.0,0
8865565343fffff,2,ACEH,1,5.04030579,97.32824972,462.42129950270544,0,0.0,0
8865565339fffff,2,ACEH,1,5.0616185,97.3099536,555.8834441229299,2,0.0,0
8865565337fffff,2,ACEH,1,5.081643835,97.303205245,547.6853174679745,2,0.0,0
8865565331fffff,2,ACEH,1,5.0739971950000005,97.305254115,434.63576176009633,2,0.0,0
886556531bfffff,2,ACEH,1,5.04149325,97.291588275,660.5283612907466,2,0.0,0
8865565319fffff,2,ACEH,1,5.04295016,97.302921875,590.5468889472312,1,0.0,0
8865566237fffff,2,ACEH,1,5.17866954,96.70133275500001,752.2015668779015,2,0.0,0
8865566151fffff,2,ACEH,1,5.24117558,96.72446277,1019.04533937758,2,0.0,0
88655660e9fffff,2,ACEH,1,5.214729634999999,96.66013556,546.8475237988398,2,0.0,0
88655660ddfffff,2,ACEH,1,5.1928917000000006,96.635347285,553.5057704220792,2,0.0,0
88655660d7fffff,2,ACEH,1,5.200293459999999,96.62186813,541.2066658107004,2,0.0,0
88655660d5fffff,2,ACEH,1,5.20467276,96.628976615,340.96272054991977,2,0.0,0
88655660d3fffff,2,ACEH,1,5.19382214,96.613827375,418.64066210561066,2,0.0,0
88655660cdfffff,2,ACEH,1,5.1985521949999995,96.657439695,640.3501454714833,1,0.0,0
88655660c7fffff,2,ACEH,1,5.2098135800000005,96.64456871,707.4859745550086,2,0.0,0
88655660c5fffff,2,ACEH,1,5.208994575,96.65344855000001,564.5166869586969,2,0.0,0
8865566099fffff,2,ACEH,1,5.20256905,96.61302678499999,563.652063167398,1,0.0,0
886556606dfffff,2,ACEH,1,5.219888640000001,96.72619133,427.3464772211742,0,0.0,0
886556605dfffff,2,ACEH,1,5.18822917,96.69601935,751.9663793552227,2,0.0,0
8865566045fffff,2,ACEH,1,5.20387139,96.71768352500001,719.1795151999243,2,0.0,0
8865566043fffff,2,ACEH,1,5.198740315,96.70281004,509.9390537818816,2,0.0,0
8865566039fffff,2,ACEH,1,5.223371815,96.681244225,599.938509582043,2,0.0,0
8865566419fffff,2,ACEH,1,5.154896815,96.51236989,541.5258794141579,2,0.0,0
8865566409fffff,2,ACEH,1,5.16154908,96.53522257,839.6715779232657,2,0.0,0
8865566401fffff,2,ACEH,1,5.17002966,96.527765195,412.49071399797447,1,0.0,0
886556636dfffff,2,ACEH,1,5.212024545,96.79192898,453.22474031930074,2,0.0,0
8865566363fffff,2,ACEH,1,5.21479038,96.77084396999999,596.7535050007441,2,0.0,0
8865566357fffff,2,ACEH,1,5.193432715,96.75054779499999,555.8769622531288,1,0.0,0
8865566351fffff,2,ACEH,1,5.183627325,96.75248024999999,772.4779944290243,2,0.0,0
8865566339fffff,2,ACEH,1,5.216142189999999,96.744715095,832.9805966610518,2,0.0,0
8865566329fffff,2,ACEH,1,5.223817425,96.768778205,647.2838955401812,2,0.0,0
8865566325fffff,2,ACEH,1,5.239788219999999,96.770255655,511.83617409075595,2,0.0,0
8865566323fffff,2,ACEH,1,5.231359255,96.75352608,343.4681587820664,2,0.0,0
8865566321fffff,2,ACEH,1,5.23250214,96.76677617,763.7672234118097,2,0.0,0
886556631bfffff,2,ACEH,1,5.1963671399999996,96.73017492,772.2976972697406,2,0.0,0
8865566301fffff,2,ACEH,1,5.2073260999999995,96.75884643,693.6260891894897,2,0.0,0
88655662b7fffff,2,ACEH,1,5.18433593,96.637785485,661.5711264432543,2,0.0,0
88655662a9fffff,2,ACEH,1,5.178630445,96.67053686,561.7060919606105,2,0.0,0
88655665dbfffff,2,ACEH,1,5.19581795,96.48938638,469.2722462924289,2,0.0,0
88655665d9fffff,2,ACEH,1,5.196907325,96.50038809,499.29920223946135,0,0.0,0
8865566551fffff,2,ACEH,1,5.198149635,96.561384625,720.8626532856824,2,0.0,0
886556654dfffff,2,ACEH,1,5.205105555,96.595743285,723.0466743127129,2,0.0,0
8865566549fffff,2,ACEH,1,5.19686188,96.58986035000001,507.2277862402765,2,0.0,0
8865566541fffff,2,ACEH,1,5.20615092,96.583577065,696.2183291062931,2,0.0,0
88655664e7fffff,2,ACEH,1,5.1894586050000004,96.48964180499999,361.8158802340997,2,0.0,0
88655664c7fffff,2,ACEH,1,5.163492055000001,96.482484145,704.5025607827316,2,0.0,0
88655664c1fffff,2,ACEH,1,5.156427949999999,96.48653039999999,562.4007395647026,2,0.0,0
88655664abfffff,2,ACEH,1,5.189220655,96.470012655,666.9061794059714,2,0.0,0
886556648bfffff,2,ACEH,1,5.170946315,96.46080261,132.65079591676727,2,0.0,0
