cooperative_id,cooperative,province,district,subdistrict,latitude,longitude,in_cemetery,cemetery_name,cemetery_osm_id,cemetery_depth_m,dist_cemetery_m,in_farmland,farmland_name,farmland_osm_id,farmland_depth_m,dist_farmland_m,in_marketplace,marketplace_name,marketplace_osm_id,marketplace_depth_m,dist_marketplace_m,dist_village_m,dist_worship_m,farmland_polygon_km2,farmland_polygon_villages,farmland_polygon_coarse,dist_village_core_m,outside_village_core,land_status,land_surveyor,own_cell_pop,pop_within_1_4km,km_non_track,km_any_road,roadside,imagery_url,near_people,deep_in_field,landcover_code,landcover,confirmed_agricultural
1237,KOPERASI DESA MERAH PUTIH TIREM KECAMATAN DUDUKSAMPEYAN,JAWA TIMUR,KAB. GRESIK,Duduksampeyan,-7.17678552,112.5473818,False,,-1,,5730.8,True,,1473496654,285.4,0.0,False,,-1,,3992.2,312.2,3689.0,1.831,0,False,312.2,False,Terverifikasi,Agrinas,141.0,12001.0,0.396,0.396,False,"https://www.google.com/maps/@-7.17678552,112.5473818,250m/data=!3m1!1e3",True,True,80,Water,False
56632,KOPERASI DESA MERAH PUTIH JOHO KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,JAWA TENGAH,KAB. SUKOHARJO,Mojolaban,-7.59140332,110.8876243,False,,-1,,292.3,True,,687049591,283.6,0.0,False,,-1,,1715.0,358.6,1078.5,1.298,0,False,358.6,False,Terverifikasi,KOPERASI,872.0,53407.0,0.0,0.0,True,"https://www.google.com/maps/@-7.59140332,110.8876243,250m/data=!3m1!1e3",True,True,40,Cropland,True
37020,KOPERASI DESA MERAH PUTIH KAREHKEL KECAMATAN LEUWILIANG,JAWA BARAT,KAB. BOGOR,Leuwiliang,-6.55026662,106.6348459,False,,-1,,4050.5,True,,186622688,278.0,0.0,False,,-1,,2545.3,0.0,596.5,1.148,1,False,0.0,False,Terverifikasi,Agrinas,2535.0,64464.0,0.264,0.264,False,"https://www.google.com/maps/@-6.55026662,106.6348459,250m/data=!3m1!1e3",True,True,40,Cropland,True
2096,KOPERASI DESA MERAH PUTIH PURWODADI KECAMATAN SIDAYU,JAWA TIMUR,KAB. GRESIK,Sidayu,-6.99010945,112.5543616,False,,-1,,6039.8,True,,1499791918,277.5,0.0,False,,-1,,1253.6,801.9,1060.2,20.917,1,False,801.9,True,Terverifikasi,Agrinas,311.0,26448.0,0.0,0.0,True,"https://www.google.com/maps/@-6.99010945,112.5543616,250m/data=!3m1!1e3",True,True,40,Cropland,True
29998,KOPERASI DESA MERAH PUTIH SYARIAH LEU GEU KECAMATAN DARUL IMARAH,ACEH,KAB. ACEH BESAR,Darul Imarah,5.49771895,95.31930018,False,,-1,,2632.0,True,,6231599,277.3,0.0,False,,-1,,2555.0,693.1,1526.7,4.425,0,False,693.1,False,Terverifikasi,Agrinas,697.0,38870.0,0.132,0.132,True,"https://www.google.com/maps/@5.49771895,95.31930018,250m/data=!3m1!1e3",True,True,40,Cropland,True
58281,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG DILIB BUKTI,ACEH,KAB. ACEH BESAR,Sukamakmur,5.45597489,95.38494341,False,,-1,,6374.5,True,,6221226,273.9,0.0,False,,-1,,6863.5,488.3,2459.0,2.818,1,False,488.3,False,Tidak Ada Lahan,,578.0,32836.0,0.264,0.264,False,"https://www.google.com/maps/@5.45597489,95.38494341,250m/data=!3m1!1e3",True,True,40,Cropland,True
85301,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG RANGKILEH KECAMATAN MEURAH MULIA,ACEH,KAB. ACEH UTARA,Meurah Mulia,5.0911857,97.19951362,False,,-1,,5284.3,True,,5247593,269.4,0.0,False,,-1,,6903.8,458.9,2739.4,31.447,1,False,458.9,False,Tidak Ada Lahan,,208.0,24290.0,0.264,0.264,False,"https://www.google.com/maps/@5.0911857,97.19951362,250m/data=!3m1!1e3",True,True,40,Cropland,True
44004,KOPERASI DESA MERAH PUTIH BANJARSARI WETAN KECAMATAN DAGANGAN,JAWA TIMUR,KAB. MADIUN,Dagangan,-7.68674096,111.5775145,False,,-1,,2059.6,True,,1215204974,269.3,0.0,False,,-1,,2930.9,599.5,1127.2,6.046,0,False,599.5,False,Terverifikasi,Agrinas,161.0,17582.0,0.132,0.132,True,"https://www.google.com/maps/@-7.68674096,111.5775145,250m/data=!3m1!1e3",True,True,40,Cropland,True
36812,KOPERASI DESA MERAH PUTIH JETAKSARI PULOKULON GROBOGAN,JAWA TENGAH,KAB. GROBOGAN,Pulokulon,-7.12997429,111.0463457,False,,-1,,12459.7,True,,692528828,268.1,0.0,False,,-1,,1722.5,594.5,2790.9,3.407,0,False,594.5,False,Terverifikasi,KOPERASI,820.0,23134.0,0.396,0.396,False,"https://www.google.com/maps/@-7.12997429,111.0463457,250m/data=!3m1!1e3",True,True,40,Cropland,True
45344,KOPERASI DESA MERAH PUTIH SARIMAHI,JAWA BARAT,KAB. BANDUNG,Ciparay,-7.02747801,107.7108053,False,,-1,,1866.8,True,,1370526911,267.6,0.0,False,,-1,,834.6,596.8,942.4,1.696,0,False,596.8,False,Terverifikasi,Agrinas,142.0,84727.0,0.264,0.264,False,"https://www.google.com/maps/@-7.02747801,107.7108053,250m/data=!3m1!1e3",True,True,40,Cropland,True
51296,KOPERASI DESA MERAH PUTIH SETIALAKSANA CABANGBUNGIN,JAWA BARAT,KAB. BEKASI,Cabangbungin,-6.08727367,107.1706312,False,,-1,,862.9,True,,548658269,266.5,0.0,False,,-1,,2333.9,1231.6,1203.8,28.381,0,False,1203.8,True,,,1.0,65743.0,0.396,0.396,False,"https://www.google.com/maps/@-6.08727367,107.1706312,250m/data=!3m1!1e3",True,True,40,Cropland,True
75997,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG MEUNASAH KULAM KECAMATAN KUTAMAKMUR,ACEH,KAB. ACEH UTARA,Kuta Makmur,5.15506341,97.04970181,False,,-1,,6647.4,True,,318290314,266.4,0.0,False,,-1,,11506.9,891.7,3451.8,1.272,0,False,891.7,True,Tidak Ada Lahan,,19.0,6995.0,0.396,0.264,False,"https://www.google.com/maps/@5.15506341,97.04970181,250m/data=!3m1!1e3",True,True,40,Cropland,True
2427,KOPERASI DESA MERAH PUTIH HENDROSARI,JAWA TIMUR,KAB. GRESIK,Menganti,-7.2397119,112.5767062,False,,-1,,1807.6,True,,1542513329,266.2,0.0,False,,-1,,3774.3,580.4,2640.7,2.465,0,False,580.4,False,Terverifikasi,KOPERASI,947.0,58532.0,0.264,0.264,False,"https://www.google.com/maps/@-7.2397119,112.5767062,250m/data=!3m1!1e3",True,True,40,Cropland,True
56765,KOPERASI DESA MERAH PUTIH TANJAKAN MEKAR,BANTEN,KAB. TANGERANG,Rajeg,-6.0983042,106.5350133,False,,-1,,896.2,True,,513328496,265.8,0.0,False,,-1,,3667.8,180.5,1007.7,1.597,1,False,180.5,False,,,2655.0,133315.0,0.132,0.132,True,"https://www.google.com/maps/@-6.0983042,106.5350133,250m/data=!3m1!1e3",True,True,40,Cropland,True
69957,KOPERASI DESA MERAH PUTIH MANGUNREJO KECAMATAN KEBONAGUNG KABUPATEN DEMAK,JAWA TENGAH,KAB. DEMAK,Kebonagung,-7.00403768,110.7398026,False,,-1,,10094.1,True,,692467889,264.2,0.0,False,,-1,,9407.6,448.8,1815.4,3.506,0,False,448.8,False,Terverifikasi,Agrinas,384.0,21330.0,0.264,0.0,True,"https://www.google.com/maps/@-7.00403768,110.7398026,250m/data=!3m1!1e3",True,True,40,Cropland,True
74596,KOPERASI DESA MERAH PUTIH NAGARI PANTA PAUH,SUMATERA BARAT,KAB. AGAM,Matur,-0.31196744,100.2843308,False,,-1,,8667.8,True,,1408512347,263.6,0.0,False,,-1,,9684.0,1741.6,5173.8,1.249,0,False,1741.6,True,,,14.0,5822.0,0.0,0.0,True,"https://www.google.com/maps/@-0.31196744,100.2843308,250m/data=!3m1!1e3",True,True,10,Tree cover,False
51114,KOPERASI DESA MERAH PUTIH KASERANGAN,BANTEN,KAB. SERANG,Ciruas,-6.13326184,106.2531211,False,,-1,,2679.5,True,,533378821,262.9,0.0,False,,-1,,3438.0,1053.2,2472.9,2.63,0,False,1053.2,True,Tidak Ada Lahan,,64.0,71436.0,0.528,0.528,False,"https://www.google.com/maps/@-6.13326184,106.2531211,250m/data=!3m1!1e3",True,True,10,Tree cover,False
26064,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG ULEE TUY,ACEH,KAB. ACEH BESAR,Darul Imarah,5.49969449,95.31140095,False,,-1,,1735.7,True,,6231599,262.9,0.0,False,,-1,,1885.3,629.2,778.8,4.425,0,False,629.2,False,Terverifikasi,KOPERASI,863.0,33889.0,0.0,0.0,True,"https://www.google.com/maps/@5.49969449,95.31140095,250m/data=!3m1!1e3",True,True,40,Cropland,True
32539,KOPERASI DESA MERAH PUTIH SAMPARONG,NUSA TENGGARA TIMUR,KAB. SIKKA,Alok,-8.11529583,122.12065357,False,,-1,,46546.0,True,,19364824,262.3,0.0,False,,-1,,46670.0,1644.8,45760.6,1.89,0,False,1644.8,True,Sedang Diverifikasi,KEMENTERIAN KESEHATAN,4.0,382.0,0.264,0.0,True,"https://www.google.com/maps/@-8.11529583,122.12065357,250m/data=!3m1!1e3",True,True,30,Grassland,False
65839,KOPERASI DESA MERAH PUTIH SATAR PADUT,NUSA TENGGARA TIMUR,KAB. MANGGARAI TIMUR,Lamba Leda Utara,-8.3020693,120.6003436,False,,-1,,11870.8,True,,1466685663,261.0,0.0,False,,-1,,12040.7,652.9,10702.9,2.193,1,False,652.9,False,Terverifikasi,KOPERASI,821.0,5550.0,0.132,0.132,True,"https://www.google.com/maps/@-8.3020693,120.6003436,250m/data=!3m1!1e3",True,True,40,Cropland,True
58774,KOPERASI DESA MERAH PUTIH BUDURAN KECAMATAN WONOASRI,JAWA TIMUR,KAB. MADIUN,Wonoasri,-7.54422365,111.6387841,False,,-1,,624.6,True,,1072239587,260.6,0.0,False,,-1,,1605.4,493.0,639.7,3.91,0,False,493.0,False,Terverifikasi,KEMENTERIAN KELAUTAN DAN PERIKANAN,791.0,31529.0,0.264,0.264,False,"https://www.google.com/maps/@-7.54422365,111.6387841,250m/data=!3m1!1e3",True,True,40,Cropland,True
82643,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG TEUNGOH SEULEUMAK,ACEH,KAB. ACEH UTARA,Matangkuli,5.0245445,97.2443409,False,,-1,,3769.7,True,,351852354,259.6,0.0,False,,-1,,3733.4,450.9,591.2,5.68,1,False,450.9,False,,,328.0,15088.0,0.264,0.132,True,"https://www.google.com/maps/@5.0245445,97.2443409,250m/data=!3m1!1e3",True,True,40,Cropland,True
91943,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG BLANG BUNGONG PERUBAHAN ANGGARAN DASAR,ACEH,KAB. PIDIE,Tangse,5.03478982,95.93468288,False,,-1,,38894.5,True,,6291515,258.4,0.0,False,,-1,,34945.9,732.4,12636.9,1.946,0,False,732.4,False,Terverifikasi,Agrinas,359.0,11124.0,0.396,0.396,False,"https://www.google.com/maps/@5.03478982,95.93468288,250m/data=!3m1!1e3",True,True,40,Cropland,True
65438,KOPERASI DESA MERAH PUTIH SYARIAH MATA IE,ACEH,KAB. ACEH BARAT DAYA,Blangpidie,3.73977741,96.84663218,False,,-1,,243.3,True,,311414976,257.3,0.0,False,,-1,,1231.8,732.4,469.2,0.572,0,False,469.2,False,,,793.0,18993.0,0.132,0.132,True,"https://www.google.com/maps/@3.73977741,96.84663218,250m/data=!3m1!1e3",True,True,40,Cropland,True
55499,KOPERASI DESA MERAH PUTIH THAIBAH RAYA,KALIMANTAN SELATAN,KAB. BANJAR,Tatah Makmur,-3.41845926,114.5774929,False,,-1,,7785.5,True,,821904830,256.1,0.0,False,,-1,,2416.4,766.9,1959.0,2.915,0,False,766.9,False,Sedang Diverifikasi,KOPERASI,12.0,4860.0,0.264,0.264,False,"https://www.google.com/maps/@-3.41845926,114.5774929,250m/data=!3m1!1e3",True,True,40,Cropland,True
15703,KOPERASI DESA MERAH PUTIH MLALE JENAR,JAWA TENGAH,KAB. SRAGEN,Jenar,-7.33665824,111.0921201,False,,-1,,4645.2,True,,691083133,253.5,0.0,False,,-1,,6775.3,405.6,4514.2,1.104,0,False,405.6,False,Terverifikasi,Agrinas,243.0,16594.0,0.264,0.132,True,"https://www.google.com/maps/@-7.33665824,111.0921201,250m/data=!3m1!1e3",True,True,40,Cropland,True
55844,KOPERASI DESA MERAH PUTIH KEBONSARI KECAMATAN PURWODADI,JAWA TENGAH,KAB. PURWOREJO,Purwodadi,-7.85746089,110.0174678,False,,-1,,2190.7,True,,1006215114,252.9,0.0,False,,-1,,5888.4,433.3,369.9,1.074,0,False,369.9,False,Tidak Ada Lahan,,53.0,16674.0,0.264,0.264,False,"https://www.google.com/maps/@-7.85746089,110.0174678,250m/data=!3m1!1e3",True,True,40,Cropland,True
67765,KOPERASI KELURAHAN MERAH PUTIH TALANG BENIH,BENGKULU,KAB. REJANG LEBONG,Curup,-3.47220406,102.5102497,False,,-1,,610.9,True,,964972470,251.6,0.0,False,,-1,,1688.2,861.1,253.8,1.26,0,False,253.8,False,Terverifikasi,Agrinas,729.0,52828.0,0.0,0.0,True,"https://www.google.com/maps/@-3.47220406,102.5102497,250m/data=!3m1!1e3",True,True,40,Cropland,True
1923,KOPERASI DESA MERAH PUTIH TANJUNG JATI KECAMATAN MUARA ENIM KABUPATEN MUARA ENIM,SUMATERA SELATAN,KAB. MUARA ENIM,Muara Enim,-3.65595552,103.756618,False,,-1,,2657.9,True,Persawahan,481523206,248.9,0.0,False,,-1,,44940.5,1452.0,1161.6,4.818,0,False,1161.6,True,,,277.0,28142.0,0.264,0.264,False,"https://www.google.com/maps/@-3.65595552,103.756618,250m/data=!3m1!1e3",True,True,40,Cropland,True
82103,KOPERASI DESA MERAH PUTIH KURUSUMANGE KECAMATAN TANRALILI KABUPATEN MAROS,SULAWESI SELATAN,KAB. MAROS,Tanralili,-5.10333389,119.5818633,False,,-1,,4324.2,True,,1507151789,246.6,0.0,False,,-1,,2630.0,1041.5,670.4,1.76,1,False,670.4,False,Sedang Diverifikasi,BUSINESS ASSISTANCE,334.0,16157.0,0.396,0.396,False,"https://www.google.com/maps/@-5.10333389,119.5818633,250m/data=!3m1!1e3",True,True,40,Cropland,True
40673,KOPERASI DESA MERAH PUTIH BAKUR,JAWA TIMUR,KAB. MADIUN,Sawahan,-7.56799136,111.5083853,False,,-1,,3128.3,True,,670264913,245.2,0.0,False,,-1,,4379.9,602.9,1020.1,2.183,0,False,602.9,False,Terverifikasi,Agrinas,203.0,24336.0,0.264,0.0,True,"https://www.google.com/maps/@-7.56799136,111.5083853,250m/data=!3m1!1e3",True,True,40,Cropland,True
60862,KOPERASI DESA MERAH PUTIH SYARIAH COT TRIENG,ACEH,KOTA LHOKSEUMAWE,Muara Satu,5.17926132,97.06873802,False,,-1,,3434.4,True,,318563927,245.0,0.0,False,,-1,,9222.2,711.8,731.7,3.375,0,False,711.8,False,Sedang Diverifikasi,KOPERASI,127.0,7924.0,0.0,0.0,True,"https://www.google.com/maps/@5.17926132,97.06873802,250m/data=!3m1!1e3",True,True,40,Cropland,True
81817,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG MESJID BLUEK KECAMATAN MEURAH MULIA,ACEH,KAB. ACEH UTARA,Meurah Mulia,5.10269221,97.20822849,False,,-1,,3990.5,True,,5247593,245.0,0.0,False,,-1,,5368.0,406.7,1444.8,31.447,1,False,406.7,False,Tidak Ada Lahan,,422.0,31669.0,0.132,0.132,True,"https://www.google.com/maps/@5.10269221,97.20822849,250m/data=!3m1!1e3",True,True,40,Cropland,True
53664,KOPERASI DESA MERAH PUTIH SUNGGUMANAI KECAMATAN PATTALLASSANG,SULAWESI SELATAN,KAB. GOWA,Pattallasang,-5.19879063,119.5280137,False,,-1,,3205.3,True,,247059888,244.2,0.0,False,,-1,,3479.8,82.6,1915.2,2.87,1,False,82.6,False,Terverifikasi,Agrinas,279.0,20062.0,0.528,0.396,False,"https://www.google.com/maps/@-5.19879063,119.5280137,250m/data=!3m1!1e3",True,True,40,Cropland,True
75395,KOPERASI DESA MERAH PUTIH TETER,JAWA TENGAH,KAB. BOYOLALI,Simo,-7.43574143,110.6973184,False,,-1,,8595.9,True,,702502936,244.1,0.0,False,,-1,,1467.0,716.0,1073.2,1.831,0,False,716.0,False,Terverifikasi,Agrinas,66.0,27219.0,0.264,0.264,False,"https://www.google.com/maps/@-7.43574143,110.6973184,250m/data=!3m1!1e3",True,True,10,Tree cover,False
11517,KOPERASI DESA MERAH PUTIH MOROSARI KECAMATAN SUKOREJO,JAWA TIMUR,KAB. PONOROGO,Sukorejo,-7.88343167,111.4360637,False,,-1,,4340.1,True,,679548519,244.1,0.0,False,,-1,,3494.0,684.5,2958.3,6.031,0,False,684.5,False,Terverifikasi,Agrinas,961.0,27276.0,0.396,0.0,True,"https://www.google.com/maps/@-7.88343167,111.4360637,250m/data=!3m1!1e3",True,True,40,Cropland,True
38334,KOPERASI DESA MERAH PUTIH NAPU,NUSA TENGGARA TIMUR,KAB. SUMBA TIMUR,Haharu,-9.41820535,119.9230501,False,,-1,,2465.6,True,Perkebunan Jarak Pagar,7792839,243.4,0.0,False,,-1,,3071.2,2631.7,2030.2,11.051,0,False,2030.2,True,Terverifikasi,Agrinas,0.0,734.0,0.924,0.792,False,"https://www.google.com/maps/@-9.41820535,119.9230501,250m/data=!3m1!1e3",True,True,30,Grassland,False
42547,KOPERASI DESA MERAH PUTIH DESA WALUYA CIKARANG UTARA,JAWA BARAT,KAB. BEKASI,Cikarang Utara,-6.2558423,107.1917466,False,,-1,,1139.1,True,,549605358,239.6,0.0,False,,-1,,2823.6,1157.6,3865.3,5.242,0,False,1157.6,True,,,2142.0,105047.0,0.264,0.264,False,"https://www.google.com/maps/@-6.2558423,107.1917466,250m/data=!3m1!1e3",True,True,40,Cropland,True
48921,KOPERASI DESA MERAH PUTIH PRANAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,JAWA TENGAH,KAB. SUKOHARJO,Polokarto,-7.62208756,110.8369816,False,,-1,,1132.1,True,,9574602,239.4,0.0,False,,-1,,890.8,520.2,1116.0,3.847,0,False,520.2,False,Terverifikasi,Agrinas,113.0,44915.0,0.132,0.0,True,"https://www.google.com/maps/@-7.62208756,110.8369816,250m/data=!3m1!1e3",True,True,40,Cropland,True
54886,KOPERASI DESA MERAH PUTIH KALUMPANG LOE,SULAWESI SELATAN,KAB. JENEPONTO,Arungkeke,-5.66441508,119.7927588,False,,-1,,986.7,True,,242675237,238.8,0.0,False,,-1,,3783.8,153.4,826.9,5.105,1,False,153.4,False,Tidak Ada Lahan,,416.0,17691.0,0.264,0.264,False,"https://www.google.com/maps/@-5.66441508,119.7927588,250m/data=!3m1!1e3",True,True,40,Cropland,True
75937,KOPERASI DESA MERAH PUTIH BUMIREJO KECAMATAN KEPOHBARU KABUPATEN BOJONEGORO,JAWA TIMUR,KAB. BOJONEGORO,Kepohbaru,-7.16498159,112.1080294,False,,-1,,1668.4,True,,467196430,238.6,0.0,False,,-1,,6736.1,788.1,884.9,5.477,1,False,788.1,False,Terverifikasi,Agrinas,794.0,15183.0,0.0,0.0,True,"https://www.google.com/maps/@-7.16498159,112.1080294,250m/data=!3m1!1e3",True,True,40,Cropland,True
41814,KOPERASI DESA MERAH PUTIH MOJOREJO KECAMATAN KEBONSARI,JAWA TIMUR,KAB. MADIUN,Kebonsari,-7.73948239,111.4631589,False,,-1,,5112.1,True,,1190940747,238.0,0.0,False,,-1,,6371.0,1521.6,3829.1,4.062,0,False,1521.6,True,Terverifikasi,KOPERASI,708.0,27889.0,0.264,0.0,True,"https://www.google.com/maps/@-7.73948239,111.4631589,250m/data=!3m1!1e3",True,True,40,Cropland,True
80467,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG DABOH,ACEH,KAB. PIDIE,Delima,5.34004918,95.90373805,False,,-1,,7688.0,True,,6369573,237.9,0.0,False,,-1,,9788.5,493.3,1067.7,7.17,0,False,493.3,False,,,212.0,22821.0,0.264,0.264,False,"https://www.google.com/maps/@5.34004918,95.90373805,250m/data=!3m1!1e3",True,True,40,Cropland,True
65223,KOPERASI DESA MERAH PUTIH KATEGUHAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,JAWA TENGAH,KAB. SUKOHARJO,Tawangsari,-7.73081267,110.79257,False,,-1,,2928.6,True,,688412601,237.7,0.0,False,,-1,,2877.5,711.8,617.1,5.105,0,False,617.1,False,Terverifikasi,Agrinas,1272.0,45421.0,0.132,0.132,True,"https://www.google.com/maps/@-7.73081267,110.79257,250m/data=!3m1!1e3",True,True,40,Cropland,True
41268,KOPERASI DESA MERAH PUTIH KEKERAN,BALI,KAB. BADUNG,Mengwi,-8.58076792,115.1598426,False,,-1,,5119.4,True,,1788690,237.3,0.0,False,,-1,,2462.7,118.4,1012.9,3.767,1,False,118.4,False,,,187.0,35260.0,0.132,0.132,True,"https://www.google.com/maps/@-8.58076792,115.1598426,250m/data=!3m1!1e3",True,True,40,Cropland,True
21018,KOPERASI DESA MERAH PUTIH SYARIAH MUSARA PAKAT KECAMATAN PINTU RIME GAYO,ACEH,KAB. BENER MERIAH,Pintu Rime Gayo,4.85880198,96.70472485,False,,-1,,37638.0,True,,892348457,235.1,0.0,False,,-1,,17220.2,1762.8,4510.4,2.746,1,False,1762.8,True,Dipertimbangkan,Agrinas,201.0,2444.0,0.0,0.0,True,"https://www.google.com/maps/@4.85880198,96.70472485,250m/data=!3m1!1e3",True,True,10,Tree cover,False
19817,KOPERASI DESA MERAH PUTIH JENARLOR,JAWA TENGAH,KAB. PURWOREJO,Purwodadi,-7.80323603,109.9821111,False,,-1,,1558.6,True,,1005597779,235.0,0.0,False,,-1,,1690.8,764.6,511.9,0.571,0,False,511.9,False,Terverifikasi,BUSINESS ASSISTANCE,299.0,19584.0,0.264,0.264,False,"https://www.google.com/maps/@-7.80323603,109.9821111,250m/data=!3m1!1e3",True,True,40,Cropland,True
57563,KOPERASI DESA MERAH PUTIH PANSOR,NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,Kayangan,-8.30481554,116.3026385,False,,-1,,4191.1,True,,298787087,235.0,0.0,False,,-1,,2296.8,480.8,1028.5,0.767,1,False,480.8,False,,,307.0,11704.0,0.264,0.264,False,"https://www.google.com/maps/@-8.30481554,116.3026385,250m/data=!3m1!1e3",True,True,10,Tree cover,False
49416,KOPERASI KELURAHAN MERAH PUTIH MAULIRU,NUSA TENGGARA TIMUR,KAB. SUMBA TIMUR,Kambera,-9.6890367,120.2884591,False,,-1,,3944.8,True,,2675228,234.9,0.0,False,,-1,,4709.8,1020.4,3415.2,3.693,1,False,1020.4,True,Terverifikasi,Agrinas,438.0,13673.0,0.0,0.0,True,"https://www.google.com/maps/@-9.6890367,120.2884591,250m/data=!3m1!1e3",True,True,30,Grassland,False
81702,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG PANTE PIRAK,ACEH,KAB. ACEH UTARA,Matangkuli,5.01117486,97.27470415,False,,-1,,5144.2,True,,351852350,234.9,0.0,False,,-1,,5348.3,264.6,1405.5,3.504,0,False,264.6,False,Tidak Ada Lahan,,47.0,10703.0,0.264,0.264,False,"https://www.google.com/maps/@5.01117486,97.27470415,250m/data=!3m1!1e3",True,True,40,Cropland,True
72611,KOPERASI DESA MERAH PUTIH LEWINTANA,NUSA TENGGARA BARAT,KAB. BIMA,Soromandi,-8.46996668,118.6623095,False,,-1,,2993.4,True,Tegalan,191705234,234.7,0.0,False,,-1,,5839.6,2414.4,1380.9,2.257,0,False,1380.9,True,Terverifikasi,BUSINESS ASSISTANCE,0.0,3587.0,0.264,0.264,False,"https://www.google.com/maps/@-8.46996668,118.6623095,250m/data=!3m1!1e3",True,True,30,Grassland,False
72976,KOPERASI DESA MERAH PUTIH TAPELAN,JAWA TIMUR,KAB. MADIUN,Balerejo,-7.52954237,111.6256994,False,,-1,,2188.1,True,,1082454728,234.4,0.0,False,,-1,,1988.2,1123.9,1880.6,6.175,0,False,1123.9,True,Terverifikasi,Agrinas,497.0,21090.0,0.132,0.132,True,"https://www.google.com/maps/@-7.52954237,111.6256994,250m/data=!3m1!1e3",True,True,40,Cropland,True
46530,KOPERASI DESA MERAH PUTIH JAYARAHARJA KECAMATAN SUKAJAYA,JAWA BARAT,KAB. BOGOR,Sukajaya,-6.59651306,106.4946246,False,,-1,,10477.6,True,,186585438,234.4,0.0,False,,-1,,6869.0,0.0,889.5,2.905,1,False,0.0,False,Terverifikasi,Agrinas,1087.0,29583.0,0.264,0.264,False,"https://www.google.com/maps/@-6.59651306,106.4946246,250m/data=!3m1!1e3",True,True,40,Cropland,True
20178,KOPERASI DESA MERAH PUTIH GANDUL KECAMATAN PILANGKENCENG,JAWA TIMUR,KAB. MADIUN,Pilangkenceng,-7.48190052,111.6459865,False,,-1,,5577.7,True,,1115411140,233.3,0.0,False,,-1,,1653.4,1127.1,959.4,19.787,0,False,959.4,True,Terverifikasi,Agrinas,50.0,23180.0,0.264,0.264,False,"https://www.google.com/maps/@-7.48190052,111.6459865,250m/data=!3m1!1e3",True,True,40,Cropland,True
32294,KOPERASI DESA MERAH PUTIH RAHARJA KECAMATAN PURWAHARJA KOTA BANJAR,JAWA BARAT,KOTA BANJAR,Purwaharja,-7.35187953,108.5666465,False,,-1,,963.9,True,,799458443,231.4,0.0,False,,-1,,3239.2,610.8,683.5,0.674,0,False,610.8,False,Sedang Diverifikasi,KOPERASI,776.0,33411.0,0.264,0.264,False,"https://www.google.com/maps/@-7.35187953,108.5666465,250m/data=!3m1!1e3",True,True,40,Cropland,True
36766,KOPERASI DESA MERAH PUTIH DESA SADANG,JAWA TENGAH,KAB. KUDUS,Jekulo,-6.84355165,110.9165761,False,,-1,,6129.5,True,,692227522,230.7,0.0,False,,-1,,8075.3,742.5,2942.7,1.945,0,False,742.5,False,Terverifikasi,Agrinas,214.0,39632.0,0.132,0.132,True,"https://www.google.com/maps/@-6.84355165,110.9165761,250m/data=!3m1!1e3",True,True,40,Cropland,True
93331,KOPERASI DESA MERAH PUTIH SIEPKOSI,PAPUA PEGUNUNGAN,KAB. JAYAWIJAYA,Siepkosi,-4.05094017,138.97645664,False,,-1,,6410.5,True,,618996909,229.9,0.0,False,,-1,,4360.7,1659.1,2123.0,0.467,0,False,1659.1,True,,,0.0,4312.0,0.528,0.528,False,"https://www.google.com/maps/@-4.05094017,138.97645664,250m/data=!3m1!1e3",True,True,90,Herbaceous wetland,False
44165,KOPERASI KELURAHAN MERAH PUTIH WIRINGPALENNAE,SULAWESI SELATAN,KAB. WAJO,Tempe,-4.14472121,120.0256732,False,,-1,,1535.0,True,,221947966,228.7,0.0,False,,-1,,814.3,773.8,549.9,0.703,0,False,549.9,False,Sedang Diverifikasi,KEMENTERIAN KESEHATAN,1014.0,31344.0,0.396,0.396,False,"https://www.google.com/maps/@-4.14472121,120.0256732,250m/data=!3m1!1e3",True,True,40,Cropland,True
76763,KOPERASI DESA MERAH PUTIH SYARIAH GAMPONG CIBREK KECAMATAN SYAMTALIRA BAYU,ACEH,KAB. ACEH UTARA,Syamtalira Bayu,5.09705601,97.17940551,False,,-1,,5406.1,True,,5247593,228.0,0.0,False,,-1,,8453.7,424.4,2078.3,31.447,1,False,424.4,False,Tidak Ada Lahan,,313.0,27201.0,0.264,0.264,False,"https://www.google.com/maps/@5.09705601,97.17940551,250m/data=!3m1!1e3",True,True,40,Cropland,True
